Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03758240668057917, 'rho': 3525.23404947782, 'd': 0.7345040854401367, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.200229007633588, 'Stressed Variance': 1880.4948701765634, 'Stressed Steady State Time': 13.614628152827363}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5699999999999994,0.5875,0.45,0.6,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.37675572519084, 'Stressed Variance': 1886.3149635204823, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.7,0.5,0.625,0.525,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0373438565693321, 'rho': 3547.715968733213, 'd': 0.7345061298304953, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.888587786259542, 'Stressed Variance': 2001.6667094560344, 'Stressed Steady State Time': 13.614590258501636}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5799999999999994,0.625,0.4375,0.6875,0.4625,0.55,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.67732824427481, 'Stressed Variance': 1755.1908447701185, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.575,0.4875,0.6375,0.5125,0.5,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.037108315717088954, 'rho': 3570.1978864026496, 'd': 0.7345081485465831, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.759389312977099, 'Stressed Variance': 1775.9689767262983, 'Stressed Steady State Time': 13.61455284027498}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5899999999999994,0.6625,0.5125,0.5625,0.5625,0.5625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.67824427480916, 'Stressed Variance': 1773.6771602762076, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.4625,0.6,0.45,0.575,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03687572753866179, 'rho': 3592.6798025239964, 'd': 0.734510142069024, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.96824427480916, 'Stressed Variance': 1863.8457854670473, 'Stressed Steady State Time': 13.614515889230937}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.5999999999999994,0.6875,0.55,0.525,0.55,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.180458015267176, 'Stressed Variance': 1878.508503607016, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.7,0.625,0.6375,0.6,0.6,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.03664603685864227, 'rho': 3615.1617171014195, 'd': 0.7345121108665139, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.762290076335878, 'Stressed Variance': 1748.5950970456265, 'Stressed Steady State Time': 13.614479396674433}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",1.6099999999999994,0.5875,0.5875,0.6125,0.6125,0.625,0.45
