Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 10.141908396946565, 'Stressed Variance': 119.34024368626538, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 10.054772727272727, 'Normal Variance': 1182.6431363119834, 'Normal Steady State Time': 12.775248871259613})",0.1,1.0,0.6625,1.0,0.675,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.6173141934293784, 'rho': 220.11767828854673, 'd': 0.7298677221963532, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999819706, 'rho': 1179.13381379274, 'd': 0.7827636158616783, 'label': 1}]","({'Stressed Mean': 9.982366412213741, 'Stressed Variance': 120.2780096672688, 'Stressed Steady State Time': 13.701112812479934}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259613})",0.1,0.9875,0.775,1.0,0.775,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.990114503816795, 'Stressed Variance': 132.93161983421712, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.7125,1.0,0.7375,0.9,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5586128427723163, 'rho': 242.6279187226958, 'd': 0.7303082000929672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 9.991450381679389, 'Stressed Variance': 132.47801850708004, 'Stressed Steady State Time': 13.692849126885081}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.11,0.9875,0.725,1.0,0.725,0.9375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.293473282442749, 'Stressed Variance': 148.6303238141717, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.725,1.0,0.7625,0.9125,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.5101173024514344, 'rho': 265.1334098792223, 'd': 0.7306768380658819, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.159083969465648, 'Stressed Variance': 148.04278389371248, 'Stressed Steady State Time': 13.685940868839124}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.12,0.9875,0.775,1.0,0.775,0.8625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.257442748091602, 'Stressed Variance': 162.0497919337451, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7625,0.9875,0.775,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.46937666598979966, 'rho': 287.6352504443384, 'd': 0.7309898829629499, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.126221374045802, 'Stressed Variance': 157.06616740137522, 'Stressed Steady State Time': 13.68007989312603}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13,0.9875,0.7375,1.0,0.7125,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.00179389312977, 'Stressed Variance': 171.99881357584053, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,0.9875,0.7375,0.975,0.725,0.8875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.434667177130991, 'rho': 310.1342242917877, 'd': 0.7312590268605083, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999845443, 'rho': 1179.133813805053, 'd': 0.7827636158616834, 'label': 1}]","({'Stressed Mean': 10.077404580152672, 'Stressed Variance': 174.47049708058972, 'Stressed Steady State Time': 13.675044864653078}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259532})",0.13999999999999999,1.0,0.7375,1.0,0.7375,0.925,0.45
