"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.126753731343284, 'Normal Variance': 1248.8879260289038, 'Normal Steady State Time': 10.0}",0.11,0.675,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2116.96249836801, 'd': 1, 'label': 0}","{'Stressed Mean': 1.0041044776119403, 'Stressed Variance': 89.8066249443083, 'Stressed Steady State Time': 10.0}",0.11,0.725,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.954813432835821, 'Normal Variance': 1186.6480701144465, 'Normal Steady State Time': 10.0}",0.11,0.725,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2116.96249836801, 'd': 1, 'label': 0}","{'Stressed Mean': 1.1764925373134327, 'Stressed Variance': 138.4454921753174, 'Stressed Steady State Time': 10.0}",0.11,0.65,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.767686567164179, 'Normal Variance': 986.6367021107154, 'Normal Steady State Time': 10.0}",0.11,0.65,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2116.96249836801, 'd': 1, 'label': 0}","{'Stressed Mean': 1.2468283582089552, 'Stressed Variance': 139.4636653138227, 'Stressed Steady State Time': 10.0}",0.11,0.65,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.050111940298508, 'Normal Variance': 1090.8083470023948, 'Normal Steady State Time': 10.0}",0.11,0.65,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2116.96249836801, 'd': 1, 'label': 0}","{'Stressed Mean': 1.1430223880597015, 'Stressed Variance': 127.99308937263311, 'Stressed Steady State Time': 10.0}",0.11,0.65,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.107164179104478, 'Normal Variance': 1230.8944859879707, 'Normal Steady State Time': 10.0}",0.11,0.65,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2116.96249836801, 'd': 1, 'label': 0}","{'Stressed Mean': 1.032313432835821, 'Stressed Variance': 95.53955285698373, 'Stressed Steady State Time': 10.0}",0.11,0.6625,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.842089552238806, 'Normal Variance': 1144.3215568278013, 'Normal Steady State Time': 10.0}",0.11,0.6625,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.25044776119403, 'Stressed Variance': 145.7422759189129, 'Stressed Steady State Time': 10.0}",0.12,0.6125,0.6
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.73544776119403, 'Normal Variance': 982.5894150980174, 'Normal Steady State Time': 10.0}",0.12,0.6125,0.6
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.3366044776119403, 'Stressed Variance': 169.58733175400982, 'Stressed Steady State Time': 10.0}",0.12,0.6375,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.03205223880597, 'Normal Variance': 1084.3984875793608, 'Normal Steady State Time': 10.0}",0.12,0.6375,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.1286567164179104, 'Stressed Variance': 116.08038774782804, 'Stressed Steady State Time': 10.0}",0.12,0.7,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.9797761194029855, 'Normal Variance': 1197.784068606594, 'Normal Steady State Time': 10.0}",0.12,0.7,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.1676119402985075, 'Stressed Variance': 121.97675698373804, 'Stressed Steady State Time': 10.0}",0.12,0.7125,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.852611940298507, 'Normal Variance': 1159.9300678046336, 'Normal Steady State Time': 10.0}",0.12,0.7125,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.2194029850746269, 'Stressed Variance': 146.60492203163287, 'Stressed Steady State Time': 10.0}",0.12,0.7,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.811082089552238, 'Normal Variance': 1001.877481664903, 'Normal Steady State Time': 10.0}",0.12,0.7,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.251492537313433, 'Stressed Variance': 150.59496045889952, 'Stressed Steady State Time': 10.0}",0.12,0.7125,0.6125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.995074626865672, 'Normal Variance': 1073.7818414123412, 'Normal Steady State Time': 10.0}",0.12,0.7125,0.6125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.1392537313432836, 'Stressed Variance': 118.93090690576965, 'Stressed Steady State Time': 10.0}",0.12,0.7375,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.052238805970149, 'Normal Variance': 1238.0934651370014, 'Normal Steady State Time': 10.0}",0.12,0.7375,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.0942910447761194, 'Stressed Variance': 109.3608480048452, 'Stressed Steady State Time': 10.0}",0.12,0.7375,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.78910447761194, 'Normal Variance': 1111.6484335263979, 'Normal Steady State Time': 10.0}",0.12,0.7375,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.2521641791044775, 'Stressed Variance': 153.39753262976163, 'Stressed Steady State Time': 10.0}",0.12,0.75,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.688320895522388, 'Normal Variance': 960.8384158373246, 'Normal Steady State Time': 10.0}",0.12,0.75,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2211.5162492806476, 'd': 1, 'label': 0}","{'Stressed Mean': 1.3165671641791046, 'Stressed Variance': 163.94374045444422, 'Stressed Steady State Time': 10.0}",0.12,0.6625,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.028470149253732, 'Normal Variance': 1075.2395998983627, 'Normal Steady State Time': 10.0}",0.12,0.6625,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.4182462686567163, 'Stressed Variance': 175.9345849841279, 'Stressed Steady State Time': 10.0}",0.13,0.6125,0.425
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.230597014925373, 'Normal Variance': 1299.195332479394, 'Normal Steady State Time': 10.0}",0.13,0.6125,0.425
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.1998880597014925, 'Stressed Variance': 132.0480671516485, 'Stressed Steady State Time': 10.0}",0.13,0.725,0.4625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.835223880597015, 'Normal Variance': 1146.6482219648026, 'Normal Steady State Time': 10.0}",0.13,0.725,0.4625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.146007462686567, 'Stressed Variance': 126.59274898501897, 'Stressed Steady State Time': 10.0}",0.13,0.675,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.8504104477611945, 'Normal Variance': 990.600346846458, 'Normal Steady State Time': 10.0}",0.13,0.675,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.4402985074626866, 'Stressed Variance': 167.60419692581868, 'Stressed Steady State Time': 10.0}",0.13,0.6125,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.069776119402985, 'Normal Variance': 1102.700429800624, 'Normal Steady State Time': 10.0}",0.13,0.6125,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.3957462686567164, 'Stressed Variance': 179.13413115950104, 'Stressed Steady State Time': 10.0}",0.13,0.625,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.026753731343284, 'Normal Variance': 1212.6413364766652, 'Normal Steady State Time': 10.0}",0.13,0.625,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.261455223880597, 'Stressed Variance': 138.4524247479951, 'Stressed Steady State Time': 10.0}",0.13,0.675,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.7968283582089555, 'Normal Variance': 1116.4345794929275, 'Normal Steady State Time': 10.0}",0.13,0.675,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.210223880597015, 'Stressed Variance': 140.05722383047447, 'Stressed Steady State Time': 10.0}",0.13,0.725,0.3875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.729216417910448, 'Normal Variance': 964.860967296447, 'Normal Steady State Time': 10.0}",0.13,0.725,0.3875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.545858208955224, 'Stressed Variance': 184.62521045750722, 'Stressed Steady State Time': 10.0}",0.13,0.55,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.9889179104477615, 'Normal Variance': 1064.5139443514704, 'Normal Steady State Time': 10.0}",0.13,0.55,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.425820895522388, 'Stressed Variance': 176.32143775896634, 'Stressed Steady State Time': 10.0}",0.13,0.6,0.425
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.097985074626866, 'Normal Variance': 1220.717712357986, 'Normal Steady State Time': 10.0}",0.13,0.6,0.425
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2302.2057947810285, 'd': 1, 'label': 0}","{'Stressed Mean': 1.2127238805970149, 'Stressed Variance': 130.55135302823567, 'Stressed Steady State Time': 10.0}",0.13,0.725,0.3875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.885597014925374, 'Normal Variance': 1159.5979567331253, 'Normal Steady State Time': 10.0}",0.13,0.725,0.3875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.437723880597015, 'Stressed Variance': 190.77149481928046, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.5875,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.138134328358209, 'Normal Variance': 1120.4025606983737, 'Normal Steady State Time': 10.0}",0.13999999999999999,0.5875,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.4065671641791044, 'Stressed Variance': 205.4128374693696, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.6375,0.4
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.045373134328358, 'Normal Variance': 1090.7649562040542, 'Normal Steady State Time': 10.0}",0.13999999999999999,0.6375,0.4
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.2636940298507462, 'Stressed Variance': 153.55535351832256, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.6125,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.121194029850746, 'Normal Variance': 1234.4327746936956, 'Normal Steady State Time': 10.0}",0.13999999999999999,0.6125,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.232537313432836, 'Stressed Variance': 140.79040400980173, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.7,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.791007462686567, 'Normal Variance': 1120.9795683880038, 'Normal Steady State Time': 10.0}",0.13999999999999999,0.7,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.3553731343283582, 'Stressed Variance': 152.99818754733795, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.675,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 4.864626865671641, 'Normal Variance': 997.1666741145021, 'Normal Steady State Time': 10.0}",0.13999999999999999,0.675,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.3845522388059701, 'Stressed Variance': 200.197418083092, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.6375,0.425
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2326.2660501299033, 'd': 1, 'label': 1}","{'Normal Mean': 5.012723880597015, 'Normal Variance': 1081.4435321327132, 'Normal Steady State Time': 10.0}",0.13999999999999999,0.6375,0.425
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2389.469415003144, 'd': 1, 'label': 0}","{'Stressed Mean': 1.2936194029850747, 'Stressed Variance': 148.75763092977277, 'Stressed Steady State Time': 10.0}",0.13999999999999999,0.6625,0.5125
