epoch,loss,eval_epoch,train_cv,test_acc
54,4.463466768679411,,,
55,4.463013700816942,,,
56,4.4540440517923106,,,
57,4.444982539052549,,,
58,4.450323094492373,,,
59,4.445313806119173,,,
60,4.434179326762324,,,
61,4.432395810666292,,,
62,4.419946307721346,,,
63,4.42180003290591,,,
64,4.414910409761512,,,
65,4.405849633009537,,,
66,4.4075765713401465,,,
67,4.399787436360898,,,
68,4.39085953131966,,,
69,4.3997692336206855,,,
70,4.389803741289222,,,
71,4.382421669752701,,,
72,4.379704869311789,,,
73,4.372782468795776,,,
74,4.364636048026707,,,
75,4.361059468725453,,,
76,4.357275838437288,,,
77,4.355803261632505,,,
78,4.355342025342195,,,
79,4.348671664362368,,,
80,4.348178127537603,,,
81,4.333907272504724,,,
82,4.341468665910804,,,
83,4.329675404921822,,,
84,4.332891785580179,,,
85,4.3246026557424795,,,
86,4.315008495164954,,,
87,4.3194809167281445,,,
88,4.311977189520131,,,
89,4.330789959948996,,,
90,4.319056117016336,,,
91,4.307578688082487,,,
92,4.30120008924733,,,
93,4.3048025628794795,,,
94,4.31174693936887,,,
95,4.29818025879238,,,
96,4.3033420417619785,,,
97,4.29984424425208,,,
98,4.296292315358701,,,
99,4.297468268353006,,,
100,4.292526784150497,,,
101,4.285161008005557,,,
102,4.289020310277524,,,
103,4.275807992271755,,,
104,4.267206876174264,,,
105,4.270197526268337,,,
106,4.273186476334281,,,
107,4.267307986383853,,,
108,4.272713930710502,,,
109,4.261553531107695,,,
110,4.264987987020741,,,
111,4.261281469593877,,,
112,4.253097575643788,,,
113,4.26153334327366,,,
114,4.255040510841038,,,
115,4.247074821720952,,,
116,4.252359525017116,,,
117,4.256731790045033,,,
118,4.241138105807097,,,
119,4.241345094597858,,,
120,4.245302189951357,,,
121,4.241238759911579,,,
122,4.24159724816032,,,
123,4.236007928848267,,,
124,4.2287956942682685,,,
125,4.232153125431227,,,
126,4.232298923575359,,,
127,4.238011059553727,,,
128,4.237511790317038,,,
129,4.235802640085635,,,
130,4.230648009673409,,,
131,4.222619704578234,,,
132,4.227977928907975,,,
133,4.229160785675049,,,
134,4.222607052844504,,,
135,4.222130251967388,,,
136,4.223459907200025,,,
137,4.223017630369767,,,
138,4.212965664656266,,,
139,4.218539497126704,,,
140,4.213850778082143,,,
141,4.2178710543591045,,,
142,4.216148438660995,,,
143,4.215813087380451,,,
144,4.211228930431863,,,
145,4.213155611701634,,,
146,4.21315626476122,,,
147,4.215808495231297,,,
148,4.215408066044683,,,
149,4.204290545505026,,,
150,4.205872815588246,,,
151,4.202386363692906,,,
152,4.20059089038683,,,
153,4.195728426394255,,,
154,4.201363703478938,,,
155,4.199910433396049,,,
156,4.193312375441842,,,
157,4.203484193138454,,,
158,4.192407027534816,,,
159,4.199852580609529,,,
160,4.195086137108181,,,
161,4.192006287367447,,,
162,4.1924471336862315,,,
163,4.1888309976328975,,,
164,4.196837031322977,,,
165,4.197364361389823,,,
166,4.1955022708229395,,,
167,4.194776446922965,,,
168,4.193249396655871,,,
169,4.191376914148745,,,
170,4.190865288610044,,,
171,4.193541246911754,,,
172,4.187305916910586,,,
173,4.185317827307659,,,
174,4.1897729065107265,,,
175,4.18606376129648,,,
176,4.185783479524695,,,
177,4.19058314613674,,,
178,4.191042231476826,,,
179,4.186444676440695,,,
180,4.186877805253734,,,
181,4.186047668042391,,,
182,4.186165965121726,,,
183,4.1813178580740225,,,
184,4.188933424327685,,,
185,4.190253081529037,,,
186,4.180601721224577,,,
187,4.180483113164487,,,
188,4.182738262674083,,,
189,4.181123085643934,,,
190,4.184337600417759,,,
191,4.184343887412029,,,
192,4.183338818342789,,,
193,4.187217598376066,,,
194,4.191440297209698,,,
195,4.1910864684892735,,,
196,4.175438715064007,,,
197,4.181991457939148,,,
198,4.184566119442815,,,
199,4.189583964969801,,,
200,4.1854941844940186,,,
