epoch,loss,eval_epoch,train_cv,test_acc
1,6.107987694118334,10.0,0.76209009009009,0.776595744680851
2,6.040771930114083,20.0,0.7729009009009008,0.7872340425531915
3,5.891192519146463,30.0,0.7836036036036036,0.8085106382978723
4,5.84909607016522,40.0,0.7755675675675675,0.8404255319148937
5,5.835107803344727,50.0,0.7941981981981983,0.8297872340425532
6,5.816654112028039,60.0,0.7995315315315314,0.8404255319148937
7,5.794670260470847,70.0,0.7834954954954955,0.8297872340425532
8,5.721929539804873,80.0,0.8075675675675675,0.8297872340425532
9,5.619640972303308,90.0,0.796864864864865,0.8085106382978723
10,5.495458519977072,100.0,0.788864864864865,0.8085106382978723
11,5.346829186315122,110.0,0.7941981981981983,0.8191489361702128
12,5.225911202638046,120.0,0.7941621621621622,0.8191489361702128
13,5.173406714978426,130.0,0.8049369369369369,0.8085106382978723
14,5.101583905841993,140.0,0.8022342342342343,0.8085106382978723
15,5.049352832462477,150.0,0.8049369369369369,0.8085106382978723
16,4.985447489697,160.0,0.8049009009009008,0.8085106382978723
17,4.936063206714133,170.0,0.8022342342342343,0.8085106382978723
18,4.910261174906855,180.0,0.7995315315315314,0.8085106382978723
19,4.872177206951639,190.0,0.796864864864865,0.8085106382978723
20,4.849064215369847,200.0,0.796864864864865,0.8085106382978723
21,4.828248894732932,,,
22,4.806434133778447,,,
23,4.788297694662343,,,
24,4.773142918296482,,,
25,4.763205300206724,,,
26,4.743819682494454,,,
27,4.713672358056773,,,
28,4.7183386139247725,,,
29,4.696907312973686,,,
30,4.679012640662815,,,
31,4.666796953781791,,,
32,4.656712345455004,,,
33,4.640046130055967,,,
34,4.628091957258142,,,
35,4.609458332476408,,,
36,4.601834411206453,,,
37,4.589489802070286,,,
38,4.587196744006613,,,
39,4.5706714650859,,,
40,4.557531792184581,,,
41,4.557239190391872,,,
42,4.547902200532996,,,
43,4.540740013122559,,,
44,4.537907424180404,,,
45,4.518819041874098,,,
46,4.514188973799996,,,
47,4.5113118627797,,,
48,4.499412868333899,,,
49,4.496345126110574,,,
50,4.483856066413548,,,
51,4.4963361491327705,,,
52,4.480466345082158,,,
53,4.466085143711256,,,
