epoch,train_loss,val_loss,lr,eval_epoch,eval/knn_val_acc,eval/svm_val_acc,eval/knn_train_acc,eval/svm_train_acc
1,6.830167240566677,6.7770172605201715,0.0,10.0,0.68,0.68,0.7290969899665551,0.7123745819397993
2,6.812027242448595,6.7367952088531675,5e-05,20.0,0.7733333333333333,0.7866666666666666,0.802675585284281,0.7658862876254181
3,6.736960411071777,6.639454572114551,0.0001,30.0,0.76,0.8,0.7892976588628763,0.7792642140468228
4,6.622454987631904,6.540330278061337,0.00015,40.0,0.7466666666666667,0.7866666666666666,0.7959866220735786,0.7926421404682275
5,6.5614489979214135,6.521604953040788,0.0002,50.0,0.7866666666666666,0.8133333333333334,0.7926421404682275,0.7926421404682275
6,6.543921656078762,6.504774153784005,0.00025,60.0,0.7733333333333333,0.8133333333333334,0.802675585284281,0.8127090301003345
7,6.532418118582831,6.4934416482987976,0.0003,70.0,0.7733333333333333,0.8133333333333334,0.8160535117056856,0.8193979933110368
8,6.522594160503811,6.491569290449882,0.00035,80.0,0.7866666666666666,0.8133333333333334,0.8127090301003345,0.8093645484949833
9,6.511735094918145,6.473831343991702,0.0004,90.0,0.8266666666666667,0.8266666666666667,0.8060200668896321,0.8160535117056856
10,6.4933680693308515,6.455361743250045,0.00045000000000000004,100.0,0.8266666666666667,0.8133333333333334,0.802675585284281,0.8193979933110368
11,6.475249210993449,6.424946020188905,0.0005,110.0,0.8133333333333334,0.8266666666666667,0.8060200668896321,0.822742474916388
12,6.437467601564196,6.393319228198771,0.00055,120.0,0.8133333333333334,0.8266666666666667,0.802675585284281,0.8260869565217391
13,6.391398032506307,6.3397502642504,0.0006,130.0,0.8133333333333334,0.8266666666666667,0.802675585284281,0.8193979933110368
14,6.343968470891316,6.285539972772109,0.0006500000000000001,140.0,0.8266666666666667,0.8266666666666667,0.7993311036789298,0.822742474916388
15,6.276849799686008,6.1860794668141486,0.0007,150.0,0.8266666666666667,0.8266666666666667,0.8060200668896321,0.822742474916388
16,6.176211092207167,6.0815091867021795,0.00075,,,,,
17,6.087467908859253,5.976082169377975,0.0008,,,,,
18,6.01361150211758,5.9303570776250405,0.00085,,,,,
19,5.959078073501587,5.876594680612883,0.0009000000000000001,,,,,
20,5.911372952991062,5.841231572317215,0.00095,,,,,
21,5.882497999403212,5.813318409370313,0.001,,,,,
22,5.853312068515354,5.778713015371054,0.0009999238475781956,,,,,
23,5.817881027857463,5.741446012604427,0.0009996954135095479,,,,,
24,5.791069083743626,5.7325806926538005,0.0009993147673772868,,,,,
25,5.761722988552517,5.706897647767833,0.0009987820251299122,,,,,
26,5.761668390697903,5.6828983698300295,0.0009980973490458728,,,,,
27,5.73761526743571,5.665757350103508,0.0009972609476841367,,,,,
28,5.711384640799628,5.653696583939561,0.0009962730758206612,,,,,
29,5.697479142083062,5.626050172281225,0.0009951340343707852,,,,,
30,5.668988227844238,5.60424070582859,0.0009938441702975688,,,,,
31,5.649317979812622,5.593385890514736,0.000992403876506104,,,,,
32,5.632978333367242,5.5694822723671,0.000990813591723832,,,,,
33,5.610950867335002,5.542747087294159,0.0009890738003669028,,,,,
34,5.595599465899998,5.524877150385595,0.0009871850323926177,,,,,
35,5.5760877927144366,5.507746049593837,0.0009851478631379982,,,,,
36,5.569039424260457,5.498721776036679,0.0009829629131445341,,,,,
