method,timestamp,svm_accuracy,knn_accuracy,chance,k_neighbors,fixed_classes,batch_size,epochs,lr,val_fraction,window_reduce_ratio,optimizer,weight_decay,temperature,patience,eval_metric_key,smooth_window,epochs_run,epochs_budget,best_knn_val_smooth,best_knn_val_raw,d_model,nhead,num_layers,dropout,seq_len
"IY036 SupCon, label-supervised",20260802_165501,0.8085106382978723,0.8297872340425532,0.16666666666666666,10,"['Nrg1 @ 0.01% glucose', 'Nrg1 @ 0.1% glucose', 'Nrg1 @ 2% glucose (mock/steady)', 'Rtg1 @ 0.01% glucose', 'Rtg1 @ 0.1% glucose', 'Rtg1 @ 2% glucose (mock/steady)']",512,200,0.001,0.2,0.7,AdamW,0.0001,0.1,6,knn_val_acc_smooth,3,190,200,0.8266666666666667,0.84,16,4,2,0.01,540
