method,timestamp,metric,svm_accuracy,knn_accuracy,chance,n_test,svm_accuracy_se,knn_accuracy_se,raw_svm_accuracy,raw_knn_accuracy,catch22_svm_accuracy,k_neighbors,fixed_classes,split_scheme,n_downstream_fit,n_downstream_val,batch_size,epochs,lr,val_fraction,test_fraction,noise_std,optimizer,lars_momentum,lars_trust_coefficient,weight_decay,temperature,patience,eval_metric_key,d_model,nhead,num_layers,dropout,seq_len
"IY036 SupCon, label-supervised",20260729_191805,balanced_accuracy,0.7654779896148183,0.743867220801364,0.16666666666666666,220,0.028565828046021768,0.02942855590768775,0.7467018329070759,0.7266444819034333,0.45347109199410984,10,"['Nrg1 @ 0.01% glucose', 'Nrg1 @ 0.1% glucose', 'Nrg1 @ 2% glucose (mock/steady)', 'Rtg1 @ 0.01% glucose', 'Rtg1 @ 0.1% glucose', 'Rtg1 @ 2% glucose (mock/steady)']",v2_unbalanced_60_20_20,659,220,4096,3360,4.8,0.2,0.2,0.05,LARS,0.9,0.001,0.0001,0.07,112,knn_val_acc,16,4,2,0.01,540
