epoch,train_loss,val_loss,lr,eval_epoch,eval/knn_val_acc_smooth,eval/knn_val_acc,eval/svm_val_acc,eval/knn_train_acc,eval/svm_train_acc
1,6.834462324778239,6.78410922989713,0.0,10.0,0.6533333333333333,0.6533333333333333,0.68,0.7324414715719063,0.7157190635451505
2,6.818451113171047,6.745345177020818,5e-05,20.0,0.6666666666666667,0.68,0.7066666666666667,0.7324414715719063,0.725752508361204
3,6.745731910069783,6.647381022559985,0.0001,30.0,0.6977777777777779,0.76,0.7866666666666666,0.7491638795986622,0.7391304347826086
4,6.641304572423299,6.56692410437774,0.00015,40.0,0.7244444444444444,0.7333333333333333,0.8133333333333334,0.7591973244147158,0.7658862876254181
5,6.595864613850911,6.544745852307575,0.0002,50.0,0.7466666666666666,0.7466666666666667,0.8,0.7792642140468228,0.7792642140468228
6,6.575615829891628,6.534429153541841,0.00025,60.0,0.7600000000000001,0.8,0.8133333333333334,0.7792642140468228,0.7892976588628763
7,6.566360076268514,6.525207332245335,0.0003,70.0,0.7911111111111112,0.8266666666666667,0.7866666666666666,0.7792642140468228,0.7993311036789298
8,6.561413155661689,6.530199207710157,0.00035,80.0,0.8222222222222223,0.84,0.8,0.7993311036789298,0.802675585284281
9,6.556826617982653,6.518951237552601,0.0004,90.0,0.8133333333333334,0.7733333333333333,0.8133333333333334,0.7892976588628763,0.802675585284281
10,6.549040926827325,6.507262090357338,0.00045000000000000004,100.0,0.8088888888888889,0.8133333333333334,0.8266666666666667,0.7959866220735786,0.8060200668896321
11,6.537992795308431,6.498572321475504,0.0005,110.0,0.7999999999999999,0.8133333333333334,0.84,0.7892976588628763,0.7993311036789298
12,6.531853781806098,6.483110618350684,0.00055,120.0,0.8222222222222223,0.84,0.84,0.7892976588628763,0.7959866220735786
13,6.5139974223242865,6.4704353502560705,0.0006,130.0,0.8266666666666667,0.8266666666666667,0.84,0.7859531772575251,0.8060200668896321
14,6.500706540213691,6.461955094959076,0.0006500000000000001,140.0,0.8266666666666667,0.8133333333333334,0.8266666666666667,0.7859531772575251,0.802675585284281
15,6.5039867295159235,6.4540424306819775,0.0007,150.0,0.8177777777777778,0.8133333333333334,0.8266666666666667,0.7926421404682275,0.8060200668896321
16,6.501246160931057,6.453125307999106,0.00075,160.0,0.8088888888888889,0.8,0.8266666666666667,0.7892976588628763,0.802675585284281
17,6.491621361838447,6.444689672869529,0.0008,170.0,0.8133333333333334,0.8266666666666667,0.8266666666666667,0.7859531772575251,0.8060200668896321
18,6.485560602611965,6.451173442667327,0.00085,180.0,0.8177777777777777,0.8266666666666667,0.8266666666666667,0.7926421404682275,0.8060200668896321
19,6.475114001168145,6.434339744689788,0.0009000000000000001,190.0,0.8266666666666667,0.8266666666666667,0.8266666666666667,0.7892976588628763,0.8060200668896321
20,6.467955827713013,6.4302820016397355,0.00095,,,,,,
21,6.459957970513238,6.420745444959508,0.001,,,,,,
22,6.468532694710626,6.416437120172936,0.0009999238475781956,,,,,,
23,6.453738980823093,6.419396173863776,0.0009996954135095479,,,,,,
24,6.447581953472561,6.389520584985526,0.0009993147673772868,,,,,,
25,6.440398666593763,6.3977032052658505,0.0009987820251299122,,,,,,
26,6.430554601881239,6.400655354242349,0.0009980973490458728,,,,,,
27,6.425817754533556,6.382361987140421,0.0009972609476841367,,,,,,
28,6.410539653566149,6.371138894327355,0.0009962730758206612,,,,,,
29,6.4090950224134655,6.351497363402524,0.0009951340343707852,,,,,,
30,6.389704518847996,6.366524266434678,0.0009938441702975688,,,,,,
31,6.38855947388543,6.3448291450513326,0.000992403876506104,,,,,,
32,6.381177028020223,6.323768353442167,0.000990813591723832,,,,,,
33,6.379668050342136,6.331504424346205,0.0009890738003669028,,,,,,
34,6.367286788092719,6.325437255824084,0.0009871850323926177,,,,,,
35,6.364643043941921,6.319980657431536,0.0009851478631379982,,,,,,
36,6.353741301430596,6.309830446219224,0.0009829629131445341,,,,,,
37,6.333949751324123,6.3060473152526395,0.0009806308479691594,,,,,,
38,6.32464435365465,6.282283026596596,0.0009781523779815178,,,,,,
39,6.324597967995538,6.257892947922843,0.0009755282581475768,,,,,,
40,6.31576050652398,6.267559201101779,0.0009727592877996585,,,,,,
41,6.301814132266575,6.260481120158485,0.0009698463103929542,,,,,,
42,6.282277186711629,6.241670244776771,0.0009667902132486009,,,,,,
43,6.2756363021002874,6.232032820394402,0.0009635919272833937,,,,,,
44,6.270753277672662,6.226298181824167,0.0009602524267262203,,,,,,
