epoch,loss,eval_epoch,train_cv,test_acc
108,4.272212287654048,,,
109,4.261453048042629,,,
110,4.265252911526224,,,
111,4.260989800743435,,,
112,4.253430584202642,,,
113,4.261826484099679,,,
114,4.254566721294237,,,
115,4.246003150939941,,,
116,4.251964040424513,,,
117,4.256295494411303,,,
118,4.241238915401956,,,
119,4.2416836178821065,,,
120,4.2453346978063164,,,
121,4.241060433180436,,,
122,4.241442338280056,,,
123,4.236320049866386,,,
124,4.228875958401224,,,
125,4.23224401473999,,,
126,4.231999532036159,,,
127,4.237997023955636,,,
128,4.237430862758471,,,
129,4.2352163998977,,,
130,4.23024726950604,,,
131,4.222507285035175,,,
132,4.228060763815175,,,
133,4.229010457577913,,,
134,4.222922014153522,,,
135,4.222278076669444,,,
136,4.223485117373259,,,
137,4.223110572151516,,,
138,4.213119828182718,,,
139,4.218299554741901,,,
140,4.214233108188795,,,
141,4.217873086100039,,,
142,4.216316357902858,,,
143,4.215664023938387,,,
144,4.21126972074094,,,
145,4.213170051574707,,,
146,4.2131033980328105,,,
147,4.215858075929725,,,
148,4.215562716774318,,,
149,4.204210011855416,,,
150,4.205449456753938,,,
151,4.202436711477197,,,
152,4.200802264006241,,,
153,4.195955877718718,,,
154,4.201476221499235,,,
155,4.199753564337025,,,
156,4.193214354307755,,,
157,4.203463471454123,,,
158,4.192309747571531,,,
159,4.19996596419293,,,
160,4.195161985314411,,,
161,4.192004193430361,,,
162,4.192436819491179,,,
163,4.188559340394062,,,
164,4.196727877077849,,,
165,4.19734003232873,,,
166,4.195501353429711,,,
167,4.194933331531027,,,
168,4.193278768788213,,,
169,4.191419300825699,,,
170,4.190909002138221,,,
171,4.19360729922419,,,
172,4.1871634825416235,,,
173,4.185360390207042,,,
174,4.189706325531006,,,
175,4.18595884675565,,,
176,4.18574569536292,,,
177,4.1905265994693925,,,
178,4.190993889518406,,,
179,4.186393281687861,,,
180,4.186845323313838,,,
181,4.186039530712625,,,
182,4.186189910639888,,,
183,4.18126016077788,,,
184,4.188906762910926,,,
185,4.190214385157046,,,
186,4.180573416792828,,,
187,4.180491805076599,,,
188,4.182718090389086,,,
189,4.181097455646681,,,
190,4.184348070103189,,,
191,4.1843461990356445,,,
192,4.183336351228797,,,
193,4.187171469564023,,,
194,4.191420451454494,,,
195,4.191036701202393,,,
196,4.175402091897053,,,
197,4.181977303131767,,,
198,4.18454298765763,,,
199,4.189513932103696,,,
200,4.185475183569866,,,
