method,timestamp,svm_accuracy,knn_accuracy,chance,k_neighbors,fixed_classes,batch_size,epochs,lr,val_fraction,window_reduce_ratio,optimizer,lars_momentum,lars_trust_coefficient,weight_decay,temperature,patience,eval_metric_key,smooth_window,epochs_run,epochs_budget,best_knn_val_smooth,best_knn_val_raw,d_model,nhead,num_layers,dropout,seq_len
"IY036 SupCon, label-supervised",20260802_170659,0.8085106382978723,0.776595744680851,0.16666666666666666,10,"['Nrg1 @ 0.01% glucose', 'Nrg1 @ 0.1% glucose', 'Nrg1 @ 2% glucose (mock/steady)', 'Rtg1 @ 0.01% glucose', 'Rtg1 @ 0.1% glucose', 'Rtg1 @ 2% glucose (mock/steady)']",4096,3360,4.8,0.2,0.7,LARS,0.9,0.001,0.0001,0.07,112,knn_val_acc_smooth,3,2800,3360,0.8755555555555556,0.9066666666666666,16,4,2,0.01,540
