class_name,label,split,tf,condition,x,y,representation,method
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,2.387800156396719,2.0452812902331665,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-26.93751912971475,0.5719157231884954,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-9.942668009807493,1.4838510381049825,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-19.629462641310038,-1.580103182333629,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-23.955484348484717,2.757427866901043,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),17.733068234390725,-0.7117559754405156,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-11.048511798824718,4.092025265200611,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,28.09027137183388,-1.1747685722703605,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-24.175212294468405,-1.793517936393105,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-19.991102874606298,-1.0411014795797913,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,5.205233913871422,-3.7370799023721584,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,11.091197127658132,-3.3942130707336498,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,3.338241190256788,-2.50027786531256,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-28.049465952045058,-1.2890693438405392,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),30.70236014231236,-4.268481228971107,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,48.51817755116488,2.675014142764992,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-11.540256433095355,2.016919454906646,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-25.4409786349792,-1.891070533941432,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-21.97708696594252,0.5503595998465967,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-27.28495759347839,0.36708527714379463,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),9.073856203971669,-0.8587954232977137,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,14.943653204208251,-7.850963326121358,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,40.41757173030301,0.18643143671606704,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,25.38708520829782,0.926826937923967,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-24.325618577104095,-0.39682955909795065,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,15.605341051167578,-13.376777953114177,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-30.892259803218195,-2.6684489560428717,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,8.57477091254851,1.7102857873932453,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-19.547623819945535,-0.5224571364727293,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),19.903709197899985,-1.1069652155306238,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-22.365792713469776,-1.2391655457665869,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.28702849580989,-2.437619193935463,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-18.908330570011817,-2.2866739081485847,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-23.837953055750926,0.7047823760962916,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-2.0343788043467317,-2.47664150219499,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-28.331495038693674,-1.422596111863288,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),8.002589960058753,0.4524874189700351,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),36.71526455183919,-1.7383172262616378,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,27.236683821642607,4.18993882622892,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.43868502090348,2.4650150991161275,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),9.482538073617341,-13.222286911449016,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),15.205245415800151,-1.2644839475839826,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-22.842998404128053,3.263834946093976,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),23.461170606702456,-1.4717515589932348,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,36.879630889289054,1.169464879732241,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,7.917813106334612,1.4976770304864144,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.23110527041269,2.630447282857895,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),10.542971238305608,-1.460301445041451,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-26.39043991591613,-1.694931925452881,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-9.340600641689447,7.224618142715246,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,11.052036687655328,1.9467020370440489,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-21.87508847751336,-0.6704179769257052,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-10.545209510139923,4.056144902148591,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-14.759872556529007,5.393920119325006,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-20.659280885466302,0.20489275217470698,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-23.882344311481354,-0.9268752157508527,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-22.996457742164587,-0.5475646573371281,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,27.08853353723637,5.3639444258251805,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,17.878828422261943,-1.9560634170052271,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-19.43606230353911,-3.1099394922025856,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.522652510442345,-0.49026887767284133,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-23.125487377780622,1.9291056970384313,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-25.183789092985258,0.5423913679835097,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-5.873071540568166,5.5702938228682894,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-28.245604128464795,-1.2008154909785491,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,32.95815764837687,-0.9739328317585397,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-21.537718232612256,-1.5656117640099312,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),14.515789247412899,0.8644150212572215,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,12.442716490247426,-6.974563030554751,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-23.19345419136752,0.6428465526756335,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),11.264595334957445,0.5630843052345245,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),9.449680900406465,2.4745527014931965,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,37.06055149256373,-0.17223849345742517,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.131003561157533,1.0285754599967536,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,16.175123154497047,-5.0971262661946275,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-26.987899218470318,-0.2775371443296168,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-27.373994369706256,0.04410070147052252,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,30.628485085330368,-1.1424005432152564,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,27.266259902324578,-2.0947259118812442,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-19.87780871314381,0.16318462610116433,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-8.78848566495201,2.496749142075855,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-13.981908343812345,2.535552053091001,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-22.03614021497089,-1.1973790122015249,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),1.9427605674863513,-1.3852512329340545,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),9.836832605988972,-4.010451258506815,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-22.924328849994698,-1.9833031346268666,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,4.371081582393939,-3.402075423353012,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-2.8087449018325357,5.383061447741823,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.461707569957408,-1.2223031859095974,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.738589239767894,-1.2456102008509258,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-29.667814283205633,-2.2589034329383075,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.679856690472928,-0.4748877814104113,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-14.848051961900879,-1.5947004513421148,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,17.226126108282674,-10.886378129251066,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,30.12998707690721,-5.935860429787633,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,39.09534070430413,0.15482291809003856,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,6.282920642770542,-3.1968497633158584,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,8.01937142783511,-0.6880493509019879,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),20.247223607326113,0.04757780900779379,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,16.259780552669397,-0.34394024043082116,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-19.73996790474037,-3.1857487513175604,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,3.3482931205757227,-2.6716789830015637,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),20.30030439726573,-1.552315658783433,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,25.059748331521053,11.233243480989582,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.89205555430419,-0.8317698442919755,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-26.753654591172612,-0.8008267975252052,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-15.130344791382969,-1.7301233571442542,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.417840339549464,-0.16010194901824637,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.0798143665572,4.286182738738344,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-23.316745205508816,-0.7972164252805636,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,9.981567991981718,5.63985104938666,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,46.86173376694688,-6.721032912369496,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-30.651778155293155,-1.8180728822813563,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),16.76416912147178,-1.5556513172308262,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-17.762691992861114,4.161780023931336,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-31.12198968623373,-2.602174895869104,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),23.983429350106785,7.5237891443880365,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-2.90159131090717,4.81771221013509,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,28.344197998420555,-7.649641099592067,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-28.984787478104458,0.8703846688531113,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-15.6386826666612,0.1561285235971295,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-4.66748620523041,4.585121530254012,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-23.791568162773807,-0.8353181098382985,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-7.396287404504345,4.069808673324484,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),8.1148658924926,0.4456312671352007,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-26.970876084254073,2.2436963629030657,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),12.192617493904962,-6.506231644188074,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.57039960021407,2.4136207749345204,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,41.62652989404306,4.334120405588163,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,6.665373072720621,-2.929450637766077,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),19.378306134810963,0.5866817349950726,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.248014506883294,-2.1825236496980085,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,2.453679603912174,0.09350646276856635,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),4.2477058278812745,-1.3768152882310325,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-10.02071743962834,-0.6769978195420432,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,42.259416455705264,8.451627762089569,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),8.948557836360733,-2.030466951088245,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-15.464205087325517,1.742097261068256,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),16.880273371878562,-1.5779252638475108,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-25.633785003337998,-0.543685234041928,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),15.179070181134232,-0.4647910873075435,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),6.72010413744983,0.9941525013476467,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-10.70282561070569,2.099597919777462,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,-0.36076575600075045,-4.124337238983522,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,10.86993517064133,-1.3376631908014034,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-17.871986989378154,-2.0311320772180985,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),22.432090231621956,-6.993882675634078,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-14.55434675646283,4.148592637698513,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-7.219632871976487,2.333735149591568,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,54.38926644062056,8.710024878557768,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,26.300071040694107,-3.6998602941539365,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,35.30814168288318,-4.757499670628279,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),23.4881822999154,-0.4970601102076897,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.102944345463317,1.6548878194497998,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,41.54213628002704,3.5107421226304183,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,3.832014185659203,-1.4465648522636936,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-24.33860166999139,1.0720041131688163,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),46.98700454224206,18.373994125736836,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,6.745649235914798,-0.7547927019512807,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),6.516312256722582,-6.405835436068848,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,19.977489786285837,-1.490120908515516,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-14.341130050933678,4.167929897059239,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-20.262453822458983,2.767536873247837,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-11.229565225994824,5.013577330069562,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,10.899340914362954,-0.36259909885607516,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,24.400993286244624,1.3550893018981205,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,23.6117178576067,-7.794637305024888,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-19.83242672353785,-1.3920025853460163,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-5.654777481941856,-1.8706232458569443,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-6.994902203059986,4.688342746584118,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),25.56232410971537,2.17569767701415,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,7.889185722056195,-2.032306512111068,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-8.513023055723822,5.398550955753424,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),18.180418510174654,1.0568311251920668,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,6.656404068138723,-0.4813688819231707,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-32.226365070464,-2.0432692687222147,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-26.558820946745403,-0.014603824578009364,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-18.435280366529796,-1.6870186613193643,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-11.118136699964012,7.912481397067535,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,33.29101834769351,14.668852440263322,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,4.578634601797364,-2.205333065672884,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),7.380745536252354,1.7767639109266566,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,35.31187594421764,5.057358394320082,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),5.786546715728127,0.12336103509061774,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),10.004937330458148,-0.005196765453146805,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-21.155875386322847,-0.2713902369389967,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-25.539317748203537,0.11006919630219425,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,9.209781775520929,-1.2622963911758365,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-25.581259752384035,-1.9662097361490374,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-8.438286095299869,3.867161571445841,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-20.527284170486215,0.9636979575765254,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-26.698760378067544,-0.42713923019301625,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,38.78945959877829,0.8539434459725106,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,25.841746650306035,-7.664920064656896,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-21.838491642818155,-0.49938976780326283,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-18.664393788575474,0.6740599969209683,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-12.005281450461128,2.6092233920798495,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,2.158328936733614,-3.1362947426724626,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),5.689675318976425,-1.677578675588287,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-24.43738252781381,-1.6609934369895767,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-11.380998321902467,2.318768539599557,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,39.55868993529464,-3.1415912469042695,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-22.866140806149428,-0.9433738985299978,Raw traces,PCA
Nrg1 @ 0.01% glucose,0,train,Nrg1,0.01% glucose,-9.368011232189794,3.307186782357153,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,31.687026282106938,-1.2106486184364922,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,35.09905666641298,6.92872466500125,Raw traces,PCA
Nrg1 @ 2% glucose (mock/steady),2,train,Nrg1,2% glucose (mock/steady),-19.666554703941607,-2.1087460888009346,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,41.5106922781599,6.634821705007632,Raw traces,PCA
Nrg1 @ 0.1% glucose,1,train,Nrg1,0.1% glucose,-16.746546814819418,2.581007998103461,Raw traces,PCA
Rtg1 @ 0.1% glucose,4,train,Rtg1,0.1% glucose,9.229846487227347,1.7096103357752914,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,35.773634916379024,-14.637446701019224,Raw traces,PCA
Rtg1 @ 2% glucose (mock/steady),5,train,Rtg1,2% glucose (mock/steady),11.117493592425589,-1.3021822025300684,Raw traces,PCA
Rtg1 @ 0.01% glucose,3,train,Rtg1,0.01% glucose,39.633836640571566,-3.1079908417747664,Raw traces,PCA
