epoch,train_loss,val_loss,lr,eval_epoch,eval/svm_train_cv,eval/svm_test_acc,eval/knn_test_acc
1,6.107474293027606,6.056356797584349,0.0,10.0,0.7540180180180182,0.7553191489361702,0.7446808510638298
2,6.047069231669108,5.933910470655664,5e-05,20.0,0.7995675675675675,0.7872340425531915,0.7978723404255319
3,5.896575008119855,5.819306100831297,0.0001,30.0,0.7995315315315317,0.851063829787234,0.8191489361702128
4,5.848638364246914,5.797666933258249,0.00015,40.0,0.7996036036036036,0.8297872340425532,0.8404255319148937
5,5.830948693411691,5.785737814838076,0.0002,50.0,0.8049009009009008,0.8191489361702128,0.851063829787234
6,5.823364780062721,5.764711336883962,0.00025,60.0,0.8076036036036036,0.8085106382978723,0.8617021276595744
7,5.802333684194656,5.733181388345552,0.0003,70.0,0.8156396396396396,0.8191489361702128,0.851063829787234
8,5.743286462057204,5.677982419071137,0.00035,80.0,0.820972972972973,0.8297872340425532,0.8297872340425532
9,5.653102148146856,5.582722728560776,0.0004,90.0,0.8236396396396396,0.8297872340425532,0.8404255319148937
10,5.531796103432065,5.449759751589641,0.00045000000000000004,100.0,0.8263063063063065,0.8191489361702128,0.8297872340425532
11,5.404121308099656,5.28335559405739,0.0005,110.0,0.8343063063063063,0.8297872340425532,0.8404255319148937
12,5.274300177892049,5.199867365864173,0.00055,120.0,0.8343063063063063,0.8297872340425532,0.8297872340425532
13,5.181187482107253,5.1150015069859265,0.0006,130.0,0.8263063063063063,0.8297872340425532,0.8085106382978723
14,5.118030729747954,5.058603564522119,0.0006500000000000001,140.0,0.8263063063063063,0.8297872340425532,0.8191489361702128
15,5.051111153193882,4.9644349065112765,0.0007,150.0,0.8263423423423424,0.8297872340425532,0.8297872340425532
16,4.982418253308251,4.897942941647599,0.00075,160.0,0.8316756756756757,0.8297872340425532,0.8297872340425532
17,4.936936775843303,4.9090334408917515,0.0008,170.0,0.8263423423423424,0.8191489361702128,0.8297872340425532
18,4.923002390634446,4.879206949729398,0.00085,180.0,0.829009009009009,0.8191489361702128,0.8297872340425532
19,4.876493317740304,4.842812497031676,0.0009000000000000001,190.0,0.8263423423423424,0.8191489361702128,0.8297872340425532
20,4.8682175023215155,4.809570173610523,0.00095,200.0,0.8263423423423424,0.8191489361702128,0.8297872340425532
21,4.840939930507115,4.814988213006631,0.001,,,,
22,4.81539907909575,4.764555978724884,0.0009999238475781956,,,,
23,4.800131945382981,4.7844294684417115,0.0009996954135095479,,,,
24,4.7867914608546664,4.747822753513148,0.0009993147673772868,,,,
25,4.786017383847918,4.731827894345193,0.0009987820251299122,,,,
26,4.760235139301845,4.74219046631822,0.0009980973490458728,,,,
27,4.75018987201509,4.753930506019311,0.0009972609476841367,,,,
28,4.757438228243873,4.695943732617656,0.0009962730758206612,,,,
29,4.723142476308913,4.690746697466958,0.0009951340343707852,,,,
30,4.716458922340756,4.673042897546329,0.0009938441702975688,,,,
31,4.706389268239339,4.6786231548377515,0.000992403876506104,,,,
32,4.6920871166955855,4.660654561878128,0.000990813591723832,,,,
33,4.684571402413504,4.660072647058625,0.0009890738003669028,,,,
34,4.681703749157133,4.651665191670447,0.0009871850323926177,,,,
35,4.670764571144467,4.612968511511224,0.0009851478631379982,,,,
36,4.65978007089524,4.609679604679753,0.0009829629131445341,,,,
37,4.642848514375233,4.607656083773865,0.0009806308479691594,,,,
38,4.628707408905029,4.588565868534125,0.0009781523779815178,,,,
39,4.630155847186134,4.5903443307405265,0.0009755282581475768,,,,
40,4.615993102391561,4.5778224651244415,0.0009727592877996585,,,,
41,4.614741813568842,4.557663860381214,0.0009698463103929542,,,,
42,4.595187595912388,4.570608647965232,0.0009667902132486009,,,,
43,4.59175307410104,4.560971609049415,0.0009635919272833937,,,,
