epoch,train_loss,val_loss,lr,eval_epoch,eval/knn_val_acc_smooth,eval/knn_val_acc,eval/svm_val_acc,eval/knn_train_acc,eval/svm_train_acc
1,8.901072978973389,6.088158409368901,0.0,10.0,0.6533333333333333,0.6533333333333333,0.68,0.7391304347826086,0.725752508361204
2,8.897646427154541,6.088048831869114,0.014285714285714284,20.0,0.6666666666666667,0.68,0.6533333333333333,0.7224080267558528,0.7123745819397993
3,8.89824390411377,6.082086392668137,0.028571428571428567,30.0,0.6666666666666666,0.6666666666666666,0.6933333333333334,0.7357859531772575,0.7357859531772575
4,8.880470752716064,6.0622602948829645,0.04285714285714285,40.0,0.6888888888888888,0.72,0.72,0.7357859531772575,0.7290969899665551
5,8.842724800109863,6.006643863161439,0.057142857142857134,50.0,0.7155555555555555,0.76,0.7466666666666667,0.7558528428093646,0.7558528428093646
6,8.800195693969727,5.947801316456197,0.07142857142857142,60.0,0.7511111111111112,0.7733333333333333,0.7733333333333333,0.7625418060200669,0.7525083612040134
7,8.734648704528809,5.891822569905659,0.0857142857142857,70.0,0.7688888888888888,0.7733333333333333,0.8133333333333334,0.7591973244147158,0.7625418060200669
8,8.699304580688477,5.88296328200524,0.09999999999999999,80.0,0.7688888888888888,0.76,0.7866666666666666,0.7692307692307693,0.7591973244147158
9,8.685340881347656,5.869795971702787,0.11428571428571427,90.0,0.7733333333333333,0.7866666666666666,0.76,0.7625418060200669,0.7725752508361204
10,8.68259048461914,5.866160907697236,0.12857142857142856,100.0,0.7777777777777777,0.7866666666666666,0.7466666666666667,0.7625418060200669,0.7725752508361204
11,8.676549911499023,5.858426488679031,0.14285714285714285,110.0,0.7866666666666666,0.7866666666666666,0.72,0.7591973244147158,0.7725752508361204
12,8.669160842895508,5.854063856591689,0.15714285714285714,120.0,0.7777777777777777,0.76,0.76,0.7525083612040134,0.7558528428093646
13,8.669585704803467,5.8499815405868905,0.1714285714285714,130.0,0.7511111111111112,0.7066666666666667,0.7466666666666667,0.7525083612040134,0.7558528428093646
14,8.663697242736816,5.845731848723955,0.18571428571428572,140.0,0.7466666666666667,0.7733333333333333,0.7866666666666666,0.7692307692307693,0.7892976588628763
15,8.658596992492676,5.839898391367509,0.19999999999999998,150.0,0.7377777777777778,0.7333333333333333,0.76,0.7658862876254181,0.782608695652174
16,8.668671607971191,5.852032375095069,0.21428571428571427,160.0,0.7599999999999999,0.7733333333333333,0.8266666666666667,0.7725752508361204,0.7993311036789298
17,8.664349555969238,5.839744648079194,0.22857142857142854,170.0,0.7377777777777778,0.7066666666666667,0.7733333333333333,0.782608695652174,0.7993311036789298
18,8.660829067230225,5.842784609686336,0.24285714285714285,180.0,0.7377777777777778,0.7333333333333333,0.76,0.7692307692307693,0.7993311036789298
19,8.653892517089844,5.83931062239574,0.2571428571428571,190.0,0.7022222222222222,0.6666666666666666,0.7466666666666667,0.7591973244147158,0.782608695652174
20,8.654300689697266,5.842600652006516,0.2714285714285714,200.0,0.6977777777777777,0.6933333333333334,0.7466666666666667,0.7625418060200669,0.7792642140468228
