epoch,train_loss,val_loss,lr,eval_epoch,eval/knn_train_cv,eval/svm_train_cv,eval/svm_test_acc,eval/knn_test_acc
1,6.107474293027606,6.056356797584349,0.0,10.0,0.7539819819819821,0.7540180180180182,0.7553191489361702,0.7446808510638298
2,6.047069197609311,5.933910470655664,5e-05,20.0,0.7835675675675675,0.7995675675675675,0.7872340425531915,0.7978723404255319
3,5.896575008119855,5.819306100831297,0.0001,30.0,0.7942342342342341,0.7995315315315317,0.851063829787234,0.8191489361702128
4,5.848638318833851,5.7976668048982996,0.00015,40.0,0.8022342342342343,0.7996036036036036,0.8297872340425532,0.8404255319148937
5,5.830948693411691,5.785737814838076,0.0002,50.0,0.8182342342342341,0.8049009009009008,0.8191489361702128,0.851063829787234
6,5.823364780062721,5.764711465243912,0.00025,60.0,0.829009009009009,0.8049369369369369,0.8191489361702128,0.8617021276595744
7,5.802333650134859,5.733181516705502,0.0003,70.0,0.8183783783783782,0.820972972972973,0.8085106382978723,0.851063829787234
8,5.743286518823533,5.677982547431087,0.00035,80.0,0.8183423423423424,0.8183063063063063,0.8297872340425532,0.8297872340425532
9,5.653102148146856,5.582722728560776,0.0004,90.0,0.8264144144144143,0.8263063063063063,0.8297872340425532,0.8404255319148937
10,5.531796058019002,5.449759751589641,0.00045000000000000004,100.0,0.7996756756756758,0.8263063063063065,0.8297872340425532,0.8297872340425532
11,5.404121262686593,5.28335546569744,0.0005,110.0,0.7970090090090091,0.8316396396396396,0.8297872340425532,0.8404255319148937
12,5.274300177892049,5.199867237504223,0.00055,120.0,0.8077117117117117,0.8316396396396396,0.8297872340425532,0.8297872340425532
13,5.181187504813785,5.115001378625976,0.0006,130.0,0.8130810810810811,0.8263063063063063,0.8297872340425532,0.8085106382978723
14,5.118030718394688,5.058603564522119,0.0006500000000000001,140.0,0.796972972972973,0.8263423423423424,0.8297872340425532,0.8191489361702128
15,5.051111141840617,4.9644349065112765,0.0007,150.0,0.8023423423423424,0.829009009009009,0.8297872340425532,0.8297872340425532
