epoch,train_loss,val_loss,lr,eval_epoch,eval/knn_train_cv,eval/svm_train_cv,eval/svm_test_acc,eval/knn_test_acc
1,8.198509216308594,7.441492080688477,0.0,10.0,0.6658378378378378,0.695135135135135,0.723404255319149,0.6914893617021277
2,8.19727954864502,7.440011501312256,5.9523809523809525e-06,20.0,0.6578378378378378,0.7032072072072072,0.7127659574468085,0.7127659574468085
3,8.197516059875488,7.437063694000244,1.1904761904761905e-05,30.0,0.6658738738738739,0.7165765765765765,0.723404255319149,0.7127659574468085
4,8.191583251953125,7.432726860046387,1.7857142857142855e-05,40.0,0.6765405405405406,0.7219099099099099,0.7340425531914894,0.7127659574468085
5,8.184372520446777,7.42660665512085,2.380952380952381e-05,50.0,0.69790990990991,0.7031711711711711,0.723404255319149,0.7340425531914894
6,8.179288482666015,7.418935775756836,2.9761904761904762e-05,60.0,0.69790990990991,0.7112432432432433,0.7340425531914894,0.7446808510638298
7,8.169991302490235,7.409253120422363,3.571428571428571e-05,70.0,0.7513153153153154,0.753945945945946,0.7446808510638298,0.776595744680851
8,8.157015228271485,7.397310256958008,4.1666666666666665e-05,80.0,0.7326486486486485,0.7325405405405405,0.7446808510638298,0.7872340425531915
9,8.146854972839355,7.3831467628479,4.761904761904762e-05,90.0,0.7593873873873873,0.729945945945946,0.7340425531914894,0.776595744680851
10,8.127666091918945,7.366481781005859,5.357142857142857e-05,100.0,0.7541261261261261,0.7406846846846846,0.7021276595744681,0.7978723404255319
11,8.112870788574218,7.347410202026367,5.9523809523809524e-05,110.0,0.7407207207207207,0.7433873873873873,0.7340425531914894,0.7872340425531915
12,8.0910493850708,7.327545642852783,6.547619047619048e-05,120.0,0.7433873873873873,0.7433873873873873,0.7446808510638298,0.7872340425531915
13,8.068009948730468,7.307736873626709,7.142857142857142e-05,130.0,0.7487927927927928,0.7406846846846846,0.7659574468085106,0.8085106382978723
14,8.047212600708008,7.288328170776367,7.738095238095239e-05,140.0,0.7460900900900901,0.7460180180180181,0.7553191489361702,0.8085106382978723
15,8.0262939453125,7.269686222076416,8.333333333333333e-05,150.0,0.7541261261261262,0.7407207207207207,0.7659574468085106,0.8085106382978723
16,8.00892505645752,7.252964496612549,8.928571428571429e-05,160.0,0.7567567567567568,0.7568288288288288,0.7659574468085106,0.8191489361702128
17,7.987746047973633,7.239107608795166,9.523809523809524e-05,170.0,0.7514954954954955,0.7676036036036036,0.776595744680851,0.8297872340425532
18,7.978089046478272,7.230190277099609,0.0001011904761904762,180.0,0.7461621621621621,0.7755675675675675,0.7872340425531915,0.8191489361702128
19,7.969693565368653,7.224708557128906,0.00010714285714285714,190.0,0.7407927927927928,0.7782702702702703,0.7872340425531915,0.8191489361702128
20,7.962274265289307,7.221556186676025,0.00011309523809523809,200.0,0.7487927927927929,0.772936936936937,0.7659574468085106,0.8191489361702128
21,7.959200859069824,7.218471050262451,0.00011904761904761905,210.0,0.7541261261261262,0.7836036036036036,0.7659574468085106,0.8085106382978723
22,7.960409450531006,7.213805198669434,0.000125,220.0,0.7541621621621621,0.7755675675675675,0.7659574468085106,0.8191489361702128
23,7.954720687866211,7.209864139556885,0.00013095238095238096,230.0,0.7595315315315316,0.7729009009009008,0.776595744680851,0.8085106382978723
24,7.955233478546143,7.2071852684021,0.0001369047619047619,240.0,0.7675315315315314,0.7755315315315316,0.776595744680851,0.7978723404255319
25,7.948692512512207,7.205158710479736,0.00014285714285714284,250.0,0.7648648648648649,0.7701981981981982,0.776595744680851,0.8191489361702128
26,7.946574115753174,7.20360803604126,0.00014880952380952382,260.0,0.7675315315315314,0.7621621621621621,0.776595744680851,0.8191489361702128
27,7.943603992462158,7.202117443084717,0.00015476190476190478,270.0,0.7674954954954956,0.7567567567567568,0.776595744680851,0.8191489361702128
28,7.942227077484131,7.200976371765137,0.00016071428571428573,280.0,0.7702342342342342,0.7567567567567568,0.7872340425531915,0.7978723404255319
