epoch,train_loss,val_loss,lr,eval_epoch,eval/knn_val_acc,eval/svm_val_acc,eval/knn_train_acc,eval/svm_train_acc
1,8.889450073242188,6.0790651011005785,0.0,10.0,0.6533333333333333,0.6666666666666666,0.7357859531772575,0.7190635451505016
2,8.888164520263672,6.075067036486755,0.014285714285714284,20.0,0.68,0.6533333333333333,0.7224080267558528,0.7190635451505016
3,8.884413242340088,6.0615935602340505,0.028571428571428567,30.0,0.68,0.7066666666666667,0.7357859531772575,0.7391304347826086
4,8.864943504333496,6.028484833350795,0.04285714285714285,40.0,0.7066666666666667,0.6666666666666666,0.7357859531772575,0.7357859531772575
5,8.82082986831665,5.978312011924083,0.057142857142857134,50.0,0.7066666666666667,0.7066666666666667,0.7391304347826086,0.7324414715719063
6,8.766389846801758,5.909005331531906,0.07142857142857142,60.0,0.68,0.6666666666666666,0.7224080267558528,0.7391304347826086
7,8.6928071975708,5.860028835582172,0.0857142857142857,70.0,0.7466666666666667,0.72,0.7525083612040134,0.7591973244147158
8,8.664401531219482,5.847941467599572,0.09999999999999999,80.0,0.7466666666666667,0.6933333333333334,0.782608695652174,0.7692307692307693
9,8.655664443969727,5.843937490044571,0.11428571428571427,90.0,0.76,0.7333333333333333,0.8060200668896321,0.7725752508361204
10,8.652232646942139,5.84054247765505,0.12857142857142856,100.0,0.7466666666666667,0.72,0.7859531772575251,0.782608695652174
11,8.646611213684082,5.833112495300447,0.14285714285714285,110.0,0.7733333333333333,0.7866666666666666,0.7892976588628763,0.7926421404682275
12,8.636364936828613,5.8251855174867515,0.15714285714285714,120.0,0.8266666666666667,0.7733333333333333,0.7959866220735786,0.7759197324414716
13,8.63640308380127,5.819505268029549,0.1714285714285714,130.0,0.7733333333333333,0.7333333333333333,0.7926421404682275,0.7926421404682275
14,8.626445770263672,5.819767599851771,0.18571428571428572,140.0,0.7733333333333333,0.76,0.7792642140468228,0.7926421404682275
15,8.627216339111328,5.818419460893379,0.19999999999999998,150.0,0.7333333333333333,0.7733333333333333,0.7926421404682275,0.8127090301003345
16,8.638750553131104,5.815657794124645,0.21428571428571427,160.0,0.7866666666666666,0.76,0.7859531772575251,0.7926421404682275
17,8.627511024475098,5.814524338564219,0.22857142857142854,170.0,0.7066666666666667,0.7466666666666667,0.7892976588628763,0.782608695652174
18,8.628218650817871,5.811637031420426,0.24285714285714285,180.0,0.7466666666666667,0.7466666666666667,0.7658862876254181,0.782608695652174
19,8.618943214416504,5.807269269624009,0.2571428571428571,190.0,0.7466666666666667,0.76,0.782608695652174,0.802675585284281
20,8.613588809967041,5.800784076132426,0.2714285714285714,200.0,0.7466666666666667,0.7333333333333333,0.7926421404682275,0.7792642140468228
21,8.614413261413574,5.796166996679154,0.2857142857142857,210.0,0.76,0.7466666666666667,0.7759197324414716,0.7859531772575251
22,8.607868194580078,5.791391358644247,0.3,220.0,0.76,0.76,0.8060200668896321,0.8160535117056856
23,8.605370998382568,5.7909328751046685,0.3142857142857143,230.0,0.8,0.7866666666666666,0.7759197324414716,0.7859531772575251
24,8.598861694335938,5.7863567254441035,0.32857142857142857,240.0,0.7733333333333333,0.7733333333333333,0.7959866220735786,0.7959866220735786
25,8.603382587432861,5.783435442950968,0.3428571428571428,250.0,0.7333333333333333,0.7733333333333333,0.7792642140468228,0.8093645484949833
26,8.601342678070068,5.784206126496208,0.35714285714285715,260.0,0.76,0.7866666666666666,0.7892976588628763,0.7859531772575251
27,8.590202808380127,5.7783602348789636,0.37142857142857144,270.0,0.7866666666666666,0.8,0.8127090301003345,0.8127090301003345
28,8.594484329223633,5.778622647310326,0.38571428571428573,280.0,0.7466666666666667,0.8,0.8127090301003345,0.7926421404682275
29,8.585867404937744,5.76867695672859,0.39999999999999997,290.0,0.76,0.7733333333333333,0.7859531772575251,0.7759197324414716
30,8.58682918548584,5.766446527861265,0.41428571428571426,300.0,0.8266666666666667,0.76,0.8093645484949833,0.8260869565217391
31,8.586916446685791,5.76069794751898,0.42857142857142855,310.0,0.76,0.7333333333333333,0.7892976588628763,0.842809364548495
32,8.582639217376709,5.765526057292274,0.4428571428571429,320.0,0.7333333333333333,0.72,0.7993311036789298,0.8294314381270903
33,8.575448036193848,5.749065773340711,0.4571428571428571,330.0,0.7733333333333333,0.76,0.802675585284281,0.8327759197324415
34,8.573068618774414,5.752194620762882,0.4714285714285714,340.0,0.7333333333333333,0.7333333333333333,0.7892976588628763,0.8160535117056856
35,8.572038173675537,5.738096897696326,0.4857142857142857,350.0,0.76,0.76,0.8093645484949833,0.8361204013377926
36,8.555513381958008,5.729035683095304,0.5,360.0,0.8,0.7866666666666666,0.7926421404682275,0.842809364548495
37,8.556404113769531,5.8199808840194205,0.5142857142857142,370.0,0.8,0.72,0.7792642140468228,0.8127090301003345
38,8.73034954071045,6.036663419564698,0.5285714285714286,380.0,0.8,0.8266666666666667,0.7859531772575251,0.8361204013377926
39,8.860769748687744,6.071470092985187,0.5428571428571428,390.0,0.8266666666666667,0.76,0.7959866220735786,0.8127090301003345
40,8.883928775787354,6.070001319038257,0.5571428571428572,400.0,0.7733333333333333,0.7733333333333333,0.802675585284281,0.8260869565217391
41,8.877190589904785,6.038133810907978,0.5714285714285714,410.0,0.8,0.7733333333333333,0.7993311036789298,0.822742474916388
42,8.833305358886719,5.971386494407943,0.5857142857142856,420.0,0.76,0.7733333333333333,0.7692307692307693,0.7993311036789298
43,8.75668478012085,5.88556377701242,0.6,430.0,0.8,0.8,0.7792642140468228,0.8327759197324415
