Parameter Sets,Stats,Variance Ratio,LSTM Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.028484549258562097, 'rho': 4649.328519793929, 'd': 0.7345821379465672, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.859236641221374, 'Stressed Variance': 2746.4425520890386, 'Stressed Steady State Time': 13.61318154012532}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.069999999999999,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.602328244274808, 'Stressed Variance': 2654.9621243502706, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.877007575757576, 'Normal Variance': 1167.7739258938818, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.0283473045022289, 'rho': 4671.81038559764, 'd': 0.7345833167095224, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.599770992366413, 'Stressed Variance': 2624.4832518559524, 'Stressed Steady State Time': 13.613159695477155}, {'Normal Mean': 9.986401515151515, 'Normal Variance': 1180.0387165963614, 'Normal Steady State Time': 12.775248871259329})",2.079999999999999,0.575
