label,time_0.0,time_1.0,time_2.0,time_3.0,time_4.0,time_5.0,time_6.0,time_7.0,time_8.0,time_9.0,time_10.0,time_11.0,time_12.0,time_13.0,time_14.0,time_15.0,time_16.0,time_17.0,time_18.0,time_19.0,time_20.0,time_21.0,time_22.0,time_23.0,time_24.0,time_25.0,time_26.0,time_27.0,time_28.0,time_29.0,time_30.0,time_31.0,time_32.0,time_33.0,time_34.0,time_35.0,time_36.0,time_37.0,time_38.0,time_39.0,time_40.0,time_41.0,time_42.0,time_43.0,time_44.0,time_45.0,time_46.0,time_47.0,time_48.0,time_49.0,time_50.0,time_51.0,time_52.0,time_53.0,time_54.0,time_55.0,time_56.0,time_57.0,time_58.0,time_59.0,time_60.0,time_61.0,time_62.0,time_63.0,time_64.0,time_65.0,time_66.0,time_67.0,time_68.0,time_69.0,time_70.0,time_71.0,time_72.0,time_73.0,time_74.0,time_75.0,time_76.0,time_77.0,time_78.0,time_79.0,time_80.0,time_81.0,time_82.0,time_83.0,time_84.0,time_85.0,time_86.0,time_87.0,time_88.0,time_89.0,time_90.0,time_91.0,time_92.0,time_93.0,time_94.0,time_95.0,time_96.0,time_97.0,time_98.0,time_99.0,time_100.0,time_101.0,time_102.0,time_103.0,time_104.0,time_105.0,time_106.0,time_107.0,time_108.0,time_109.0,time_110.0,time_111.0,time_112.0,time_113.0,time_114.0,time_115.0,time_116.0,time_117.0,time_118.0,time_119.0,time_120.0,time_121.0,time_122.0,time_123.0,time_124.0,time_125.0,time_126.0,time_127.0,time_128.0,time_129.0,time_130.0,time_131.0,time_132.0,time_133.0,time_134.0,time_135.0,time_136.0,time_137.0,time_138.0,time_139.0,time_140.0,time_141.0,time_142.0,time_143.0,time_144.0,time_145.0,time_146.0,time_147.0,time_148.0,time_149.0,time_150.0,time_151.0,time_152.0,time_153.0
0,0,4,9,19,19,26,21,6,17,14,43,26,16,19,22,19,42,14,22,10,21,36,33,24,22,19,16,35,22,26,23,14,22,16,20,25,12,12,9,17,37,26,35,22,16,11,11,8,6,7,3,4,6,3,11,17,20,10,18,35,13,12,9,16,8,14,5,28,19,25,22,26,25,28,20,6,29,23,18,24,41,30,12,5,9,9,33,35,15,18,38,16,7,9,20,14,10,13,15,24,21,38,16,9,29,42,41,36,16,17,10,11,9,24,27,15,35,26,28,35,13,23,24,20,20,20,23,22,28,18,23,15,6,18,20,19,27,20,36,29,33,29,19,8,19,23,12,5,32,35,24,47,27,28
0,0,19,23,28,15,13,21,11,18,17,13,22,29,17,30,5,18,11,8,25,28,19,28,30,21,10,33,16,17,7,19,20,31,25,18,12,42,23,18,19,28,14,45,31,24,26,17,12,27,23,6,9,9,10,5,18,14,11,12,19,16,12,14,23,16,8,32,29,35,24,29,22,23,24,23,20,24,15,9,31,31,23,31,34,26,21,9,7,10,27,26,23,13,27,34,43,32,35,24,13,17,22,18,28,21,20,22,16,14,10,21,38,24,26,29,20,24,33,28,32,26,11,17,11,30,37,33,15,8,19,39,16,32,22,15,18,41,36,18,16,18,32,20,19,27,29,22,45,38,20,25,24,11,11
0,0,25,24,26,19,47,43,27,30,38,21,14,14,41,36,22,20,12,16,5,9,11,16,25,25,24,23,53,25,28,20,26,13,27,31,27,18,12,6,29,18,17,7,26,24,20,31,23,19,13,19,8,16,7,15,19,24,24,24,33,28,27,25,30,30,27,25,50,19,15,5,9,9,6,14,25,30,17,5,16,10,25,15,42,24,16,31,24,17,24,15,14,13,6,15,21,34,43,26,26,22,15,21,10,15,20,19,12,39,20,31,16,16,9,16,30,15,8,28,21,12,17,15,15,36,28,48,25,39,30,23,23,29,30,31,27,12,14,14,18,16,12,36,17,15,14,30,38,28,37,27,13,9,30
0,0,22,15,17,38,37,13,18,20,25,33,23,19,47,36,22,45,22,7,14,7,12,12,19,29,17,13,17,12,7,27,26,43,22,19,19,14,16,12,18,23,18,13,12,12,24,14,12,20,23,28,16,10,18,44,43,17,6,17,9,15,16,22,33,22,23,19,22,26,39,35,32,11,14,4,9,14,13,28,17,20,20,28,31,32,15,8,14,19,21,17,7,32,31,25,23,15,11,10,4,11,26,21,47,40,40,13,9,19,40,22,9,15,12,19,24,28,21,18,14,18,20,10,26,31,21,10,10,7,15,3,10,10,7,20,25,38,33,26,26,25,16,5,20,26,11,12,15,14,16,22,15,10,23
0,0,16,12,16,55,34,35,41,44,30,26,21,23,8,17,11,8,31,39,21,18,15,14,28,19,14,5,12,6,15,36,39,19,26,29,21,34,30,22,24,28,33,21,21,34,16,7,7,41,12,10,22,12,17,15,13,11,14,21,40,28,17,7,0,23,23,23,32,32,20,14,10,26,21,29,26,26,12,5,27,29,17,13,21,35,24,27,19,22,16,12,20,15,14,10,47,32,25,20,12,16,20,11,14,11,31,22,17,21,18,25,19,16,20,29,17,24,30,12,18,19,16,15,27,16,14,16,18,24,17,16,26,18,19,25,10,11,15,18,37,19,32,28,20,19,14,26,23,10,11,35,25,12,6
0,0,27,35,34,36,42,34,19,6,18,23,41,20,21,20,28,22,21,37,32,28,24,30,31,16,26,9,21,29,16,3,8,24,16,26,30,37,38,12,21,31,51,30,26,28,23,20,38,36,35,28,17,8,21,34,22,22,42,22,37,23,14,13,8,16,9,27,27,25,28,16,29,16,30,21,10,24,47,33,21,16,6,31,32,12,6,10,26,18,14,20,19,15,17,19,11,13,9,38,24,21,25,34,21,21,26,40,33,28,21,29,26,24,21,32,16,18,13,16,38,39,37,20,26,29,15,34,17,38,20,17,14,35,24,26,18,14,6,44,29,28,24,25,11,22,13,24,11,5,13,34,31,25,31
0,0,5,2,30,13,31,38,43,45,22,13,11,7,20,11,34,28,52,15,15,18,6,7,10,8,20,25,29,17,16,34,46,24,14,37,19,35,19,21,46,37,24,8,10,19,42,42,23,13,30,12,19,48,34,15,11,19,4,2,11,35,18,36,36,31,13,6,5,6,10,15,25,33,40,38,38,39,21,19,16,37,13,2,5,1,5,10,17,15,6,19,11,18,13,17,17,25,17,19,45,18,40,25,31,23,58,40,12,26,23,15,18,34,22,18,12,38,38,31,25,28,33,31,38,15,11,14,24,31,19,20,16,43,24,32,29,31,28,19,26,8,23,20,22,21,22,29,31,26,21,20,17,19,19
0,0,12,16,18,32,26,12,13,19,12,16,32,33,26,8,3,6,14,4,3,13,42,19,17,16,12,8,44,40,40,36,56,32,13,9,35,33,38,18,16,12,12,24,15,29,35,26,16,20,10,17,18,11,14,21,26,23,14,6,11,46,47,24,11,17,20,20,22,23,16,5,40,44,37,37,17,19,26,51,28,16,18,26,28,21,16,26,13,18,22,26,23,18,16,10,27,16,16,8,11,19,5,12,5,7,18,15,35,28,29,36,19,36,28,18,23,22,15,27,16,13,27,19,10,10,39,38,22,14,10,17,10,21,14,18,30,19,4,21,29,37,19,16,11,8,40,35,48,27,34,7,9,26,29
0,0,27,23,25,24,13,19,24,15,21,14,5,13,8,15,22,29,21,26,21,15,21,27,34,18,25,22,22,21,27,38,17,23,33,33,11,27,12,18,6,28,33,35,31,32,30,26,12,34,23,35,31,30,36,20,18,20,17,7,26,37,33,27,15,59,48,27,33,26,22,9,16,28,30,26,20,34,21,18,23,37,44,28,19,15,4,17,29,47,40,21,10,14,8,23,18,18,21,22,33,19,20,12,24,33,50,19,37,25,17,20,19,30,38,29,16,31,19,17,35,15,10,16,40,27,22,22,15,8,19,27,26,15,37,30,21,8,15,13,44,38,31,37,18,29,7,10,15,19,13,12,18,39,25
0,0,15,6,21,33,21,18,3,8,9,6,25,15,17,24,54,39,20,7,37,39,21,17,10,24,24,27,29,16,28,18,21,31,28,27,34,28,14,7,9,27,20,35,39,51,42,21,16,19,17,5,33,26,22,14,20,22,17,27,19,13,20,10,19,18,17,11,15,11,13,19,24,36,32,26,21,9,27,17,26,35,22,12,6,26,36,28,35,32,15,20,16,30,20,19,14,35,24,17,24,25,22,23,19,14,9,8,21,8,28,21,31,27,12,5,30,23,13,17,24,16,19,9,26,6,6,14,15,17,21,20,27,12,20,16,13,7,9,4,5,15,18,32,21,19,13,18,28,28,15,6,11,28,26
