label,time_0.0,time_1.0,time_2.0,time_3.0,time_4.0,time_5.0,time_6.0,time_7.0,time_8.0,time_9.0,time_10.0,time_11.0,time_12.0,time_13.0,time_14.0,time_15.0,time_16.0,time_17.0,time_18.0,time_19.0,time_20.0,time_21.0,time_22.0,time_23.0,time_24.0,time_25.0,time_26.0,time_27.0,time_28.0,time_29.0,time_30.0,time_31.0,time_32.0,time_33.0,time_34.0,time_35.0,time_36.0,time_37.0,time_38.0,time_39.0,time_40.0,time_41.0,time_42.0,time_43.0,time_44.0,time_45.0,time_46.0,time_47.0,time_48.0,time_49.0,time_50.0,time_51.0,time_52.0,time_53.0,time_54.0,time_55.0,time_56.0,time_57.0,time_58.0,time_59.0,time_60.0,time_61.0,time_62.0,time_63.0,time_64.0,time_65.0,time_66.0,time_67.0,time_68.0,time_69.0,time_70.0,time_71.0,time_72.0,time_73.0,time_74.0,time_75.0,time_76.0,time_77.0,time_78.0,time_79.0,time_80.0,time_81.0,time_82.0,time_83.0,time_84.0,time_85.0,time_86.0,time_87.0,time_88.0,time_89.0,time_90.0,time_91.0,time_92.0,time_93.0,time_94.0,time_95.0,time_96.0,time_97.0,time_98.0,time_99.0,time_100.0,time_101.0,time_102.0,time_103.0,time_104.0,time_105.0,time_106.0,time_107.0,time_108.0,time_109.0,time_110.0,time_111.0,time_112.0,time_113.0,time_114.0,time_115.0,time_116.0,time_117.0,time_118.0,time_119.0,time_120.0,time_121.0,time_122.0,time_123.0,time_124.0,time_125.0,time_126.0,time_127.0,time_128.0,time_129.0,time_130.0,time_131.0,time_132.0,time_133.0,time_134.0,time_135.0,time_136.0,time_137.0,time_138.0,time_139.0,time_140.0,time_141.0,time_142.0,time_143.0,time_144.0,time_145.0,time_146.0,time_147.0,time_148.0,time_149.0,time_150.0,time_151.0,time_152.0,time_153.0
0,0,12,19,10,8,4,5,17,8,3,0,0,18,7,3,3,3,2,15,2,1,6,3,19,13,2,6,2,0,15,17,101,41,21,6,1,16,8,4,3,1,8,0,0,0,0,0,4,2,21,6,4,9,1,10,5,2,0,0,8,2,0,10,4,26,21,28,12,12,20,26,10,9,2,1,0,5,3,2,21,8,13,18,7,3,3,1,0,0,0,0,0,0,78,49,33,32,12,4,37,14,16,5,14,8,11,4,10,18,16,44,20,7,2,0,11,2,20,56,25,35,14,7,4,2,1,1,1,20,6,16,8,10,2,2,0,48,18,17,7,2,2,17,5,11,30,16,35,15,16,20,14,31,12
0,0,19,8,8,43,15,6,2,29,10,26,41,32,67,18,19,5,3,15,25,11,4,1,0,0,0,5,0,0,1,0,2,5,3,2,10,3,8,14,4,2,0,0,0,2,1,6,3,2,0,0,0,14,34,16,9,4,2,24,8,3,1,35,28,9,2,4,16,10,3,28,39,24,10,3,2,1,0,0,2,3,8,24,50,27,9,1,0,10,6,12,3,2,22,10,4,6,16,5,9,6,4,0,3,1,39,24,47,46,18,59,23,8,2,0,52,28,49,42,37,17,6,1,0,0,0,29,8,17,32,15,9,6,1,40,11,11,5,19,9,7,2,4,2,0,0,1,0,0,33,13,31,12,13
0,0,1,0,4,1,1,14,5,4,2,1,12,3,0,20,7,4,1,0,31,10,5,1,0,0,0,0,0,0,12,3,3,0,41,59,47,20,13,6,3,2,0,54,23,9,5,1,0,0,40,57,29,11,24,28,10,3,23,11,1,24,61,40,13,22,5,1,0,0,11,4,2,3,2,4,1,12,5,16,10,27,10,18,22,11,2,1,0,0,1,4,2,0,0,0,18,16,9,2,6,24,6,19,8,36,16,5,2,0,5,2,18,8,82,28,9,1,0,0,0,0,0,0,16,10,2,3,29,46,17,4,1,0,0,21,4,3,26,12,25,15,20,8,2,0,0,15,7,2,4,2,14,7,0
0,0,1,16,9,5,1,4,0,0,8,4,1,7,3,1,27,6,1,0,0,14,62,26,9,4,3,1,10,3,28,7,3,1,14,5,49,18,5,33,12,39,15,6,12,4,1,23,9,13,9,3,0,0,0,22,4,3,1,44,17,5,24,6,51,23,7,4,3,17,5,2,16,9,4,39,15,5,4,1,35,14,8,25,9,45,57,25,41,21,18,8,3,0,0,0,28,15,14,5,1,1,0,7,3,1,0,0,0,10,5,10,3,1,0,0,29,10,34,14,27,11,3,2,59,25,9,4,6,8,2,0,0,20,11,2,1,0,14,9,41,39,13,9,9,2,1,1,1,0,0,20,15,69,60
0,0,3,0,0,0,0,0,0,0,7,8,2,14,6,4,8,5,4,25,27,5,3,2,21,10,11,3,0,0,4,24,11,3,0,0,0,0,0,0,0,0,0,0,0,0,37,16,6,3,10,3,1,0,0,7,11,2,14,6,10,3,6,21,7,9,2,2,21,12,2,1,7,2,0,0,23,11,10,6,5,5,20,8,5,22,6,1,0,27,14,20,5,12,3,2,0,6,1,1,1,2,0,0,0,0,6,36,10,14,5,1,0,0,0,11,4,1,32,14,4,2,1,24,38,13,3,41,33,25,26,29,7,2,25,10,2,51,23,4,1,0,0,4,0,0,0,2,34,10,1,5,4,0,14
0,0,44,21,6,16,52,29,19,9,4,15,44,17,10,3,2,1,0,31,17,15,6,2,30,20,8,2,3,1,0,0,37,35,30,11,6,8,6,2,1,0,0,0,0,0,0,10,23,12,5,2,19,45,17,18,66,17,9,9,30,11,3,1,1,0,23,6,2,0,0,0,0,0,0,29,12,13,6,0,0,0,0,4,3,0,10,26,10,1,1,1,17,22,3,3,5,0,0,12,6,1,11,3,1,0,0,0,49,23,5,8,4,1,1,14,19,7,4,2,0,0,7,4,7,4,11,63,23,6,2,1,2,1,47,20,15,40,26,8,3,0,0,16,71,31,31,11,20,13,4,0,2,2,2
0,0,26,10,16,7,3,29,29,14,9,3,1,0,22,7,34,15,10,2,2,0,0,27,8,2,1,1,1,1,0,0,0,0,0,0,0,5,1,3,3,1,22,15,21,11,43,64,25,13,26,10,4,1,0,0,0,0,0,4,2,9,2,1,0,14,2,2,0,10,14,12,18,8,4,2,4,2,1,1,0,2,1,2,12,10,1,0,3,8,6,11,13,5,3,35,14,4,0,0,9,5,2,1,1,2,1,0,0,0,0,9,3,0,31,34,13,8,18,17,4,2,4,66,39,14,4,5,3,15,7,7,8,2,0,18,7,4,2,1,1,0,3,0,10,4,1,0,0,23,9,0,36,12,2
0,0,41,26,29,84,61,23,9,48,33,14,34,45,12,4,1,27,12,3,15,30,30,13,3,2,1,36,23,48,20,15,37,10,10,30,12,5,8,3,28,7,46,24,11,4,7,4,6,3,25,11,6,64,34,11,5,3,7,47,12,10,6,3,2,1,16,5,1,0,34,8,22,9,1,28,9,6,2,1,4,1,5,17,8,6,1,0,24,7,2,0,3,1,2,29,10,5,3,0,0,0,17,6,2,1,13,7,31,9,2,0,0,22,8,2,1,0,0,0,0,25,9,23,6,26,9,3,3,2,6,2,27,29,32,28,78,54,15,28,7,3,2,0,0,0,0,19,6,8,4,2,2,0,4
0,0,12,6,4,0,0,0,0,0,0,4,6,3,2,2,0,0,0,1,1,0,0,0,0,2,2,42,14,7,4,1,0,1,0,18,17,6,8,2,2,1,8,1,1,0,0,0,0,0,0,0,0,15,32,16,17,24,45,20,10,4,3,0,0,11,12,6,20,4,6,14,5,2,1,0,0,0,34,19,10,5,1,2,1,0,0,0,0,0,18,6,1,0,0,4,24,14,9,2,0,0,0,0,0,0,0,0,2,0,18,7,4,1,1,1,1,3,15,9,38,22,14,2,1,0,10,3,9,1,0,4,1,23,9,1,1,87,27,11,4,5,16,5,1,0,7,30,28,24,11,10,26,11,2
0,0,33,12,2,22,17,11,4,2,1,10,26,11,5,1,0,14,10,2,7,17,6,2,0,0,0,15,3,10,6,3,2,1,0,0,0,45,20,6,7,3,2,1,0,4,1,0,0,0,0,4,0,0,0,0,4,0,0,11,23,25,7,11,8,44,20,58,52,19,8,0,0,0,5,2,26,11,19,10,25,12,5,3,1,78,33,10,3,2,1,8,25,9,15,4,1,8,45,18,6,2,27,11,9,2,1,15,5,2,1,7,49,19,26,11,6,8,5,18,8,29,12,9,15,5,2,0,0,9,19,34,15,8,19,8,49,13,22,9,3,3,1,0,50,18,11,2,0,4,1,0,0,0,0
0,0,6,4,7,2,0,13,12,5,25,9,3,0,0,0,0,0,0,78,31,28,19,8,3,22,9,16,22,9,5,16,8,4,8,3,0,21,17,4,5,3,1,0,0,0,0,5,12,2,1,0,0,7,4,1,26,29,13,6,22,22,29,15,17,27,11,5,2,1,1,0,4,2,0,0,28,11,3,0,61,27,15,12,6,1,0,0,19,49,15,43,21,25,8,2,0,5,1,0,0,0,0,15,21,21,6,39,16,14,6,6,4,71,44,19,3,2,2,29,18,7,23,10,4,5,3,1,0,8,2,6,22,9,20,34,39,15,5,7,47,25,11,39,26,17,3,1,1,1,0,10,3,5,2
0,0,2,0,7,3,4,3,6,1,0,13,14,48,16,3,4,10,4,1,1,1,0,2,0,16,11,4,27,10,11,22,7,22,15,3,33,11,3,2,0,0,0,0,2,2,0,7,2,1,0,0,0,0,2,0,0,20,10,19,9,3,3,2,102,36,14,7,2,2,0,0,0,47,16,8,9,4,4,0,10,4,1,1,0,0,0,18,8,3,1,23,9,2,0,0,0,0,0,5,0,6,5,3,1,11,8,2,1,0,6,25,9,2,0,0,0,0,32,43,13,6,13,5,2,1,0,7,3,9,5,8,20,18,6,3,1,13,32,15,37,10,3,2,5,1,0,0,1,1,1,16,4,9,2
0,0,4,0,0,0,0,10,28,11,6,1,35,39,26,9,4,2,0,0,32,10,2,12,7,36,13,3,3,6,3,1,1,0,66,62,19,6,11,2,0,0,0,8,15,5,1,1,0,0,0,0,0,0,15,7,3,3,2,0,0,22,16,45,29,16,19,5,23,14,20,33,29,12,4,7,7,1,5,2,1,1,20,7,2,1,2,1,1,0,37,16,5,2,10,6,4,0,0,0,9,5,8,10,5,58,25,7,14,6,2,0,0,0,0,0,0,9,2,0,0,0,0,4,1,0,0,60,36,18,11,5,3,22,12,5,1,1,4,1,0,0,5,1,0,0,0,0,0,0,0,5,1,21,6
0,0,37,19,6,2,1,1,2,0,0,9,5,1,0,26,13,6,3,1,1,8,13,38,40,19,30,19,8,1,0,7,0,0,0,0,0,0,17,16,27,53,20,9,3,2,0,0,3,0,18,3,1,17,5,2,0,0,0,0,4,1,0,34,36,16,6,1,1,52,25,37,8,5,1,2,22,29,15,23,20,9,4,2,5,8,6,3,31,10,3,2,29,38,18,8,12,5,1,27,10,24,11,5,10,7,53,18,17,15,15,13,2,0,0,4,2,0,0,0,27,25,13,8,6,77,32,13,6,4,2,1,1,39,17,5,11,5,4,13,14,9,2,0,0,8,2,2,27,101,47,14,7,1,0
