Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.762310606060606, 'Stressed Variance': 2065.330965873221, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.625,0.5625,0.575,0.525,0.5,0.45,0.8375,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03055566258341742, 'rho': 4334.582319519981, 'd': 0.734564354371615, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.86560606060606, 'Stressed Variance': 2088.6451958448115, 'Stressed Steady State Time': 13.613511111023792}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.9299999999999995,0.6375,0.5125,0.6375,0.5375,0.5875,0.45,0.825,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.546174242424243, 'Stressed Variance': 2465.779913393882, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.675,0.5625,0.6,0.5375,0.5875,0.45,0.8125,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.03039778931601005, 'rho': 4357.064196142742, 'd': 0.734565709634892, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.305378787878787, 'Stressed Variance': 2427.6696225837923, 'Stressed Steady State Time': 13.613485994289595}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.939999999999999,0.6125,0.5,0.625,0.4625,0.5125,0.45,0.825,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 9.900151515151515, 'Stressed Variance': 2201.8398787649217, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.7,0.475,0.6625,0.4875,0.5375,0.45,0.85,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030241539051600565, 'rho': 4379.5460719961, 'd': 0.7345670510164225, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.110833333333334, 'Stressed Variance': 2266.7246856691913, 'Stressed Steady State Time': 13.613461134913377}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.949999999999999,0.675,0.4625,0.6625,0.4625,0.5,0.45,0.85,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.030086886890102985, 'rho': 4402.0279469968955, 'd': 0.7345683787282283, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.49810606060606, 'Stressed Variance': 2286.2104509584483, 'Stressed Steady State Time': 13.613436528963012}, {'Normal Mean': 9.611503759398497, 'Normal Variance': 1067.4328300695347, 'Normal Steady State Time': 12.775248871259329})",1.959999999999999,0.6875,0.4625,0.5875,0.475,0.4375,0.45,0.8375,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.030086886890102985, 'rho': 4402.0279469968955, 'd': 0.7345683787282283, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.40780303030303, 'Stressed Variance': 2263.1054391127186, 'Stressed Steady State Time': 13.613436528963012}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.959999999999999,0.6625,0.5625,0.65,0.6,0.525,0.45,0.8375,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030086886890102985, 'rho': 4402.0279469968955, 'd': 0.7345683787282283, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.40780303030303, 'Stressed Variance': 2263.1054391127186, 'Stressed Steady State Time': 13.613436528963012}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.959999999999999,0.6625,0.5625,0.65,0.6,0.525,0.45,0.8375,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030086886890102985, 'rho': 4402.0279469968955, 'd': 0.7345683787282283, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.40780303030303, 'Stressed Variance': 2263.1054391127186, 'Stressed Steady State Time': 13.613436528963012}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.959999999999999,0.6625,0.5625,0.65,0.6,0.525,0.45,0.8375,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030086886890102985, 'rho': 4402.0279469968955, 'd': 0.7345683787282283, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.40780303030303, 'Stressed Variance': 2263.1054391127186, 'Stressed Steady State Time': 13.613436528963012}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.959999999999999,0.6625,0.5625,0.65,0.6,0.525,0.45,0.8375,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.030086886890102985, 'rho': 4402.0279469968955, 'd': 0.7345683787282283, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999834102, 'rho': 1179.133813796912, 'd': 0.7827636158616957, 'label': 1}]","({'Stressed Mean': 10.40780303030303, 'Stressed Variance': 2263.1054391127186, 'Stressed Steady State Time': 13.613436528963012}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871259329})",1.959999999999999,0.6625,0.5625,0.65,0.6,0.525,0.45,0.8375,0.6125
