Parameter Sets,Stats,Mean Ratio,Normal Mean,Stress Mean,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8240213264680604, 'sigma_b': 0.17597867353193966, 'rho': 30.468177530236993, 'd': 0.2553214031765122, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 20.217028301886792, 'Stressed Variance': 416.6444553199537, 'Stressed Steady State Time': 39.166320862989565, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.20999999999999996,100,20.999999999999996,1.0,1.0,1.0,0.5625,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8242842653899508, 'sigma_b': 0.17571573461004927, 'rho': 31.98510482907671, 'd': 0.255467554164575, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 21.460754716981132, 'Stressed Variance': 459.4237428266288, 'Stressed Steady State Time': 39.1439141173986, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.21999999999999995,100,21.999999999999993,1.0,1.0,1.0,0.5125,1.0,0.45,1.0,1.0,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8245234228103414, 'sigma_b': 0.17547657718965862, 'rho': 33.502048531978375, 'd': 0.2556010784884084, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 22.878396226415095, 'Stressed Variance': 508.9661559184764, 'Stressed Steady State Time': 39.12346559388052, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.22999999999999995,100,22.999999999999996,1.0,1.0,1.0,0.525,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8247418854071124, 'sigma_b': 0.1752581145928876, 'rho': 35.01900659788735, 'd': 0.25572354463590125, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.047641509433962, 'Stressed Variance': 575.4315038714846, 'Stressed Steady State Time': 39.10472934448794, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.23999999999999994,100,23.999999999999993,1.0,1.0,1.0,0.55,1.0,0.45,1.0,0.9875,1.0,1.0,1.0
"[{'sigma_u': 0.8249422278529334, 'sigma_b': 0.17505777214706655, 'rho': 36.53597731085946, 'd': 0.25583627165019324, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 24.543349056603773, 'Stressed Variance': 616.9251963309897, 'Stressed Steady State Time': 39.0874989519589, 'Normal Mean': 102.54257009345794, 'Normal Variance': 10201.80267376845, 'Normal Steady State Time': 38.7784957354107}",0.24999999999999992,100,24.999999999999993,1.0,1.0,1.0,0.5375,1.0,0.45,1.0,1.0,1.0,1.0,1.0
