label,time_12.0,time_13.0,time_14.0,time_15.0,time_16.0,time_17.0,time_18.0,time_19.0,time_20.0,time_21.0,time_22.0,time_23.0,time_24.0,time_25.0,time_26.0,time_27.0,time_28.0,time_29.0,time_30.0,time_31.0,time_32.0,time_33.0,time_34.0,time_35.0,time_36.0,time_37.0,time_38.0,time_39.0,time_40.0,time_41.0,time_42.0,time_43.0,time_44.0,time_45.0,time_46.0,time_47.0,time_48.0,time_49.0,time_50.0,time_51.0,time_52.0,time_53.0,time_54.0,time_55.0,time_56.0,time_57.0,time_58.0,time_59.0,time_60.0,time_61.0,time_62.0,time_63.0,time_64.0,time_65.0,time_66.0,time_67.0,time_68.0,time_69.0,time_70.0,time_71.0,time_72.0,time_73.0,time_74.0,time_75.0,time_76.0,time_77.0,time_78.0,time_79.0,time_80.0,time_81.0,time_82.0,time_83.0,time_84.0,time_85.0,time_86.0,time_87.0,time_88.0,time_89.0,time_90.0,time_91.0,time_92.0,time_93.0,time_94.0,time_95.0,time_96.0,time_97.0,time_98.0,time_99.0,time_100.0,time_101.0,time_102.0,time_103.0,time_104.0,time_105.0,time_106.0,time_107.0,time_108.0,time_109.0,time_110.0,time_111.0,time_112.0,time_113.0,time_114.0,time_115.0,time_116.0,time_117.0,time_118.0,time_119.0,time_120.0,time_121.0,time_122.0,time_123.0,time_124.0,time_125.0,time_126.0,time_127.0,time_128.0,time_129.0,time_130.0,time_131.0,time_132.0,time_133.0,time_134.0,time_135.0,time_136.0,time_137.0,time_138.0,time_139.0,time_140.0,time_141.0,time_142.0,time_143.0,time_144.0,time_145.0,time_146.0,time_147.0,time_148.0,time_149.0,time_150.0,time_151.0,time_152.0,time_153.0,time_154.0,time_155.0,time_156.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,98,56,30,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,140,70,34,21,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,13,6,2,1,1,1,101,52,32,20,13,5,2,1,0,0,0,0,0,0,0,0,0,30,13,6,4,3,52,25,12,5,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,30,13,3,3,1,0,0,0,143,62,30,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,41,17,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,23,11,7,4,2,1,1,1,1,0,0,0,0,0,0,0,32,11,9,3,0,0,0,0,0,234,168,142,71,39,14,173,78,42,23,10,3,1,1,1,1,0,0,0,0,0,0,0,0,51,22,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,12,11,7,2,1,0,331,168,84,43,18,14,9,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,88,40,18,11,3,1,1,0,21,10,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,26,11,3,66,32,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,29,12,9
0,0,0,0,0,0,0,18,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,50,21,12,5,3,74,33,15,8,3,2,0,48,31,70,31,14,9,6,1,1,0,0,0,0,0,0,0,0,0,0,39,21,7,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,67,35,14,9,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,1,1,1,1,0,0,142,57,28,16,7,5,3,1,1,0,0,0,0,0,0,0,0,0,37,17,9,3
0,0,18,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,0,0,0,39,16,9,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,5,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,131,61,29,10,172,415,194,102,38,14,4,2,2,0,0,0
0,8,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,66,32,16,7,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,51,21,10,5,3,2,1,1,1,1,0,0,0,0,41,16,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,123,53,25,13,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,5,3,1,14,6,3,2,1,0,0,0,0,0,75,38,13,4,0,0,0,0,0,0,0,102,48,25
0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,28,9,6,2,0,0,53,26,13,4,46,19,9,3,1,0,0,0,0,0,0,0,0,0,0,0,124,58,22,10,5,3,1,0,0,0,0,0,53,30,19,26,15,56,240,104,60,24,12,8,4,0,50,154,69,35,17,4,2,2,1,1,269,136,64,26,13,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,63,36,12,7,4,3,2,0,0,0,0,61,31,16,9,8,4,3,2,1,0,0,0,0,0,164,89,36,14,7,1,0,0,0,0,0,0,0,0,0
0,0,0,0,111,46,22,9,4,0,0,0,0,0,0,5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,31,12,7,5,3,1,0,0,9,3,0,0,0,0,0,105,61,29,13,6,2,1,0,187,94,47,26,12,21,12,10,6,2,64,29,11,4,36,367,194,102,45,24,30,11,6,2,1,0,0,0,0,0,0,0,0,0,0,111,54,27,36,17,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,101,44,22,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,132,68,38,14
0,22,12,5,3,1,1,1,0,0,0,0,0,0,0,0,0,11,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,64,31,18,9,3,2,1,0,0,0,0,0,0,0,0,0,23,15,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138,73,34,16,6,2,2,0,77,34,16,4,3,7,3,2,1,1,1,1,0,0,0,0,156,72,32,12,8,3,1,1,1,1,0,0,0,0,0,0,0,91,50,23,9,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,33,18,8,4,24,12,3,2,2,0,0,0,0,83,40,20,6,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,87,43,63,25,11,2,1,0,0,0,0,0,0,0,0,0,30,11,2,2,1,1,0,0,0,0,0,0,0,0,0,83,33,16,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,49,29,10,2,0,37,60,27,16,5,3,0,0,0,0,0,0,6
0,0,0,0,86,39,20,9,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,31,18,8,2,1,0,0,0,0,128,66,32,11,6,4,0,0,0,0,0,0,58,28,12,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,16,10,85,44,21,11,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,106,48,24,11,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,74,32,15,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,348,189,84,42,156,79,41,24,14,6,2,25,12,10,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,119,55,29,19,11,7,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,173,86,39,21,14,5,3,2,2,0,0,0,0,69,32,18,9,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,3,2,1,0,0,0,0,0,0,0,0,62,25,10,6,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,18,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,22,14,8,3,2,0,0,0,0,0,0,0,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,61,30,16,9,1,0,0,0,0,0,181,96,41,23,13,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,80,35,18,13,8,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,77,36,16,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,13
0,17,209,95,50,22,8,5,3,0,0,13,9,3,52,25,12,5,2,1,1,124,66,28,13,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,10,3,1,1,0,0,0,54,24,13,2,0,0,0,0,0,0,0,0,0,212,96,51,28,15,6,2,2,1,0,0,0,0,0,0,0,0,19,11,6,4,2,177,98,42,20,111,59,25,16,7,3,7,4,2,2,1,1,0,0,0,0,0,0,0,320,281,300,140,65,31,17,8,5,3,2,1,0,0,0,0,0,0,0,0,268,136,73,29,13,8,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,11,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,78,35,18,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,139,69,32,15,9,4,29,17,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,39,15,5,2,1,0,0,0,0,0,59,132,68,33,20,9,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,80,40,21,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,6,2,1,1,0,0,0,0,0,0,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,29,16,9,5,2,7,25,49,21,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,76,32,17,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,114,55,121,54,25,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,33,15,7,116,56,61,34,15,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,34,14,7,3,1
0,8,5,1,0,0,0,0,0,0,0,0,15,19,165,79,33,16,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,33,19,10,4,1,0,31,16,51,26,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,35,17,9,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,12,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,7,5,4,3,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,20,12,7,1,1,1,1,0,0,0,0,0,0,0,68,34,18,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,5,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,35,16,7
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,7,1,1,0,0,0,15,4,2,0,0,0,0,0,0,46,16,8,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,50,24,14,73,37,17,7,6,3,0,0,0,0,0,0,0,0,0,0,0,21,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,90,44,19,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,39,15,4,1,1
0,57,30,13,6,2,1,1,0,0,0,0,0,0,0,0,0,0,20,9,7,3,2,2,0,0,0,0,0,0,0,0,98,51,25,9,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,15,6,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,93,41,16,8,3,2,0,0,0,11,6,2,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,75,38,112,53,27,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,52,16,10,6,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,74,33,18,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,17,4,3,1,0,26,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,30,13,6,3,0,2,0,0,0,0,0,0,199,102,47,21,10,3,0,0,0,0,0,30,15,6,4,1,1,0,0,2,2,2,2,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,466,225,101,38,20,11,6,2,2,117,61,28,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,58,25,13,8,5,2,1,0,0,0,11,7,3,1,0,0,0,0,0,0,0,0,74,33,16,10,5,3,1,0,53,16,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,3,68,37,12,5,4,3,1,1,159,83,45,23,11,6,2,1,0,0,336,157,83,38,14,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,55,29,15,9,5,1,1,1,1,0,0,0,0,0,0,0,55,26
0,0,0,0,0,116,57,27,13,7,1,1,0,102,51,29,17,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,347,168,87,46,20,12,7,4,1,1,0,0,0,30,9,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,23,13,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,13,9,178,79,38,17,5,3,3,1
0,48,26,13,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,4,2,0,0,0,0,38,15,8,4,48,26,11,4,2,1,1,1,1,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,72,28,11,6,4,1,0,0,0,0,0,0,93,46,24,14,10,3,3,1,192,85,36,18,10,7,3,0,0,0,0,22,13,3,2,1,51,21,7,3,2,1,0,93,45,27,9,4,1,1,0,3,2,1,46,22,9,6,0,0,0,0,0,0,0,66,37,20,8,5,1,0,24,8,4,3,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,38,13,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,134,66,40,19,11,6,1,1,0,0,0,0,0,0,0,12,4,2,1,1,1,45,24,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,187,89,42,19,12,5,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,1,1,1,1,0,0,147,74,41,19,10,4,2,0,7,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,327,167,72,39,17,7,1,309,153,70,41,16,9,7,3,1,0,0,0,0,0,0,0,0,40,23,14,9,2,2,2,0,0,0,0,0,0,0,0,0,143,67,39,17,9,6,3,1,0,0,0,0,0,81,39,243,129,57,27,15,6,3,0,0,0,0,0,19,13,6,3,2,0,0,0,0,0,0,0,118,64,32,16,11,5,2,0,0,0,85,104,39,22,6,3,0,0
