Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,LSTM Conv1D 4-Head Attention Accuracy,LSTM Conv1D Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.0199067778074453, 'rho': 6650.212654144843, 'd': 0.7346558853532238, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.258181818181818, 'Stressed Variance': 3071.6476603305787, 'Stressed Steady State Time': 13.611814999878458}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9599999999999986,0.7125,0.4375,0.775,0.425,0.5125,0.45,0.925,0.65
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.696515151515152, 'Stressed Variance': 3137.937972704316, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.6,0.55,0.7125,0.5125,0.55,0.45,0.9375,0.825
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019839649029406714, 'rho': 6672.694482879823, 'd': 0.7346564630941124, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 9.95439393939394, 'Stressed Variance': 3307.8594352387518, 'Stressed Steady State Time': 13.611804295416592}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.969999999999999,0.7875,0.5375,0.675,0.5625,0.5625,0.45,0.8875,0.7875
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.26375, 'Stressed Variance': 2848.9785041193186, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.795263157894738, 'Normal Variance': 1128.7438722991692, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.6625,0.675,0.775,0.6375,0.625,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019772971468292492, 'rho': 6695.176311177033, 'd': 0.7346570369607585, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.0601454399985078, 'rho': 1179.1338138062267, 'd': 0.7827636158617528, 'label': 1}]","({'Stressed Mean': 9.347007575757576, 'Stressed Variance': 2946.898259984792, 'Stressed Steady State Time': 13.611793662753886}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871258398})",2.9799999999999986,0.7375,0.5125,0.725,0.4875,0.5125,0.45,0.9125,0.7
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.315037878787878, 'Stressed Variance': 3494.8778344682614, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.620037593984962, 'Normal Variance': 1100.7125082692635, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.6875,0.5875,0.7,0.55,0.625,0.45,0.9,0.675
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
"[{'sigma_u': 18.0, 'sigma_b': 0.019706740589625894, 'rho': 6717.6581396806905, 'd': 0.7346576069923381, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.06014543999825035, 'rho': 1179.133813800028, 'd': 0.7827636158614006, 'label': 1}]","({'Stressed Mean': 10.177462121212121, 'Stressed Variance': 3469.2972571955356, 'Stressed Steady State Time': 13.611783101164148}, {'Normal Mean': 9.71781954887218, 'Normal Variance': 1100.314885471197, 'Normal Steady State Time': 12.775248871264147})",2.9899999999999984,0.7375,0.45,0.65,0.5,0.5375,0.45,0.925,0.75
