Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.05041948153128838, 'rho': 3580.0486108380705, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.397052238805971, 'Stressed Variance': 1845.622312206226, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5699999999999994,0.6125,0.4875,0.55,0.45,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05041948153128838, 'rho': 3580.0486108380705, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.397052238805971, 'Stressed Variance': 1845.622312206226, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5699999999999994,0.6125,0.4875,0.55,0.45,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05041948153128838, 'rho': 3580.0486108380705, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.397052238805971, 'Stressed Variance': 1845.622312206226, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5699999999999994,0.6125,0.4875,0.55,0.45,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05041948153128838, 'rho': 3580.0486108380705, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.397052238805971, 'Stressed Variance': 1845.622312206226, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5699999999999994,0.6125,0.4875,0.55,0.45,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05041948153128838, 'rho': 3580.0486108380705, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.397052238805971, 'Stressed Variance': 1845.622312206226, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5699999999999994,0.6125,0.4875,0.55,0.45,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05041948153128838, 'rho': 3580.0486108380705, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.397052238805971, 'Stressed Variance': 1845.622312206226, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5699999999999994,0.6125,0.4875,0.55,0.45,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.05009952033780169, 'rho': 3602.8487695343456, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.124776119402986, 'Stressed Variance': 1861.535251815549, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5799999999999994,0.55,0.475,0.5125,0.475,0.4625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04978359450052459, 'rho': 3625.6489262361997, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.678805970149254, 'Stressed Variance': 1777.0544463354865, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5899999999999994,0.6125,0.5375,0.675,0.5875,0.5875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.04947162815636366, 'rho': 3648.4490809778836, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.877761194029851, 'Stressed Variance': 1746.1225203608822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.5999999999999994,0.5125,0.5625,0.5875,0.5375,0.4875,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.0491635473319897, 'rho': 3671.249233797215, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 9.836791044776119, 'Stressed Variance': 1811.8632882100692, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6099999999999994,0.575,0.45,0.5375,0.4125,0.45,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.048859279885359215, 'rho': 3694.0493847298267, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.499589552238806, 'Stressed Variance': 2019.0595520703384, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6199999999999992,0.725,0.45,0.5875,0.475,0.5375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.048859279885359215, 'rho': 3694.0493847298267, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.499589552238806, 'Stressed Variance': 2019.0595520703384, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6199999999999992,0.725,0.45,0.5875,0.475,0.5375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.048859279885359215, 'rho': 3694.0493847298267, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.499589552238806, 'Stressed Variance': 2019.0595520703384, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6199999999999992,0.725,0.45,0.5875,0.475,0.5375,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.048859279885359215, 'rho': 3694.0493847298267, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.07506675039929178, 'rho': 1208.9329432964666, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 10.499589552238806, 'Stressed Variance': 2019.0595520703384, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 10.080559701492538, 'Normal Variance': 1186.9092937165851, 'Normal Steady State Time': 10.0})",1.6199999999999992,0.725,0.45,0.5875,0.475,0.5375,0.45
