class_name,label,tf,condition,x,y,representation,method,TF & Condition,TF
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-25.392348123948995,-1.6268756869323442,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-19.737070163692632,-2.099478317129833,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-23.12287779356574,-0.44938847031131773,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-21.948694004147672,-0.6570889526001623,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-18.497894121188487,-1.6864288970965902,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-27.11058446823539,-2.291400200354275,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-20.7176079095083,0.20791028157563507,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-17.660535615701978,-1.1961173817508524,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-21.63336616445643,-0.37278008651678846,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-14.739412310853401,5.469156923602929,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-20.57673420030529,0.9750725751652787,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-27.056790438247777,-0.2499885710245735,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-21.222106101038282,-0.24355305064128555,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-18.729836566641662,0.6687782136044781,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-18.97177003170433,-2.3123392024098663,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-8.738206523880477,11.812959147737601,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-16.511467366819844,-0.14904268252496386,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-19.901523826413083,-1.3940000243716963,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-25.659440285966802,-1.9560861712710347,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-22.924054929558864,-0.9309692794285155,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-21.67808696827175,0.22502290674033587,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-21.60155605465551,-1.5613586566115136,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-22.869246189649377,-0.9077499530345782,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-26.476273899479935,-1.6938553464241421,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-24.511957852613715,-1.6553494228855141,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-22.96997643646415,-1.9542085656123056,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-22.184976388381408,-1.9329837189284735,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-15.504946734634695,2.9317873242010513,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-26.779207589399483,-1.9112661497021026,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-16.161897613629396,3.500626859439293,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-9.326377715750217,7.272887564334109,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-20.932810244267753,-0.907612580406435,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-25.127315456151504,-1.0301775872487533,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-25.9151931029209,-1.5630473718430917,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-23.001841511561743,-1.9801563724838902,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-24.26254590359619,-1.789219251534283,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-25.01597030514707,-1.1904856115811955,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-24.38926597733837,-0.3848691797347019,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-21.069378451982843,2.638507566565365,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-26.82776562207044,-0.7918604285303161,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-23.912337212129533,-1.8475450149075165,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-23.19339711613236,-0.9927999111162094,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-9.501738850147424,9.602000228907416,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
Nrg1 @ 2% glucose (mock/steady),2,Nrg1,2% glucose (mock/steady),-41.66486172749111,-1.5808353811050035,Raw SVM features,PCA,Nrg1 @ 2% glucose (mock/steady),Nrg1
