representation,D_score,mean_within_distance,mean_between_distance,pooled_distance_sd,n_within_pairs,n_between_pairs
Raw SVM features,0.05355020077180712,2.4076506783981055,2.678036375864706,5.049200443127976,373500,4125000
catch22,0.08918489447777893,5.925852948129459,6.084237632504547,1.7759137946230426,373500,4125000
SimCLR,0.14893526185996336,4.829145849761333,5.178391466150741,2.344949154605083,373500,4125000
SimCLR + SVM scores,0.3336421472896368,4.293690043925437,4.757450237099121,1.3899928319640347,373500,4125000
