class_name,label,tf,x,y,representation,method,TF & Condition,TF
Yox1,11,Yox1,-2.8113495099795043,0.04357959394839534,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6004658143304566,0.06896239690530694,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.5322902685123516,0.00040393976566708157,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.723633928695215,0.047622028878351125,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6921005570973318,-0.03219862196235865,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7304985220125113,0.01188870119351066,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6776979136286774,0.011498809369335446,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.52142894269344,-0.030711825084659326,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7643904206041277,-0.06058983719686248,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.8884667891006948,0.0032888705305827493,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7857063556558637,0.019368532435571403,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.750028895471755,0.079091543577231,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.5270216134245542,0.14654299568430498,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6104823999339115,0.13563000914178822,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7413621062760885,0.0337119691352261,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7561091763377585,0.0023866503274605246,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.661355758738742,0.026220552086307712,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.8148763499714895,0.009499105703115787,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.706462732045779,-0.008180615297432883,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.9583739045375554,-0.016029989912842862,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6560599782198917,0.05611022264971962,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.5547300550802223,-0.01376865275760575,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6774990507890286,-0.026978489029155787,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7683778446246956,0.07049915387146655,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.826809874713345,0.0163208754192248,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.8039886679641897,0.01789984281668829,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.4943636964301814,-0.02543893085870622,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7692088540189967,0.06188683734926345,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.4938986693628946,-0.04568437971008519,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.772818086134125,-0.04279203513571983,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.590177908094569,0.08652717044253294,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.982535952363621,-0.004830803397026249,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.945604404939712,0.013586230487958609,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.8458149447075374,0.02282595036430429,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.607951938100709,0.062207166247502665,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.6941091255665426,-0.027835227155713318,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.5369527235758538,0.039874570021316724,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.623491598234698,0.03622837775583154,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.56018793222878,0.019974381061499232,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.867954913783625,0.004344647370359138,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7143817218063138,0.03525715796818044,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,-2.7520650637074935,0.04883366716215411,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.7568990980239105,-0.18984746184091086,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8505512109038593,-0.29329405357024707,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.0257714814190066,-0.2021465383037089,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.983932272916373,-0.36927792511914276,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8234181413079347,-0.2582431868148558,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.0636238315540165,-0.31090614433258384,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.113692898126497,-0.2338336114563671,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.826799405321067,-0.2232353229496902,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8702138470439473,-0.2403677231768295,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.985442664985146,-0.11762226975893071,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.817248052457404,-0.18717526214003558,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.1913402879389667,-0.364178714667276,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8000811320358687,-0.19386969146471078,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.832543991272388,-0.23582959122817532,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.7012118447397175,-0.2102565578697196,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.7905357156469048,-0.16988581290048127,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8392910551447443,-0.2335316409200911,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.9373741426077025,-0.23950804040188087,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.0355515665641226,-0.11795888820756348,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.097327630871127,-0.46767684281662125,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.929558890912357,-0.05622150476832051,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.7198997201888537,-0.22099938201683098,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8124933388347342,-0.2761801356891792,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.053184395055683,-0.18229949570451862,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8921605371565746,-0.16395332862993656,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.001514912310795,-0.326427683993638,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.175433366994554,-0.28214543515812407,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.932402651074528,-0.09571856368342897,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.8213747250619028,-0.21219682666624606,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.0903977197530206,-0.27692541138719756,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.9270449675012773,-0.3658118046975485,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.1726885435632215,-0.3638593721987353,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.865418526320983,-0.23856127238133534,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.9110340235205738,-0.25506054746971385,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.872267979382584,-0.20992046940649975,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.6081998775657484,-0.4441485399777744,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.032597607624595,-0.06376043026003865,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.777681858241758,-0.20876886746381934,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.0125398669810024,-0.20363324622178602,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.036852534394309,-0.30109180533829555,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.7483992584813446,-0.2067420192407659,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.7125582482738442,-0.22556773688255569,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.9424250577941822,-0.31405645820571976,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,2.0513283504690443,-0.3884627812924646,Raw SVM features,PCA,Yox1,Yox1
Yox1,11,Yox1,1.9855403193078074,-0.23890745946118563,Raw SVM features,PCA,Yox1,Yox1
Cup9,2,Cup9,-2.5487843937828356,0.04345342310436265,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5657919195324013,0.04457638761503163,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.625157347047931,-0.0003517370730466132,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5797845615465445,0.021094761664927894,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.53163291876265,0.06775481315323416,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5720827277047267,0.009976094774162555,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7269802273197405,0.04658948717853176,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5560100652653555,-0.036052594571218115,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6022146973195883,0.022077935152096856,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.3068072039519256,0.20846093267716656,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7111413256145047,0.01816781672119686,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.618743142652655,0.10708840754925977,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7446341118030126,0.062679958302676,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6086738494389223,0.011422272926497955,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.589419694172464,0.0008338525105668307,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.4195727433195056,0.03700704307296709,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6415223606415785,-0.030817336907562023,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6069719257208113,-0.02592068770142114,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5859251893160917,0.01332155881111657,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5117280997736544,0.11340153720066595,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.8283039882988796,0.023229294952579513,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.549659004213497,0.052571661156107785,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5865848572794854,-0.0005956131530992626,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6200590911802184,-0.007153328500229162,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.4912635063651645,0.04701849109608204,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.610208022383038,0.0071299523097918946,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.9197903634813054,-0.01705415696423341,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7242793811674275,0.021882783484629922,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.840198877213281,0.031706728678850514,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6167704362633963,0.009891506309528335,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.508783337037033,0.09788086597902206,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.832650291885647,0.03464913461586969,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.547050991724061,0.05523322494964152,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7572574286053144,0.03817563327139877,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6809886252690336,0.005892421823585607,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7750695798654457,-0.001002174526332907,Raw SVM features,PCA,Cup9,Cup9
