class_name,label,tf,x,y,representation,method,TF & Condition,TF
Cup9,2,Cup9,-2.7015877654636395,0.00747592939090901,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.643662188190393,0.02848758842085353,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.722342107091238,0.06804312309527237,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.499179801122281,0.0991002445291616,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.832227816624296,-0.008478969475249915,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.9183141213322785,0.009423081233819821,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6551470614693495,-0.04286545829355712,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.455950650390483,0.12791874748791177,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6009934452886507,-0.00967909202245859,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.545151313377573,0.02703285201213812,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.417775671267498,0.08788278862711245,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6355011825414825,0.03482124725747262,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6313714513580324,0.024414280198751935,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.372246180129653,-0.04921219879333168,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.8239940196852653,-0.0037427642722436894,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6399966530393897,0.11473669603891519,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.693760762949282,-0.029747491955418193,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.704220989681668,0.013152993810855758,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6510660649485174,0.09140124640898925,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5848485354898783,0.02242051870305922,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.9096554859449104,0.02517063472558063,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.8632446776130345,0.013258381260323544,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5511983132077516,0.10181590987075413,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.657899084751061,-0.01314317180736059,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7442549020195233,0.03709362763324165,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.752987896532231,0.0024606435950758326,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.8628828700455444,0.019293562458308006,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6000216968427,0.06730591538407495,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.231924124772498,0.02147383659685983,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.9092403685405426,0.0007216064832744799,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.3161874690653064,-0.0477507316531408,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.731761361530334,-0.06107862663239305,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6593173261886416,-0.012904758374860933,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7019578019426564,0.02706631500356971,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.7354589687155824,0.05137981045989197,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5827897203843513,-0.01326141301737334,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.8016475588630616,0.000410264962247322,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5330671380540295,-0.0154185404984192,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.560980991346126,0.05765211470180108,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.772198261801803,0.02367384523008422,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.587400425412267,0.05274353853824065,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.4431498148182844,0.12539793399512283,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.6987927721289338,-0.01116538207274316,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.777986979276062,-0.003889495994081957,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,-2.5290935556677656,0.08319704130775772,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.255163871581932,-0.2871947000549266,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.808515469838696,-0.21332756559342214,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.063495219551276,-0.2248459691118567,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.1262647295917754,-0.2843138316677649,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9544902980391354,-0.26367621899900656,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7813046926322627,-0.1796359496386838,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7110070357454341,-0.20097210393574763,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.683199294090667,-0.16118727251040663,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.863170348309919,-0.23312388431762784,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8338332760747174,-0.23121958508494325,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.3259176627388145,-0.5077253761069657,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8725437430757783,-0.257479677903409,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7660880456643775,-0.1497814739577191,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8577949672907659,-0.22664000398833176,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7535482411843377,-0.13269267298329745,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8878374478705664,-0.19280089136786788,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8636188979802553,-0.2227010015496543,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8884407285469254,-0.18343645000028136,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.842593191073942,-0.2836200209212379,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.176672729697468,-0.3216327537364681,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9688575152694014,-0.29111994458074064,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8011825584352221,-0.2336632153325635,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.0854918365409465,-0.4141122891559043,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9136992128448451,-0.3235099416172047,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9516602126691562,-0.18715710968961777,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8690331099704272,-0.20998658705991283,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.1769100935583503,-0.3276842392088922,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7730830487605658,-0.183658828844713,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.009958755829823,-0.3319810837889798,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.0643826201327125,-0.35913717863117744,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7437332512798251,-0.16679828156527562,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.061702624580897,-0.29743946570127505,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7743923623383782,-0.23415733451366205,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.0151024165361275,-0.24786073707313747,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7748557701543033,-0.21060610332349705,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.7406964202279145,-0.7082186163848727,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.921628664857066,-0.2260792137367085,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8423054371714833,-0.16821350362732118,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8337856471235483,-0.21664247210771273,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.0369180150227004,-0.22313951767559873,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.359938315371281,-0.5413199273549367,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.3450689421754745,-0.4555531041023048,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7159534775470686,-0.19700002622909715,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8514705365795727,-0.2749143362124393,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.0087857467246373,-0.20433217665654146,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8122635636370275,-0.2012665332497138,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9834971152067866,-0.3742400245392831,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8612983721921452,-0.23480152218279174,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.989560601640704,-0.2321671396617687,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9692323269595826,-0.33123951290665726,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.1553908831700044,-0.3480195162611485,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7346499214165734,-0.18937555897193925,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.256886924348688,-0.3304976085088861,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.883254512124331,-0.2890115915903667,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7931015692474164,-0.20944581066551562,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.915890770916302,-0.15712913980208276,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.108867687126376,-0.3454802464845664,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.2226734246268625,-0.44074087494326425,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8854048836924076,-0.23703569494216561,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9827365208645844,-0.16711556186016516,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8300410216971648,-0.14167515818876397,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8578619928023798,-0.20961706687037687,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.238141076021182,-0.43719996291038477,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.998701370554634,-0.28594498554365105,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9035186035801983,-0.16095318359414956,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.1841987730767407,-0.41691751197827626,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7283831664388203,-0.19474560248439082,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.2301128308601474,-0.40894110351438645,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8797985551373868,-0.2807645183671109,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9058497722042118,-0.25565946834930725,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.5750378762870552,-0.16272794314089875,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8652248369240505,-0.15396139483181584,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,2.2357637423033445,-0.3865765318451813,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.890292637665619,-0.2518228242594281,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8964226039485257,-0.24076417287464008,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9927817297753454,-0.24890661562779828,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.8341747246985105,-0.29178307938380577,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9640538610162357,-0.32016445778513364,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.7713558583757603,-0.30148301222596446,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.746159548427158,-0.24157024820628964,Raw SVM features,PCA,Cup9,Cup9
Cup9,2,Cup9,1.9598005102379692,-0.2520569155811977,Raw SVM features,PCA,Cup9,Cup9
Cin5,1,Cin5,-2.279762805430259,0.22171596843038116,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.232553905994011,0.14685969782775649,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.2567007291176595,0.04616522813680578,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-1.278751335380506,0.5346367294632902,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.6725788159592496,0.022445931077603645,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.3399078431669436,0.024897462069473675,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.7393849476546634,0.029859191779244603,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-1.8834942210743424,-0.05015775876290389,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.5992974778238036,0.00895815162416752,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.105817514130563,0.2952762508418036,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.1248257198171,0.08613629413513069,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-1.9871082608022665,-0.043291052529792956,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.072245745252205,0.1448198446865706,Raw SVM features,PCA,Cin5,Cin5
Cin5,1,Cin5,-2.7173184241366135,0.003355043889541879,Raw SVM features,PCA,Cin5,Cin5
