alpha_off,alpha_on,beta,gamma_m,gamma_p,protein_degradation,fano_m,expected_fano_m
0.1,0.0774263682681127,56.44444444444444,10.0,0.01,5.5,4.0647148008686855,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,0.01,10.0,4.059069429285018,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,0.1,1.0,4.018838522087662,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,0.1,3.25,4.070175725133025,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,0.1,7.75,4.044713517002049,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,0.1,5.5,4.068054019599541,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,0.1,10.0,4.028129286465294,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,1.0,3.25,4.0434922169718694,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,1.0,1.0,4.048407873588252,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,1.0,5.5,4.0896493587113945,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,1.0,7.75,4.042843149064611,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,1.0,10.0,4.041650959330583,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,10.0,3.25,4.103766933059781,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,10.0,1.0,4.023460719708728,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,10.0,5.5,4.069115969424128,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,10.0,10.0,4.035704240759394,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,10.0,7.75,4.0458779380464085,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,100.0,1.0,4.064492378263413,565.4444444444443
0.1,0.01,444.55555555555554,0.1,100.0,5.5,1759.0800276142666,4446.555555555555
0.1,0.01,111.88888888888889,0.01,10.0,3.25,863.5489726288951,1119.8888888888887
0.1,0.0774263682681127,56.44444444444444,10.0,100.0,3.25,4.066689540048279,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.01,1.0,1.3146188090027422,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,100.0,5.5,4.113186131715667,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.01,3.25,1.3093136110457086,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.01,5.5,1.3109212653979543,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.01,10.0,1.305781706957839,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.01,7.75,1.3080493529333663,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.1,1.0,1.3081007033862435,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.1,3.25,1.3048866124709768,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.1,5.5,1.3180766205743257,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.1,7.75,1.3031674236652113,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,0.1,10.0,1.3092170531665315,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,100.0,10.0,4.073634782195835,565.4444444444443
0.1,0.027825594022071243,222.77777777777777,0.1,100.0,3.25,714.1222450308709,2228.7777777777774
0.1,0.0774263682681127,56.44444444444444,100.0,1.0,3.25,1.3046880261098446,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,1.0,5.5,1.3049374338281416,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,1.0,1.0,1.311294843407086,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,1.0,7.75,1.3113469408753997,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,1.0,10.0,1.3024014392983436,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,10.0,1.0,1.311022565995225,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,10.0,5.5,1.2981860017868088,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,10.0,7.75,1.3018921369342815,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,10.0,10.0,1.3113662664651855,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,10.0,3.25,1.314062150210414,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,100.0,1.0,1.3175340483070916,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,100.0,5.5,1.3106643024248588,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,100.0,3.25,1.3082224182116757,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,100.0,7.75,1.3077877170439196,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,100.0,100.0,10.0,1.3166065169226602,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,10.0,100.0,7.75,4.034264663117359,565.4444444444443
0.1,0.027825594022071243,500.0,0.1,10.0,3.25,1614.0321234371027,5001.0
0.1,0.01,167.33333333333331,0.01,10.0,3.25,1262.795932518024,1674.333333333333
0.1,0.0774263682681127,56.44444444444444,0.1,10.0,10.0,114.23590027784427,565.4444444444443
0.1,0.0774263682681127,111.88888888888889,0.01,0.01,1.0,534.2737220487325,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.01,0.01,3.25,533.0522771176011,1119.8888888888887
0.1,0.027825594022071243,389.1111111111111,0.01,1.0,5.5,2513.1251855779296,3892.111111111111
0.1,0.0774263682681127,111.88888888888889,0.01,0.01,7.75,548.3415700787034,1119.8888888888887
0.1,0.027825594022071243,222.77777777777777,0.1,100.0,7.75,713.0405982522961,2228.7777777777774
0.1,0.0774263682681127,56.44444444444444,1.0,100.0,5.5,27.06526683097316,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,1.0,100.0,3.25,27.30776366539051,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,1.0,100.0,10.0,27.429637491014738,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,1.0,100.0,7.75,27.284276554470356,565.4444444444443
0.1,0.0774263682681127,111.88888888888889,0.01,0.01,5.5,555.0378016924157,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.01,0.01,10.0,536.0148498631946,1119.8888888888887
0.1,0.027825594022071243,500.0,1.0,100.0,5.5,332.73749295772524,5001.0
0.1,0.027825594022071243,167.33333333333331,0.1,100.0,7.75,534.1833720901182,1674.333333333333
0.1,0.01,333.66666666666663,0.1,100.0,10.0,1328.0132931645808,3337.666666666666
0.1,0.027825594022071243,500.0,0.1,10.0,7.75,1610.1818120361183,5001.0
0.1,0.01,444.55555555555554,0.1,100.0,3.25,1765.3100400356325,4446.555555555555
0.1,0.0774263682681127,56.44444444444444,1.0,100.0,1.0,27.310961252274907,565.4444444444443
0.1,0.027825594022071243,500.0,1.0,100.0,7.75,332.6808100193792,5001.0
0.1,0.0774263682681127,111.88888888888889,0.1,0.01,1.0,223.6060934267028,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.01,3.25,225.139094577983,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.01,5.5,225.74939715226378,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.01,7.75,221.41582546630863,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.01,10.0,229.6468722334612,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.1,1.0,225.29311903849657,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.1,3.25,220.29241389371725,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.1,5.5,226.02855903334785,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,0.1,7.75,224.9071012647637,1119.8888888888887
0.1,0.027825594022071243,500.0,1.0,100.0,1.0,333.3180949657917,5001.0
0.1,0.0774263682681127,111.88888888888889,0.1,0.1,10.0,223.85796524883534,1119.8888888888887
0.1,0.027825594022071243,500.0,1.0,100.0,3.25,334.15046448518393,5001.0
0.1,0.027825594022071243,389.1111111111111,0.01,1.0,1.0,2480.4404072656753,3892.111111111111
0.1,0.0774263682681127,111.88888888888889,0.01,0.1,3.25,538.6549026506995,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,1.0,3.25,227.9195155346168,1119.8888888888887
0.1,0.027825594022071243,333.66666666666663,0.01,1.0,5.5,2111.732641861209,3337.666666666666
0.1,0.0774263682681127,111.88888888888889,0.01,0.1,7.75,548.092807916454,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,1.0,1.0,224.60349699724296,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.01,0.1,10.0,539.6872615308172,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,1.0,5.5,226.85180668580344,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,1.0,7.75,222.41622153739087,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,1.0,10.0,228.11477703501106,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.01,0.1,5.5,541.5173200293708,1119.8888888888887
0.1,0.0774263682681127,56.44444444444444,0.01,1.0,1.0,270.79819178933514,565.4444444444443
0.1,0.0774263682681127,111.88888888888889,0.01,0.1,1.0,535.5395535878348,1119.8888888888887
0.1,0.027825594022071243,222.77777777777777,0.1,100.0,5.5,719.6818676696431,2228.7777777777774
0.1,0.0774263682681127,111.88888888888889,1.0,0.01,1.0,53.51884020155323,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.01,3.25,53.1983711025573,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.01,5.5,53.296731644956786,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.01,7.75,52.67479692144964,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.1,1.0,53.153308115282506,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.01,10.0,52.853839082206854,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.1,3.25,53.01478902739,1119.8888888888887
0.1,0.01,389.1111111111111,0.1,100.0,10.0,1564.4222782023446,3892.111111111111
0.1,0.0774263682681127,111.88888888888889,1.0,0.1,5.5,52.59735539904395,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.1,7.75,53.540895648743316,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,0.1,10.0,52.98722356837277,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,1.0,1.0,52.85765048923863,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,1.0,3.25,53.28828629680203,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,1.0,5.5,52.95699256764689,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,1.0,7.75,52.55940289864196,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,1.0,10.0,53.29948486610707,1119.8888888888887
0.1,0.0774263682681127,56.44444444444444,0.01,1.0,7.75,272.3806304171606,565.4444444444443
0.1,0.0774263682681127,111.88888888888889,1.0,10.0,7.75,53.18810667199602,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,10.0,1.0,53.13802621476729,1119.8888888888887
0.1,0.027825594022071243,500.0,1.0,100.0,10.0,334.21704745913894,5001.0
0.1,0.0774263682681127,111.88888888888889,1.0,10.0,5.5,53.02575110229544,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,10.0,3.25,52.251741617184315,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,10.0,10.0,52.77654451810125,1119.8888888888887
0.1,0.0774263682681127,56.44444444444444,0.01,1.0,10.0,272.05057859299933,565.4444444444443
0.1,0.0774263682681127,56.44444444444444,0.01,1.0,5.5,267.58126039852044,565.4444444444443
0.1,0.0774263682681127,111.88888888888889,10.0,0.01,3.25,7.013704692058249,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.01,5.5,7.055077603048016,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.01,1.0,7.023796432855485,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.01,7.75,7.094723357929787,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.1,1.0,6.9846488427955835,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.01,10.0,6.961395582683649,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.1,3.25,7.0053859293004015,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.1,7.75,7.091176933733696,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.1,5.5,7.047803963775241,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,0.1,10.0,7.041258300571367,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,1.0,1.0,7.0667568983659415,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,1.0,3.25,7.102509251390673,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,1.0,7.75,7.08039975970697,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,1.0,5.5,6.967641633370493,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,1.0,10.0,7.034237540818178,1119.8888888888887
0.1,0.027825594022071243,389.1111111111111,0.01,1.0,3.25,2485.8356327074125,3892.111111111111
0.1,0.0774263682681127,111.88888888888889,10.0,10.0,3.25,7.095543995354536,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,10.0,5.5,7.056064440816419,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,10.0,1.0,7.038279692872191,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,10.0,7.75,6.98757983462598,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,10.0,10.0,6.902352014589926,1119.8888888888887
0.1,0.01,389.1111111111111,0.1,100.0,5.5,1559.9564630695015,3892.111111111111
0.1,0.0774263682681127,56.44444444444444,0.01,1.0,3.25,271.13309187451347,565.4444444444443
0.1,0.0774263682681127,111.88888888888889,0.1,10.0,1.0,224.86262371685584,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.01,1.0,1.6166050675713124,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.01,3.25,1.6293282104409021,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,100.0,3.25,7.022005407389445,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.01,5.5,1.6081551876549187,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,100.0,5.5,7.012087068228398,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.01,7.75,1.6280034776803194,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.01,10.0,1.6222744275426115,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.1,1.0,1.6097420945191891,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.1,3.25,1.623822033082505,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.1,5.5,1.615572628075114,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.1,7.75,1.609842164502667,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,0.1,10.0,1.6183949365261012,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,1.0,1.0,1.6179157701253126,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,1.0,5.5,1.625737996727038,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,1.0,3.25,1.6159850747238678,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,1.0,7.75,1.6112861644338996,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,1.0,10.0,1.6197112304834083,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,10.0,1.0,1.61905106627561,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,10.0,3.25,1.6082706998546565,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,10.0,5.5,1.628213135748536,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,10.0,7.75,1.6167764578598967,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,10.0,10.0,1.6250482086401143,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,100.0,7.75,7.140688946371129,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,100.0,1.0,1.6222190878044616,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,100.0,3.25,1.6082980419081794,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,100.0,5.5,1.6256007550614542,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,100.0,7.75,1.6174008825193789,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,100.0,100.0,10.0,1.6123386159293,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,100.0,1.0,7.101976828163364,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,10.0,100.0,10.0,7.014950797738165,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,0.1,10.0,10.0,225.0975260882562,1119.8888888888887
0.1,0.0774263682681127,167.33333333333331,0.01,0.01,3.25,797.5875992690525,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.01,0.01,1.0,808.3140276947349,1674.333333333333
0.1,0.0774263682681127,111.88888888888889,0.1,10.0,7.75,227.15494205347972,1119.8888888888887
0.1,0.0774263682681127,167.33333333333331,0.01,0.01,5.5,809.3504445286765,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.01,0.01,7.75,811.056993584316,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.01,0.01,10.0,811.149893700048,1674.333333333333
0.1,0.0774263682681127,111.88888888888889,0.1,10.0,5.5,226.59213452837164,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,0.01,10.0,3.25,350.79762716019246,565.4444444444443
0.1,0.01,167.33333333333331,0.01,10.0,1.0,1294.3573158693973,1674.333333333333
0.1,0.01,167.33333333333331,0.01,10.0,5.5,1285.3811570162009,1674.333333333333
0.1,0.0774263682681127,111.88888888888889,1.0,100.0,3.25,52.85348044355968,1119.8888888888887
0.1,0.027825594022071243,56.44444444444444,0.01,10.0,7.75,365.1378999078946,565.4444444444443
0.1,0.01,500.0,0.1,100.0,5.5,1983.116841391837,5001.0
0.1,0.0774263682681127,111.88888888888889,0.1,10.0,3.25,221.98948303235753,1119.8888888888887
0.1,0.027825594022071243,278.22222222222223,0.1,100.0,5.5,896.4249829961147,2783.222222222222
0.1,0.0774263682681127,167.33333333333331,0.01,0.1,5.5,795.4566825562822,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.01,0.1,10.0,807.927249844187,1674.333333333333
0.1,0.01,500.0,0.1,100.0,10.0,1984.758437711817,5001.0
0.1,0.0774263682681127,167.33333333333331,0.01,0.1,7.75,793.9699609670379,1674.333333333333
0.1,0.0774263682681127,111.88888888888889,1.0,100.0,10.0,52.94739771038779,1119.8888888888887
0.1,0.0774263682681127,167.33333333333331,0.1,0.01,1.0,329.93859104105945,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.01,3.25,337.6316109747937,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.01,5.5,342.42698876133824,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.01,7.75,336.3942749923939,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.01,10.0,335.42270780840147,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.1,3.25,333.2681622444246,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.1,1.0,339.5162371579316,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.01,0.1,3.25,823.9588498919934,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.1,5.5,335.92698308201284,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.1,7.75,335.8915414558576,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,0.1,10.0,329.6641591516607,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.01,0.1,1.0,807.4087586009985,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,1.0,1.0,337.03920105710574,1674.333333333333
0.1,0.0774263682681127,111.88888888888889,1.0,100.0,1.0,52.8299621014733,1119.8888888888887
0.1,0.0774263682681127,111.88888888888889,1.0,100.0,5.5,51.88508345717622,1119.8888888888887
0.1,0.0774263682681127,167.33333333333331,0.1,1.0,3.25,338.4871508215354,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,1.0,5.5,343.1123351520901,1674.333333333333
0.1,0.027825594022071243,56.44444444444444,0.01,10.0,1.0,360.24619655909345,565.4444444444443
0.1,0.0774263682681127,167.33333333333331,0.1,1.0,10.0,339.244452060367,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,1.0,7.75,338.2736649623295,1674.333333333333
0.1,0.0774263682681127,111.88888888888889,1.0,100.0,7.75,52.95969959880786,1119.8888888888887
0.1,0.027825594022071243,278.22222222222223,0.1,100.0,3.25,895.3173487646505,2783.222222222222
0.1,0.01,167.33333333333331,0.01,10.0,10.0,1272.748486451034,1674.333333333333
0.1,0.027825594022071243,444.55555555555554,0.01,1.0,10.0,2867.9892021882815,4446.555555555555
0.1,0.0774263682681127,167.33333333333331,1.0,0.01,1.0,78.82944363075887,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.01,3.25,78.41879985611313,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.01,5.5,78.46674353149244,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.01,7.75,78.68369570565623,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.01,10.0,78.4713043301611,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.1,1.0,79.16427400294518,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.1,3.25,78.28205202639047,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.1,5.5,78.57906532610653,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.1,7.75,79.48415930822122,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,0.1,10.0,79.19636582977496,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,1.0,1.0,79.07080050505989,1674.333333333333
0.1,0.01,167.33333333333331,0.01,10.0,7.75,1240.677339166418,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,1.0,3.25,78.11159361747482,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,1.0,5.5,78.05369067253037,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,1.0,10.0,78.26423091443057,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,1.0,7.75,78.05917213725702,1674.333333333333
0.1,0.027825594022071243,278.22222222222223,0.1,100.0,1.0,896.6097786923583,2783.222222222222
0.1,0.027825594022071243,278.22222222222223,0.1,100.0,7.75,890.3649561763875,2783.222222222222
0.1,0.0774263682681127,167.33333333333331,1.0,10.0,1.0,79.20572912305877,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,10.0,3.25,77.88048871501347,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,10.0,5.5,78.47875630748793,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,10.0,7.75,79.5259570996248,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,1.0,10.0,10.0,79.29435458065169,1674.333333333333
0.1,0.0774263682681127,56.44444444444444,0.1,100.0,3.25,114.86565715078329,565.4444444444443
0.1,0.0774263682681127,167.33333333333331,0.1,10.0,7.75,337.43141102920424,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.01,1.0,10.070407844760707,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.01,3.25,10.087327474574753,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.01,5.5,10.148173349362013,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.01,7.75,10.110833728000376,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.01,10.0,10.040786308194873,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.1,1.0,10.094492732003864,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.1,3.25,10.12286319817348,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.1,5.5,10.165207274807493,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,10.0,3.25,345.93245976604493,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.1,7.75,10.034889860369464,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,0.1,10.0,10.097206838181792,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,1.0,1.0,10.050554812179369,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,1.0,3.25,9.994744819140637,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,10.0,10.0,332.5421297825017,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,10.0,1.0,332.4067616780478,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,1.0,7.75,10.108923389303571,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,1.0,5.5,10.179079471693443,1674.333333333333
0.1,0.027825594022071243,389.1111111111111,0.01,1.0,10.0,2507.5566384673475,3892.111111111111
0.1,0.0774263682681127,167.33333333333331,10.0,1.0,10.0,10.018038301558907,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,10.0,3.25,10.068345167325957,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,10.0,5.5,10.108018778431983,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,10.0,10.0,10.103180880817439,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,10.0,1.0,10.038016502848384,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,10.0,7.75,10.088172470012973,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,100.0,3.25,9.958484654822954,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,100.0,1.0,10.007649952706604,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,10.0,100.0,5.5,10.015921549921472,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.01,1.0,1.9297020012550767,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.01,5.5,1.9091331392802218,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.01,3.25,1.9252979515324566,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.01,10.0,1.929854373267478,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.01,7.75,1.9077976762741338,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.1,1.0,1.9207136658916146,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,0.1,10.0,5.5,339.11836110648966,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.1,3.25,1.913808266789749,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.1,5.5,1.9219697127861883,1674.333333333333
0.1,0.0774263682681127,167.33333333333331,100.0,0.1,7.75,1.9192740376156716,1674.333333333333
