Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.7400848741933331, 'sigma_b': 0.2599151258066668, 'rho': 99.03490706305453, 'd': 0.2574067032854538, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.76490654205608, 'Stressed Variance': 5791.861039477247, 'Stressed Steady State Time': 38.849027132406874, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7700000000000002,1.0,0.7700000000000002,0.7875,0.5375,0.65,0.475,0.5375,0.45,0.625,0.9625,0.9625,0.6375,0.975
"[{'sigma_u': 0.7400848741933331, 'sigma_b': 0.2599151258066668, 'rho': 99.03490706305453, 'd': 0.2574067032854538, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.76490654205608, 'Stressed Variance': 5791.861039477247, 'Stressed Steady State Time': 38.849027132406874, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7700000000000002,1.0,0.7700000000000002,0.7875,0.5375,0.65,0.475,0.5375,0.45,0.625,0.9625,0.9625,0.6375,0.975
"[{'sigma_u': 0.7400848741933331, 'sigma_b': 0.2599151258066668, 'rho': 99.03490706305453, 'd': 0.2574067032854538, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.76490654205608, 'Stressed Variance': 5791.861039477247, 'Stressed Steady State Time': 38.849027132406874, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7700000000000002,1.0,0.7700000000000002,0.7875,0.5375,0.65,0.475,0.5375,0.45,0.625,0.9625,0.9625,0.6375,0.975
"[{'sigma_u': 0.7400848741933331, 'sigma_b': 0.2599151258066668, 'rho': 99.03490706305453, 'd': 0.2574067032854538, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 99.76490654205608, 'Stressed Variance': 5791.861039477247, 'Stressed Steady State Time': 38.849027132406874, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7700000000000002,1.0,0.7700000000000002,0.7875,0.5375,0.65,0.475,0.5375,0.45,0.625,0.9625,0.9625,0.6375,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7450840383909914, 'sigma_b': 0.2549159616090087, 'rho': 100.98856617819207, 'd': 0.25743597458828843, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.51275700934579, 'Stressed Variance': 5912.667968099834, 'Stressed Steady State Time': 38.844609872387785, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7800000000000002,1.0,0.7800000000000002,0.75,0.525,0.7125,0.4875,0.575,0.45,0.5875,0.9875,0.9625,0.6625,0.975
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7499553976712087, 'sigma_b': 0.25004460232879133, 'rho': 102.96728762261161, 'd': 0.257464144864702, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 98.17266355140187, 'Stressed Variance': 6124.658364868111, 'Stressed Steady State Time': 38.84035971399056, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.7900000000000003,1.0,0.7900000000000003,0.7625,0.5125,0.65,0.5875,0.5125,0.45,0.6125,0.9875,0.9625,0.5125,0.9625
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
"[{'sigma_u': 0.7547026509599656, 'sigma_b': 0.2452973490400344, 'rho': 104.97107678303163, 'd': 0.2574912686075556, 'label': 0}, {'sigma_u': 0.8284460788602276, 'sigma_b': 0.17155392113977236, 'rho': 150.3171014568991, 'd': 0.2578748816929603, 'label': 1}]","{'Stressed Mean': 100.28228971962616, 'Stressed Variance': 6432.488022794568, 'Stressed Steady State Time': 38.836268328931475, 'Normal Mean': 99.41070093457944, 'Normal Variance': 9992.803707919906, 'Normal Steady State Time': 38.7784957354107}",0.8000000000000003,1.0,0.8000000000000003,0.725,0.4875,0.7125,0.4875,0.5,0.45,0.6,0.9875,0.975,0.5875,0.9375
