Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,IY006C-Transformer Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7501571994727927, 'sigma_b': 2.0, 'rho': 40.41521600784599, 'd': 1.4695602133432089, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.945664335664336, 'Stressed Variance': 73.25606861460219, 'Stressed Steady State Time': 6.804756898834568}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8500000000000003,0.5,0.42500000000000016,0.9375,0.5875,0.925,0.6,0.6125,0.45,0.5125,0.5,0.975,0.5,0.65
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.7811416755828872, 'sigma_b': 2.0, 'rho': 40.810976009857384, 'd': 1.4674180883397099, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.910594405594406, 'Stressed Variance': 74.78316048584283, 'Stressed Steady State Time': 6.814690427671069}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8600000000000003,0.5,0.43000000000000016,0.875,0.5,0.9125,0.4375,0.4875,0.45,0.5,0.5,0.9875,0.5,0.6375
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8132079558519656, 'sigma_b': 2.0, 'rho': 41.20914857335675, 'd': 1.4648454440644707, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.933006993006995, 'Stressed Variance': 76.65719025869235, 'Stressed Steady State Time': 6.826658771763146}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8700000000000003,0.5,0.43500000000000016,0.825,0.5,0.925,0.5375,0.5625,0.45,0.5,0.5,1.0,0.5,0.5125
"[{'sigma_u': 0.8464128661564988, 'sigma_b': 2.0, 'rho': 41.6105128260055, 'd': 1.4618579518364818, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.92772727272727, 'Stressed Variance': 78.28767875079465, 'Stressed Steady State Time': 6.840609915236528}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8800000000000003,0.5,0.44000000000000017,0.8625,0.4875,0.925,0.5,0.55,0.45,0.5,0.5,0.9875,0.5375,0.625
"[{'sigma_u': 0.8464128661564988, 'sigma_b': 2.0, 'rho': 41.6105128260055, 'd': 1.4618579518364818, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.92772727272727, 'Stressed Variance': 78.28767875079465, 'Stressed Steady State Time': 6.840609915236528}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8800000000000003,0.5,0.44000000000000017,0.8625,0.4875,0.925,0.5,0.55,0.45,0.5,0.5,0.9875,0.5375,0.625
"[{'sigma_u': 0.8464128661564988, 'sigma_b': 2.0, 'rho': 41.6105128260055, 'd': 1.4618579518364818, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.92772727272727, 'Stressed Variance': 78.28767875079465, 'Stressed Steady State Time': 6.840609915236528}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8800000000000003,0.5,0.44000000000000017,0.8625,0.4875,0.925,0.5,0.55,0.45,0.5,0.5,0.9875,0.5375,0.625
"[{'sigma_u': 0.8464128661564988, 'sigma_b': 2.0, 'rho': 41.6105128260055, 'd': 1.4618579518364818, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.92772727272727, 'Stressed Variance': 78.28767875079465, 'Stressed Steady State Time': 6.840609915236528}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8800000000000003,0.5,0.44000000000000017,0.8625,0.4875,0.925,0.5,0.55,0.45,0.5,0.5,0.9875,0.5375,0.625
"[{'sigma_u': 0.8464128661564988, 'sigma_b': 2.0, 'rho': 41.6105128260055, 'd': 1.4618579518364818, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.92772727272727, 'Stressed Variance': 78.28767875079465, 'Stressed Steady State Time': 6.840609915236528}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8800000000000003,0.5,0.44000000000000017,0.8625,0.4875,0.925,0.5,0.55,0.45,0.5,0.5,0.9875,0.5375,0.625
"[{'sigma_u': 0.8464128661564988, 'sigma_b': 2.0, 'rho': 41.6105128260055, 'd': 1.4618579518364818, 'label': 0}, {'sigma_u': 0.2861515182063994, 'sigma_b': 1.0, 'rho': 76.80355551351164, 'd': 2.985789560028585, 'label': 1}]","({'Stressed Mean': 19.92772727272727, 'Stressed Variance': 78.28767875079465, 'Stressed Steady State Time': 6.840609915236528}, {'Normal Mean': 19.867671232876713, 'Normal Variance': 101.22365348095327, 'Normal Steady State Time': 3.3491978583729334})",0.8800000000000003,0.5,0.44000000000000017,0.8625,0.4875,0.925,0.5,0.55,0.45,0.5,0.5,0.9875,0.5375,0.625
