d_model,nhead,num_layers,dropout_rate,learning_rate,batch_size,train_acc,val_acc,test_acc,time
128,4,2,0.1,0.0001,32,0.495703125,0.4875,0.4975,9.233633279800415
128,4,2,0.1,0.0001,64,0.4984375,0.471875,0.48375,9.539361715316772
128,4,2,0.2,0.001,32,0.511328125,0.509375,0.51,8.24908971786499
128,4,2,0.2,0.001,64,0.518359375,0.5328125,0.515,13.801341772079468
128,4,2,0.2,0.0001,32,0.5046875,0.5234375,0.5125,14.783158779144287
128,4,2,0.2,0.0001,64,0.51640625,0.4796875,0.49625,8.508305788040161
128,4,2,0.3,0.001,32,0.509765625,0.521875,0.49625,12.53790020942688
128,4,2,0.3,0.001,64,0.507421875,0.5328125,0.475,9.324201583862305
128,4,2,0.3,0.0001,32,0.507421875,0.5140625,0.50125,8.360036611557007
128,4,2,0.3,0.0001,64,0.514453125,0.48125,0.4925,5.866106986999512
128,4,3,0.1,0.001,32,0.550390625,0.5515625,0.56375,14.967403411865234
128,4,3,0.1,0.001,64,0.525,0.5109375,0.50125,16.13278865814209
128,4,3,0.1,0.0001,32,0.5109375,0.5203125,0.52125,25.048187017440796
128,4,3,0.1,0.0001,64,0.519921875,0.50625,0.5125,18.45053720474243
128,4,3,0.2,0.001,32,0.504296875,0.50625,0.4975,9.213778972625732
128,4,3,0.2,0.001,64,0.508203125,0.4984375,0.5,10.793510437011719
128,4,3,0.2,0.0001,32,0.51875,0.5,0.4925,15.677059412002563
128,4,3,0.2,0.0001,64,0.507421875,0.5203125,0.49375,14.525265216827393
128,4,3,0.3,0.001,32,0.505078125,0.49375,0.53,14.141374111175537
128,4,3,0.3,0.001,64,0.519140625,0.478125,0.48375,10.797791004180908
128,4,3,0.3,0.0001,32,0.5078125,0.4984375,0.51,18.281368732452393
128,4,3,0.3,0.0001,64,0.52109375,0.5015625,0.505,9.518066644668579
