d_model,nhead,num_layers,dropout_rate,learning_rate,batch_size,pooling_strategy,use_conv1d,use_auxiliary,gradient_clip,train_acc,val_acc,test_acc,time
128,4,2,0.1,0.01,64,last,True,False,1.0,0.921875,0.94375,0.95625,24.515560626983643
128,4,2,0.1,0.01,64,last,True,False,5.0,0.940625,0.978125,0.9775,16.464715242385864
128,4,2,0.1,0.01,64,last,True,True,1.0,0.90859375,0.959375,0.97,18.040075540542603
128,4,2,0.1,0.01,64,last,True,True,5.0,0.871875,0.915625,0.91625,17.8982150554657
128,4,2,0.1,0.01,64,last,False,False,1.0,0.5203125,0.534375,0.515,7.867788076400757
128,4,2,0.1,0.01,64,last,False,False,5.0,0.509765625,0.51875,0.5025,6.323322296142578
128,4,2,0.1,0.01,64,last,False,True,1.0,0.588671875,0.6296875,0.6075,15.412053346633911
128,4,2,0.1,0.01,64,last,False,True,5.0,0.5453125,0.5875,0.5975,10.316489458084106
128,4,2,0.1,0.01,64,mean,True,False,1.0,0.986328125,0.9828125,0.9825,11.94324254989624
128,4,2,0.1,0.01,64,mean,True,False,5.0,0.987109375,0.984375,0.985,14.340915203094482
128,4,2,0.1,0.01,64,mean,True,True,1.0,0.980078125,0.978125,0.98375,17.357840061187744
128,4,2,0.1,0.01,64,mean,True,True,5.0,0.98203125,0.984375,0.98375,15.386889934539795
128,4,2,0.1,0.01,64,mean,False,False,1.0,0.508984375,0.5,0.5,3.754305601119995
128,4,2,0.1,0.01,64,mean,False,False,5.0,0.512109375,0.4984375,0.48625,4.891659259796143
128,4,2,0.1,0.01,64,mean,False,True,1.0,0.591015625,0.58125,0.59375,14.648434400558472
128,4,2,0.1,0.01,64,mean,False,True,5.0,0.72265625,0.7265625,0.74375,15.554911851882935
128,4,2,0.1,0.01,64,learnable,True,False,1.0,0.503125,0.5,0.5,4.419811248779297
128,4,2,0.1,0.01,64,learnable,True,False,5.0,0.524609375,0.4890625,0.49625,5.575286626815796
128,4,2,0.1,0.01,64,learnable,True,True,1.0,0.4875,0.5,0.5,4.859642744064331
128,4,2,0.1,0.01,64,learnable,True,True,5.0,0.505078125,0.5,0.5,7.459526062011719
128,4,2,0.1,0.01,64,learnable,False,False,1.0,0.486328125,0.5,0.5,3.5649778842926025
128,4,2,0.1,0.01,64,learnable,False,False,5.0,0.501171875,0.5,0.5,3.554718494415283
128,4,2,0.1,0.01,64,learnable,False,True,1.0,0.4953125,0.5,0.5,4.172801733016968
128,4,2,0.1,0.01,64,learnable,False,True,5.0,0.4984375,0.5,0.5,3.8420729637145996
128,4,2,0.1,0.01,128,last,True,False,1.0,0.538671875,0.5859375,0.56125,3.146873950958252
128,4,2,0.1,0.01,128,last,True,False,5.0,0.551171875,0.6078125,0.59875,5.585750341415405
128,4,2,0.1,0.01,128,last,True,True,1.0,0.776953125,0.8203125,0.84125,11.716946363449097
128,4,2,0.1,0.01,128,last,True,True,5.0,0.731640625,0.78125,0.765,11.730343580245972
128,4,2,0.1,0.01,128,last,False,False,1.0,0.491796875,0.521875,0.505,2.3207387924194336
128,4,2,0.1,0.01,128,last,False,False,5.0,0.512890625,0.5359375,0.54,6.2554380893707275
128,4,2,0.1,0.01,128,last,False,True,1.0,0.521484375,0.5375,0.53,5.9314703941345215
128,4,2,0.1,0.01,128,last,False,True,5.0,0.53203125,0.565625,0.5625,6.608824729919434
128,4,2,0.1,0.01,128,mean,True,False,1.0,0.96875,0.9890625,0.98625,10.5642728805542
128,4,2,0.1,0.01,128,mean,True,False,5.0,0.92890625,0.975,0.9775,11.055840492248535
128,4,2,0.1,0.01,128,mean,True,True,1.0,0.93125,0.9484375,0.96,11.667870998382568
128,4,2,0.1,0.01,128,mean,True,True,5.0,0.9203125,0.9546875,0.955,11.681384325027466
128,4,2,0.1,0.01,128,mean,False,False,1.0,0.5046875,0.515625,0.5125,5.23701810836792
128,4,2,0.1,0.01,128,mean,False,False,5.0,0.496484375,0.5,0.5,3.342524766921997
128,4,2,0.1,0.01,128,mean,False,True,1.0,0.5453125,0.51875,0.54,5.212100267410278
128,4,2,0.1,0.01,128,mean,False,True,5.0,0.556640625,0.6,0.5675,5.64607310295105
128,4,2,0.1,0.01,128,learnable,True,False,1.0,0.504296875,0.5,0.5,3.6052212715148926
128,4,2,0.1,0.01,128,learnable,True,False,5.0,0.507421875,0.5,0.5,3.360952138900757
128,4,2,0.1,0.01,128,learnable,True,True,1.0,0.50390625,0.5328125,0.53125,4.247963190078735
128,4,2,0.1,0.01,128,learnable,True,True,5.0,0.495703125,0.5,0.5,4.708114385604858
128,4,2,0.1,0.01,128,learnable,False,False,1.0,0.506640625,0.4734375,0.46875,3.5629656314849854
128,4,2,0.1,0.01,128,learnable,False,False,5.0,0.502734375,0.5109375,0.5075,2.9421045780181885
128,4,2,0.1,0.01,128,learnable,False,True,1.0,0.505078125,0.5,0.5,3.95990252494812
128,4,2,0.1,0.01,128,learnable,False,True,5.0,0.498828125,0.4953125,0.50125,5.2551751136779785
128,4,2,0.1,0.001,64,last,True,False,1.0,0.5125,0.5421875,0.54,7.475000619888306
128,4,2,0.1,0.001,64,last,True,False,5.0,0.5359375,0.5421875,0.53875,4.907680511474609
128,4,2,0.1,0.001,64,last,True,True,1.0,0.55546875,0.609375,0.60375,15.094427585601807
128,4,2,0.1,0.001,64,last,True,True,5.0,0.52734375,0.54375,0.54625,6.457217216491699
128,4,2,0.1,0.001,64,last,False,False,1.0,0.4984375,0.5140625,0.51,3.1779725551605225
128,4,2,0.1,0.001,64,last,False,False,5.0,0.5234375,0.5,0.49125,5.0156567096710205
128,4,2,0.1,0.001,64,last,False,True,1.0,0.511328125,0.51875,0.51875,8.326737880706787
128,4,2,0.1,0.001,64,last,False,True,5.0,0.49296875,0.53125,0.4875,8.95551872253418
128,4,2,0.1,0.001,64,mean,True,False,1.0,0.68046875,0.7234375,0.74,16.26946258544922
128,4,2,0.1,0.001,64,mean,True,False,5.0,0.676953125,0.759375,0.7675,16.064746856689453
128,4,2,0.1,0.001,64,mean,True,True,1.0,0.666015625,0.7421875,0.73625,14.99793267250061
128,4,2,0.1,0.001,64,mean,True,True,5.0,0.634765625,0.678125,0.69625,16.838558435440063
128,4,2,0.1,0.001,64,mean,False,False,1.0,0.52265625,0.54375,0.585,10.57377815246582
128,4,2,0.1,0.001,64,mean,False,False,5.0,0.5078125,0.5265625,0.54,5.551187038421631
128,4,2,0.1,0.001,64,mean,False,True,1.0,0.553125,0.559375,0.55375,14.90443229675293
128,4,2,0.1,0.001,64,mean,False,True,5.0,0.5109375,0.503125,0.51125,6.928699970245361
128,4,2,0.1,0.001,64,learnable,True,False,1.0,0.506640625,0.50625,0.495,8.424844026565552
128,4,2,0.1,0.001,64,learnable,True,False,5.0,0.51796875,0.5125,0.5,13.272901058197021
128,4,2,0.1,0.001,64,learnable,True,True,1.0,0.52421875,0.540625,0.54,12.338319301605225
128,4,2,0.1,0.001,64,learnable,True,True,5.0,0.5078125,0.5421875,0.555,8.105995178222656
128,4,2,0.1,0.001,64,learnable,False,False,1.0,0.515234375,0.515625,0.52625,7.923628807067871
128,4,2,0.1,0.001,64,learnable,False,False,5.0,0.50625,0.4984375,0.515,7.90944766998291
128,4,2,0.1,0.001,64,learnable,False,True,1.0,0.500390625,0.5,0.49375,4.151843786239624
128,4,2,0.1,0.001,64,learnable,False,True,5.0,0.49921875,0.5015625,0.51,5.413442373275757
128,4,2,0.1,0.001,128,last,True,False,1.0,0.5078125,0.5421875,0.51125,3.990365982055664
128,4,2,0.1,0.001,128,last,True,False,5.0,0.52890625,0.5578125,0.555,7.334562301635742
128,4,2,0.1,0.001,128,last,True,True,1.0,0.51171875,0.525,0.48625,5.390054941177368
128,4,2,0.1,0.001,128,last,True,True,5.0,0.513671875,0.55,0.51875,3.2956833839416504
128,4,2,0.1,0.001,128,last,False,False,1.0,0.493359375,0.534375,0.505,4.386326789855957
128,4,2,0.1,0.001,128,last,False,False,5.0,0.503515625,0.509375,0.50625,2.9384071826934814
128,4,2,0.1,0.001,128,last,False,True,1.0,0.506640625,0.528125,0.50125,4.6007421016693115
128,4,2,0.1,0.001,128,last,False,True,5.0,0.50234375,0.53125,0.51375,3.5009312629699707
128,4,2,0.1,0.001,128,mean,True,False,1.0,0.667578125,0.74375,0.70125,9.93913722038269
128,4,2,0.1,0.001,128,mean,True,False,5.0,0.5546875,0.5921875,0.6175,5.532925844192505
128,4,2,0.1,0.001,128,mean,True,True,1.0,0.603515625,0.6515625,0.6225,8.375030755996704
128,4,2,0.1,0.001,128,mean,True,True,5.0,0.564453125,0.60625,0.6075,8.854986190795898
128,4,2,0.1,0.001,128,mean,False,False,1.0,0.511328125,0.51875,0.52125,3.7526466846466064
128,4,2,0.1,0.001,128,mean,False,False,5.0,0.4984375,0.515625,0.53625,4.806784391403198
128,4,2,0.1,0.001,128,mean,False,True,1.0,0.519921875,0.5625,0.5375,4.3149919509887695
128,4,2,0.1,0.001,128,mean,False,True,5.0,0.51484375,0.4875,0.49875,3.247906446456909
