label,time_12.0,time_13.0,time_14.0,time_15.0,time_16.0,time_17.0,time_18.0,time_19.0,time_20.0,time_21.0,time_22.0,time_23.0,time_24.0,time_25.0,time_26.0,time_27.0,time_28.0,time_29.0,time_30.0,time_31.0,time_32.0,time_33.0,time_34.0,time_35.0,time_36.0,time_37.0,time_38.0,time_39.0,time_40.0,time_41.0,time_42.0,time_43.0,time_44.0,time_45.0,time_46.0,time_47.0,time_48.0,time_49.0,time_50.0,time_51.0,time_52.0,time_53.0,time_54.0,time_55.0,time_56.0,time_57.0,time_58.0,time_59.0,time_60.0,time_61.0,time_62.0,time_63.0,time_64.0,time_65.0,time_66.0,time_67.0,time_68.0,time_69.0,time_70.0,time_71.0,time_72.0,time_73.0,time_74.0,time_75.0,time_76.0,time_77.0,time_78.0,time_79.0,time_80.0,time_81.0,time_82.0,time_83.0,time_84.0,time_85.0,time_86.0,time_87.0,time_88.0,time_89.0,time_90.0,time_91.0,time_92.0,time_93.0,time_94.0,time_95.0,time_96.0,time_97.0,time_98.0,time_99.0,time_100.0,time_101.0,time_102.0,time_103.0,time_104.0,time_105.0,time_106.0,time_107.0,time_108.0,time_109.0,time_110.0,time_111.0,time_112.0,time_113.0,time_114.0,time_115.0,time_116.0,time_117.0,time_118.0,time_119.0,time_120.0,time_121.0,time_122.0,time_123.0,time_124.0,time_125.0,time_126.0,time_127.0,time_128.0,time_129.0,time_130.0,time_131.0,time_132.0,time_133.0,time_134.0,time_135.0,time_136.0,time_137.0,time_138.0,time_139.0,time_140.0,time_141.0,time_142.0,time_143.0,time_144.0,time_145.0,time_146.0,time_147.0,time_148.0,time_149.0,time_150.0,time_151.0,time_152.0,time_153.0,time_154.0,time_155.0,time_156.0
0,51,69,56,41,76,84,77,65,74,66,43,48,41,49,41,27,65,68,48,35,21,38,30,75,57,65,53,64,55,57,64,45,44,48,46,43,53,44,28,64,40,29,29,23,38,34,32,52,80,58,53,40,33,34,58,42,32,51,62,61,40,28,20,35,68,75,58,42,66,77,79,66,51,46,67,68,47,38,42,31,24,72,61,45,51,51,52,34,26,37,15,16,18,30,36,17,54,38,42,36,23,28,44,43,48,41,37,72,48,55,46,36,32,42,40,55,50,39,32,63,44,19,36,25,47,42,27,41,44,57,50,54,33,59,67,60,45,72,64,63,48,38,29,30,13
0,36,35,34,43,48,42,43,55,52,59,69,111,83,68,60,43,29,59,61,45,59,28,45,85,51,44,33,49,74,59,37,51,57,52,54,66,60,33,28,24,26,27,23,26,24,42,52,58,51,32,53,34,42,27,34,33,46,47,38,32,33,24,30,58,43,25,24,34,53,39,53,61,48,66,53,48,70,63,70,54,36,69,56,44,59,47,41,34,24,33,50,39,46,48,39,36,35,49,51,36,44,48,56,55,64,42,46,46,52,41,62,42,38,31,48,42,33,80,69,46,56,40,59,36,43,41,45,48,50,40,60,65,67,51,42,17,52,43,25,58,58,78,67,61,56
0,20,59,73,60,88,63,56,49,59,43,60,47,50,34,20,59,56,36,35,44,49,31,38,41,37,39,39,51,41,35,24,48,52,26,23,24,60,47,57,59,66,52,50,35,73,62,51,35,41,65,48,38,46,64,57,63,55,68,44,51,38,41,21,34,54,57,64,55,57,43,58,58,53,41,38,59,33,40,52,52,47,57,49,45,40,32,24,22,23,39,32,45,28,15,14,33,17,41,53,33,31,36,34,34,50,57,30,21,34,76,78,60,57,72,81,65,50,59,44,47,57,64,60,56,51,42,43,46,39,57,29,30,58,33,54,65,42,52,38,56,33,40,40,64,60
0,26,21,35,30,32,75,73,49,43,17,39,54,75,51,32,46,24,45,50,48,56,47,33,44,62,46,46,34,27,39,33,43,35,44,41,55,52,55,38,49,45,50,45,27,41,33,16,16,26,35,38,39,24,14,29,47,39,51,52,94,74,59,47,44,62,50,56,34,35,49,91,61,62,41,31,23,18,31,34,45,47,25,34,28,44,69,43,57,64,53,34,32,28,25,33,29,27,35,50,69,49,42,46,46,26,39,58,42,52,67,43,60,47,58,48,31,33,49,54,56,29,22,33,48,52,49,53,45,37,34,43,37,52,36,45,64,65,58,91,65,54,28,41,61,58
0,40,41,45,41,65,49,62,58,50,32,24,25,36,46,36,46,33,56,42,33,42,31,52,56,40,64,51,32,54,69,55,51,38,37,27,45,74,86,66,49,44,72,76,50,62,72,62,30,36,53,54,56,47,48,49,34,64,45,73,74,71,92,77,49,43,69,44,60,64,55,44,45,28,22,30,33,47,26,33,41,49,76,49,61,51,57,49,59,45,56,53,64,92,72,63,61,68,44,55,36,34,40,74,74,74,71,63,68,51,49,43,42,44,33,34,45,59,54,46,31,34,26,34,61,65,64,49,41,38,43,35,36,43,59,47,50,34,46,46,28,49,49,17,29,47
0,43,57,51,31,25,55,57,45,42,48,59,58,31,64,60,43,33,48,40,37,49,76,58,72,54,22,41,28,54,41,34,17,39,41,44,32,34,62,70,63,72,63,44,56,48,48,49,53,30,33,30,24,29,31,34,62,68,53,62,56,57,50,86,57,40,72,44,50,53,52,90,82,76,45,35,33,28,34,36,32,53,79,72,47,47,31,27,38,45,38,33,33,43,26,36,38,67,63,55,44,55,41,51,38,44,43,37,52,33,41,38,30,43,59,65,61,60,64,40,41,51,60,42,42,85,63,32,18,21,31,48,46,80,55,29,42,33,44,38,53,35,57,67,84,75
0,33,51,43,54,47,55,63,40,31,41,47,31,40,53,37,36,47,49,43,44,81,80,54,30,42,43,68,53,45,50,44,49,34,44,31,52,66,41,35,38,54,78,58,77,57,51,38,38,64,79,77,67,33,43,43,42,31,29,53,52,71,67,65,49,73,52,40,72,63,46,52,38,40,30,43,43,54,46,48,27,19,46,60,37,38,48,40,39,47,32,31,38,28,55,68,58,61,72,67,81,70,58,32,28,32,39,32,36,45,44,75,55,66,45,46,64,39,36,44,66,40,31,37,25,25,38,42,61,56,42,51,65,42,35,40,29,34,47,25,38,17,13,16,34,40
0,38,56,54,53,51,53,46,37,22,43,54,64,62,59,44,43,24,39,39,50,41,43,33,41,43,44,32,35,33,30,38,45,38,48,35,55,46,38,60,28,38,62,64,70,70,60,67,30,47,78,57,55,51,71,67,53,39,31,32,35,35,41,52,49,35,49,51,52,39,76,67,60,54,49,71,84,63,61,60,60,49,41,45,53,32,18,25,26,33,25,28,47,57,47,48,53,80,84,77,62,40,38,55,43,50,63,37,43,60,62,37,43,51,57,48,53,48,20,31,21,41,60,58,45,45,78,50,45,35,50,63,68,73,46,39,45,66,60,45,57,53,38,35,50,45
0,39,39,53,59,65,51,52,38,28,45,56,33,21,47,88,80,74,53,46,57,55,31,35,37,46,51,59,41,28,42,43,58,50,37,60,38,47,36,29,37,33,37,36,32,37,51,45,28,13,30,25,25,59,65,66,48,49,42,44,31,29,22,16,41,33,61,51,45,43,52,85,64,41,74,51,60,26,31,52,74,62,44,25,29,12,16,10,35,61,50,68,68,80,47,29,59,65,63,48,51,40,28,41,57,48,37,42,57,69,64,66,60,46,46,51,73,63,76,71,53,45,34,52,66,38,39,23,55,78,71,41,52,56,35,28,56,47,67,84,63,49,69,58,45,45
0,53,53,47,70,71,65,59,79,66,44,49,43,39,46,31,57,40,42,44,49,56,50,63,49,24,23,57,48,28,47,62,46,38,58,34,70,92,58,49,54,42,29,26,35,78,56,33,33,22,41,61,43,33,35,54,40,24,19,31,37,36,39,38,38,36,16,53,33,46,53,97,84,62,53,48,47,57,55,40,40,42,36,78,58,53,38,28,41,44,42,38,36,33,27,43,76,86,62,56,53,45,48,73,49,44,69,72,85,47,55,43,49,50,36,25,18,51,58,50,31,49,72,88,72,55,44,30,33,55,24,26,28,41,64,46,39,38,46,56,37,54,49,67,51,67
