timestamp,trial_id,experiment,best_val_acc,best_epoch,final_train_loss,final_val_loss,experiment_name,nhead,num_layers,d_model,batch_size,use_conv1d,lr,dropout,patience,epochs
2026-01-30 19:12:25,0,Baseline,0.7033333333333334,20,0.37716289909680684,0.721368932723999,Baseline,2,2,64,128,True,0.004135363608051119,0.005329872140324765,15,100
2026-01-30 19:19:06,1,Baseline,0.515,1,0.6926103285153706,0.6946922175089518,Baseline,4,3,16,32,True,0.00012144692155123056,0.4183230875291991,15,100
2026-01-30 19:35:08,2,Baseline,0.8166666666666667,24,0.3389832052787145,0.4541559330622355,Baseline,4,3,16,128,False,0.008426594348910134,0.16911819557668145,15,100
2026-01-30 19:55:48,3,Baseline,0.7916666666666666,30,0.3990831023057302,0.48725871721903485,Baseline,4,3,128,128,False,0.00011333578373899307,0.25772364036870543,15,100
2026-01-30 20:27:19,4,Baseline,0.515,14,0.6918415894508362,0.6917839980125428,Baseline,8,4,128,64,True,0.004808725212837466,0.48379134127531453,15,100
2026-01-30 20:35:29,5,Baseline,0.515,5,0.6926623228391011,0.6927336835861206,Baseline,2,4,128,128,True,0.0012860243255554075,0.35289369969530937,15,100
2026-01-30 20:36:39,6,Baseline,0.515,1,0.6928655823071798,0.6929585282007853,Baseline,2,1,16,128,True,0.0001630302791957207,0.3533610588395507,15,100
2026-01-30 20:41:37,7,Baseline,0.515,1,0.69295383644104,0.6928473742802937,Baseline,2,4,64,128,True,0.00021178619368533396,0.11054591899954036,15,100
2026-01-30 20:47:59,8,Baseline,0.7116666666666667,26,0.45707489879926044,0.5933559862772624,Baseline,4,1,128,32,True,0.0004575249437304941,0.48575520887367923,15,100
2026-01-30 21:31:39,9,Baseline,0.7916666666666666,26,0.33789139421780906,0.5992630394299825,Baseline,8,4,32,128,False,0.0017576671575614327,0.44677076621262385,15,100
2026-01-30 21:49:19,10,Baseline,0.8066666666666666,28,0.3330594381491343,0.47097520510355634,Baseline,4,3,16,64,False,0.009127551752894087,0.1678579509317791,15,100
2026-01-30 22:05:46,11,Baseline,0.8083333333333333,25,0.3317122158209483,0.45719890276590985,Baseline,4,3,16,64,False,0.0094724796091097,0.16531079839482066,15,100
