timestamp,trial_id,experiment,best_val_acc,best_epoch,final_train_loss,final_val_loss,experiment_name,nhead,num_layers,d_model,batch_size,use_conv1d,lr,dropout,patience,epochs
2026-02-03 11:04:29,0,T_ac-Variation,0.5116666666666667,5,0.6909675987561544,0.6943283478418986,T_ac-Variation,2,3,64,64,False,0.0003096543546466498,0.41145740961684735,15,100
2026-02-03 11:10:48,1,T_ac-Variation,0.5033333333333333,4,0.6925112032890319,0.6942674414316813,T_ac-Variation,8,1,128,64,True,0.002351535233149115,0.308502332373823,15,100
2026-02-03 11:20:53,2,T_ac-Variation,0.5033333333333333,1,0.6928826626141866,0.6950027545293173,T_ac-Variation,4,4,32,32,True,0.00025531200260588735,0.10842794534144123,15,100
2026-02-03 11:30:46,3,T_ac-Variation,0.5116666666666667,5,0.6921409344673157,0.6953020683924357,T_ac-Variation,4,3,64,128,False,0.0002721920389554017,0.451520506628857,15,100
2026-02-03 11:36:19,4,T_ac-Variation,0.5033333333333333,2,0.6928009443283081,0.694741694132487,T_ac-Variation,8,1,32,64,True,0.0008631644944322489,0.08505536253158513,15,100
2026-02-03 11:41:43,5,T_ac-Variation,0.5033333333333333,2,0.6921668783823649,0.6943648544947306,T_ac-Variation,4,2,32,32,False,0.0016539003261518436,0.022272973833212306,15,100
2026-02-03 11:59:27,6,T_ac-Variation,0.5033333333333333,3,0.7091713520685832,0.8473179562886556,T_ac-Variation,8,3,128,64,True,0.0060766234166977125,0.14660846003637823,15,100
2026-02-03 12:09:23,7,T_ac-Variation,0.51,6,0.6919287899335226,0.6941796374320984,T_ac-Variation,4,3,32,32,False,0.0004907389532796899,0.30994560104529006,15,100
2026-02-03 12:22:34,8,T_ac-Variation,0.64,25,0.48191190234820047,0.7702144559224446,T_ac-Variation,8,1,128,128,False,0.002422717301521861,0.08722539114523131,15,100
2026-02-03 12:42:20,9,T_ac-Variation,0.49666666666666665,1,0.6942712691624959,0.6990931224822998,T_ac-Variation,8,4,64,64,False,0.006612076131645077,0.017737255982128386,15,100
2026-02-03 12:43:42,10,T_ac-Variation,0.49666666666666665,1,0.6931788870493572,0.6954819997151692,T_ac-Variation,2,1,16,128,False,0.0024550016051471946,0.18920633813997842,15,100
2026-02-03 12:46:51,11,T_ac-Variation,0.5033333333333333,2,0.6920272731781005,0.6946818208694459,T_ac-Variation,2,2,64,128,False,0.0006350882821649481,0.4311846320911337,15,100
2026-02-03 12:48:59,12,T_ac-Variation,0.5116666666666667,2,0.6925631249745687,0.6947404074668885,T_ac-Variation,2,1,128,128,False,0.0001362191350498902,0.25022930225005124,15,100
