sigma_b,mu_target,cv_target,autocorr_target,variance,fano_factor,success,biologically_appropriate,error_type,error_message,rho,sigma_u,d
5.0,500.0,1.5999999999999999,0.1,639999.9999999998,1279.9999999999995,True,True,,,116376131251.37863,90989915.63953418,12.79000250065219
5.0,500.0,1.5999999999999999,1.0,639999.9999999998,1279.9999999999995,True,True,,,116376131251.37863,90989915.63953418,12.79000250065219
5.0,500.0,1.5999999999999999,10.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,1.5999999999999999,100.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,1.7999999999999998,0.1,809999.9999999998,1619.9999999999995,True,True,,,148763191191.01416,91885823.83532815,16.190003733613587
5.0,500.0,1.7999999999999998,1.0,809999.9999999998,1619.9999999999995,True,True,,,148763191191.01416,91885823.83532815,16.190003733613587
5.0,500.0,1.7999999999999998,10.0,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,1.7999999999999998,100.0,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,2.0,0.1,1000000.0,2000.0,True,True,,,394374528028.7118,197285876.97783664,19.990002532113085
5.0,500.0,2.0,1.0,1000000.0,2000.0,True,True,,,394374528028.7118,197285876.97783664,19.990002532113085
5.0,500.0,2.0,10.0,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,2.0,100.0,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,2.5,0.1,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,2.5,1.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,2.5,10.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,2.5,100.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,3.0,0.1,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,3.0,1.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,3.0,10.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,500.0,3.0,100.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.1,0.1,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.1,1.0,10000.0,10.0,True,True,,,1301.32351004554,0.23449926029180007,1.2430257846411434
5.0,1000.0,0.1,10.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.1,100.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.2,0.1,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.2,1.0,40000.0,40.0,True,True,,,1500.2491696836046,1.191553002678487,1.2115289726459513
5.0,1000.0,0.2,10.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.2,100.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.30000000000000004,0.1,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.30000000000000004,1.0,90000.00000000003,90.00000000000003,True,True,,,2032.3860839629112,3.9628022782110506,1.1337894225914853
5.0,1000.0,0.30000000000000004,10.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.30000000000000004,100.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.4,0.1,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.4,1.0,160000.0,160.0,True,True,,,5077.786805656241,19.328835391348644,1.0435737518824897
5.0,1000.0,0.4,10.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.4,100.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.5,0.1,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.5,1.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.5,10.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.5,100.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.6,0.1,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.6,1.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.6,10.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.6,100.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.7000000000000001,0.1,490000.0000000002,490.00000000000017,True,True,,,2621038770.782943,5359985.041253345,2.445003396097781
5.0,1000.0,0.7000000000000001,1.0,490000.0000000002,490.00000000000017,True,True,,,2621038770.782943,5359985.041253345,2.445003396097781
5.0,1000.0,0.7000000000000001,10.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.7000000000000001,100.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.8,0.1,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.8,1.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.8,10.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.8,100.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.9,0.1,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.9,1.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.9,10.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,0.9,100.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.0,0.1,1000000.0,1000.0,True,True,,,18602145017.30006,18620750.78807778,4.995002681150667
5.0,1000.0,1.0,1.0,1000000.0,1000.0,True,True,,,18602145017.30006,18620750.78807778,4.995002681150667
5.0,1000.0,1.0,10.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.0,100.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.2,0.1,1440000.0,1440.0,True,True,,,100980.65430313733,10.713660198662817,32.131487198549216
5.0,1000.0,1.2,1.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.2,10.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.2,100.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.4,0.1,1960000.0,1960.0,True,True,,,487580.692539655,228.0949332169504,10.458843652466804
5.0,1000.0,1.4,1.0,1960000.0,1960.0,True,True,,,99532996291.50111,50808043.6513975,9.795002852246267
5.0,1000.0,1.4,10.0,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.4,100.0,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.5999999999999999,0.1,2559999.999999999,2559.999999999999,True,True,,,1970617866447.3894,770073391.2133583,12.795000295669256
5.0,1000.0,1.5999999999999999,1.0,2559999.999999999,2559.999999999999,True,True,,,1970617866447.3894,770073391.2133583,12.795000295669256
5.0,1000.0,1.5999999999999999,10.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.5999999999999999,100.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.7999999999999998,0.1,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.7999999999999998,1.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.7999999999999998,10.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,1.7999999999999998,100.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,2.0,0.1,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,2.0,1.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,2.0,10.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,2.0,100.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,2.5,0.1,6250000.0,6250.0,True,True,,,8619199673244.686,1379292593.2956753,31.24500082105498
5.0,1000.0,2.5,1.0,6250000.0,6250.0,True,True,,,8619199673244.686,1379292593.2956753,31.24500082105498
5.0,1000.0,2.5,10.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,2.5,100.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,3.0,0.1,9000000.0,9000.0,True,True,,,4882722096684.502,542584909.6326765,44.99500414594135
5.0,1000.0,3.0,1.0,9000000.0,9000.0,True,True,,,4882722096684.502,542584909.6326765,44.99500414594135
5.0,1000.0,3.0,10.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
5.0,1000.0,3.0,100.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.1,0.1,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.1,1.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.1,10.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.1,100.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.2,0.1,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.2,1.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.2,10.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.2,100.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.30000000000000004,0.1,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.30000000000000004,1.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.30000000000000004,10.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.30000000000000004,100.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.4,0.1,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.4,1.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.4,10.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.4,100.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.5,0.1,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.5,1.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.5,10.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.5,100.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.6,0.1,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.6,1.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.6,10.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.6,100.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.7000000000000001,0.1,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.7000000000000001,1.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.7000000000000001,10.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.7000000000000001,100.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.8,0.1,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.8,1.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.8,10.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.8,100.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.9,0.1,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.9,1.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.9,10.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,0.9,100.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.0,0.1,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.0,1.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.0,10.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.0,100.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.2,0.1,1.44,1.44,True,True,,,27.32290479895645,12.692855852133466,12.040311266678975
10.0,1.0,1.2,1.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.2,10.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.2,100.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.4,0.1,1.9599999999999997,1.9599999999999997,True,True,,,375.03340502933173,359.9633351429576,10.13704249596558
10.0,1.0,1.4,1.0,1.9599999999999997,1.9599999999999997,True,True,,,321732382.8260996,335137869.177186,9.600000561440595
10.0,1.0,1.4,10.0,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.4,100.0,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.5999999999999999,0.1,2.5599999999999996,2.5599999999999996,True,True,,,104351282.65784296,66891812.25758186,15.600005970238799
10.0,1.0,1.5999999999999999,1.0,2.5599999999999996,2.5599999999999996,True,True,,,104351282.65784296,66891812.25758186,15.600005970238799
10.0,1.0,1.5999999999999999,10.0,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.5999999999999999,100.0,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.7999999999999998,0.1,3.2399999999999993,3.2399999999999993,True,True,,,283456882.73464376,126543208.82081485,22.4000057352752
10.0,1.0,1.7999999999999998,1.0,3.2399999999999993,3.2399999999999993,True,True,,,283456882.73464376,126543208.82081485,22.4000057352752
10.0,1.0,1.7999999999999998,10.0,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,1.7999999999999998,100.0,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,2.0,0.1,4.0,4.0,True,True,,,1080343508.0840788,360114452.6946885,30.0000033322742
10.0,1.0,2.0,1.0,4.0,4.0,True,True,,,1080343508.0840788,360114452.6946885,30.0000033322742
10.0,1.0,2.0,10.0,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,2.0,100.0,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,2.5,0.1,6.25,6.25,True,True,,,3964770657.313264,755194338.4168069,52.500004344908405
10.0,1.0,2.5,1.0,6.25,6.25,True,True,,,3964770657.313264,755194338.4168069,52.500004344908405
10.0,1.0,2.5,10.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,2.5,100.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,3.0,0.1,9.0,9.0,True,True,,,8694924932.755276,1086865516.5944018,80.00000662455513
10.0,1.0,3.0,1.0,9.0,9.0,True,True,,,8694924932.755276,1086865516.5944018,80.00000662455513
10.0,1.0,3.0,10.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,1.0,3.0,100.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.1,0.1,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.1,1.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.1,10.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.1,100.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.2,0.1,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.2,1.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.2,10.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.2,100.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.30000000000000004,0.1,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.30000000000000004,1.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.30000000000000004,10.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.30000000000000004,100.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.4,0.1,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.4,1.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.4,10.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.4,100.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.5,0.1,6.25,1.25,True,True,,,67.5912103205821,0.9429099493548548,12.353425301570171
10.0,5.0,0.5,1.0,6.25,1.25,True,True,,,10.501062782367299,10.790840502669246,1.0101624107999974
10.0,5.0,0.5,10.0,6.25,1.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.5,100.0,6.25,1.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.6,0.1,9.0,1.8,True,True,,,103.94203056207573,2.8760368345094456,16.14503467146003
10.0,5.0,0.6,1.0,9.0,1.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.6,10.0,9.0,1.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.6,100.0,9.0,1.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.7000000000000001,0.1,12.250000000000004,2.4500000000000006,True,True,,,137.81915006371554,5.392853078897401,17.906901255707638
10.0,5.0,0.7000000000000001,1.0,12.250000000000004,2.4500000000000006,True,True,,,23453766.096013464,16174988.200688643,2.900002312830542
10.0,5.0,0.7000000000000001,10.0,12.250000000000004,2.4500000000000006,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.7000000000000001,100.0,12.250000000000004,2.4500000000000006,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.8,0.1,16.0,3.2,True,True,,,167.24471918398456,9.29974340809314,17.33128940085828
10.0,5.0,0.8,1.0,16.0,3.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.8,10.0,16.0,3.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.8,100.0,16.0,3.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.9,0.1,20.25,4.05,True,True,,,203.89176499997154,17.026328893140814,15.088380357253667
10.0,5.0,0.9,1.0,20.25,4.05,True,True,,,73272485.6617919,24023739.69074065,6.100004088040673
10.0,5.0,0.9,10.0,20.25,4.05,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,0.9,100.0,20.25,4.05,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.0,0.1,25.0,5.0,True,True,,,322.15219704282134,43.380449342688614,12.070044408007432
10.0,5.0,1.0,1.0,25.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.0,10.0,25.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.0,100.0,25.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.2,0.1,36.0,7.2,True,True,,,1272589743.9847066,205256377.92011157,12.400001353234522
10.0,5.0,1.2,1.0,36.0,7.2,True,True,,,1272589743.9847066,205256377.92011157,12.400001353234522
10.0,5.0,1.2,10.0,36.0,7.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.2,100.0,36.0,7.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.4,0.1,49.0,9.8,True,True,,,2249139633.026496,255584011.60755345,17.6000019005885
10.0,5.0,1.4,1.0,49.0,9.8,True,True,,,2249139633.026496,255584011.60755345,17.6000019005885
10.0,5.0,1.4,10.0,49.0,9.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.4,100.0,49.0,9.8,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.5999999999999999,0.1,63.999999999999986,12.799999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.5999999999999999,1.0,63.999999999999986,12.799999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.5999999999999999,10.0,63.999999999999986,12.799999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.5999999999999999,100.0,63.999999999999986,12.799999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.7999999999999998,0.1,81.0,16.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.7999999999999998,1.0,81.0,16.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.7999999999999998,10.0,81.0,16.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,1.7999999999999998,100.0,81.0,16.2,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,2.0,0.1,100.0,20.0,True,True,,,28983916391.732258,1525469225.7753804,38.0000011956977
10.0,5.0,2.0,1.0,100.0,20.0,True,True,,,28983916391.732258,1525469225.7753804,38.0000011956977
10.0,5.0,2.0,10.0,100.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,2.0,100.0,100.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,2.5,0.1,156.25,31.25,True,True,,,19613083074.833138,648366302.1391042,60.500006578457864
10.0,5.0,2.5,1.0,156.25,31.25,True,True,,,19613083074.833138,648366302.1391042,60.500006578457864
10.0,5.0,2.5,10.0,156.25,31.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,2.5,100.0,156.25,31.25,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,3.0,0.1,225.0,45.0,True,True,,,89928716119.10696,2043834349.2524261,88.00000421952022
10.0,5.0,3.0,1.0,225.0,45.0,True,True,,,89928716119.10696,2043834349.2524261,88.00000421952022
10.0,5.0,3.0,10.0,225.0,45.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,5.0,3.0,100.0,225.0,45.0,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.1,0.1,1.0,0.1,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.1,1.0,1.0,0.1,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.1,10.0,1.0,0.1,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.1,100.0,1.0,0.1,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.2,0.1,4.0,0.4,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.2,1.0,4.0,0.4,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.2,10.0,4.0,0.4,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.2,100.0,4.0,0.4,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.30000000000000004,0.1,9.000000000000004,0.9000000000000004,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.30000000000000004,1.0,9.000000000000004,0.9000000000000004,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.30000000000000004,10.0,9.000000000000004,0.9000000000000004,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.30000000000000004,100.0,9.000000000000004,0.9000000000000004,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.4,0.1,16.0,1.6,True,True,,,170.88627188461302,1.0269264167042502,15.497180757980233
10.0,10.0,0.4,1.0,16.0,1.6,True,True,,,26.312203072622964,15.918979599465318,1.015171255938091
10.0,10.0,0.4,10.0,16.0,1.6,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.4,100.0,16.0,1.6,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.5,0.1,25.0,2.5,True,True,,,259.37959441322164,2.387391297071121,20.939000649357823
10.0,10.0,0.5,1.0,25.0,2.5,True,True,,,66935527.20166149,44623663.301104695,1.5000003865662142
10.0,10.0,0.5,10.0,25.0,2.5,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.5,100.0,25.0,2.5,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.6,0.1,36.0,3.6,True,True,,,325.7389726868264,4.212235194483575,22.919615966759455
10.0,10.0,0.6,1.0,36.0,3.6,True,True,,,20579365.22403098,7915117.87076109,2.600004138916349
10.0,10.0,0.6,10.0,36.0,3.6,False,True,value_error,Could not find a valid solution for parameter d,,,
10.0,10.0,0.6,100.0,36.0,3.6,False,True,value_error,Could not find a valid solution for parameter d,,,
