sigma_b,mu_target,cv_target,autocorr_target,variance,fano_factor,success,biologically_appropriate,error_type,error_message,rho,sigma_u,d
0.1,100.0,1.2,1.0,14400.0,144.0,True,True,,,168595.66800671426,0.14305010502142587,693.666303875293
0.1,100.0,1.2,10.0,14400.0,144.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.2,100.0,14400.0,144.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.4,0.1,19600.0,196.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.4,1.0,19600.0,196.0,True,True,,,204598.3281612603,0.19508298906637062,693.3585999267535
0.1,100.0,1.4,10.0,19600.0,196.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.4,100.0,19600.0,196.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.5999999999999999,0.1,25600.0,256.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.5999999999999999,1.0,25600.0,256.0,True,True,,,246138.24347013247,0.2551306584243374,693.092070851364
0.1,100.0,1.5999999999999999,10.0,25600.0,256.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.5999999999999999,100.0,25600.0,256.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.7999999999999998,0.1,32399.99999999999,323.9999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.7999999999999998,1.0,32399.99999999999,323.9999999999999,True,True,,,2716.9500039837135,0.3467247047530262,6.081933627301387
0.1,100.0,1.7999999999999998,10.0,32399.99999999999,323.9999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,1.7999999999999998,100.0,32399.99999999999,323.9999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,2.0,0.1,40000.0,400.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,2.0,1.0,40000.0,400.0,True,True,,,1087939016.3079505,2726663.6022729673,0.39900007302001944
0.1,100.0,2.0,10.0,40000.0,400.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,2.0,100.0,40000.0,400.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,2.5,0.1,62500.0,625.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,2.5,1.0,62500.0,625.0,True,True,,,374176306.158303,599640.6922784576,0.6240007534119615
0.1,100.0,2.5,10.0,62500.0,625.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,2.5,100.0,62500.0,625.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,3.0,0.1,90000.0,900.0,True,True,,,187009.86652338182,0.903844264585183,186.29370423375346
0.1,100.0,3.0,1.0,90000.0,900.0,True,True,,,692045.9589794362,0.9002998257642698,691.8385279640381
0.1,100.0,3.0,10.0,90000.0,900.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,100.0,3.0,100.0,90000.0,900.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.1,0.1,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.1,1.0,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.1,10.0,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.1,100.0,2500.0,5.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.2,0.1,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.2,1.0,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.2,10.0,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.2,100.0,10000.0,20.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.30000000000000004,0.1,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.30000000000000004,1.0,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.30000000000000004,10.0,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.30000000000000004,100.0,22500.000000000007,45.000000000000014,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.4,0.1,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.4,1.0,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.4,10.0,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.4,100.0,40000.0,80.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.5,0.1,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.5,1.0,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.5,10.0,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.5,100.0,62500.0,125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.6,0.1,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.6,1.0,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.6,10.0,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.6,100.0,90000.0,180.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.7000000000000001,0.1,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.7000000000000001,1.0,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.7000000000000001,10.0,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.7000000000000001,100.0,122500.00000000004,245.00000000000009,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.8,0.1,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.8,1.0,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.8,10.0,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.8,100.0,160000.0,320.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.9,0.1,202500.0,405.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.9,1.0,202500.0,405.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.9,10.0,202500.0,405.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,0.9,100.0,202500.0,405.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.0,0.1,250000.0,500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.0,1.0,250000.0,500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.0,10.0,250000.0,500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.0,100.0,250000.0,500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.2,0.1,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.2,1.0,360000.0,720.0,True,True,,,841836.4159261937,0.1438507866426426,690.4520813868726
0.1,500.0,1.2,10.0,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.2,100.0,360000.0,720.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.4,0.1,490000.0,980.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.4,1.0,490000.0,980.0,True,True,,,1021013.2045428065,0.19588394486473043,690.1443773906584
0.1,500.0,1.4,10.0,490000.0,980.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.4,100.0,490000.0,980.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.5999999999999999,0.1,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.5999999999999999,1.0,639999.9999999998,1279.9999999999995,True,True,,,1227747.929150317,0.25593197611680535,689.8778483152691
0.1,500.0,1.5999999999999999,10.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.5999999999999999,100.0,639999.9999999998,1279.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.7999999999999998,0.1,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.7999999999999998,1.0,809999.9999999998,1619.9999999999995,True,True,,,13727.664150142828,0.3474079086841546,6.136531734772621
0.1,500.0,1.7999999999999998,10.0,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,1.7999999999999998,100.0,809999.9999999998,1619.9999999999995,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,2.0,0.1,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,2.0,1.0,1000000.0,2000.0,True,True,,,144076443.25367388,72073.65895274913,0.3998027724573906
0.1,500.0,2.0,10.0,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,2.0,100.0,1000000.0,2000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,2.5,0.1,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,2.5,1.0,1562500.0,3125.0,True,True,,,409731072.3202998,131155.08823066155,0.6248034528374267
0.1,500.0,2.5,10.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,2.5,100.0,1562500.0,3125.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,3.0,0.1,2250000.0,4500.0,True,True,,,998035.7708867181,0.9043471321242668,198.7431912661114
0.1,500.0,3.0,1.0,2250000.0,4500.0,True,True,,,3446936.9865121087,0.9011081110345506,688.6243250891306
0.1,500.0,3.0,10.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,500.0,3.0,100.0,2250000.0,4500.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.1,0.1,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.1,1.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.1,10.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.1,100.0,10000.0,10.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.2,0.1,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.2,1.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.2,10.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.2,100.0,40000.0,40.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.30000000000000004,0.1,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.30000000000000004,1.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.30000000000000004,10.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.30000000000000004,100.0,90000.00000000003,90.00000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.4,0.1,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.4,1.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.4,10.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.4,100.0,160000.0,160.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.5,0.1,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.5,1.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.5,10.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.5,100.0,250000.0,250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.6,0.1,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.6,1.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.6,10.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.6,100.0,360000.0,360.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.7000000000000001,0.1,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.7000000000000001,1.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.7000000000000001,10.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.7000000000000001,100.0,490000.0000000002,490.00000000000017,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.8,0.1,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.8,1.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.8,10.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.8,100.0,640000.0,640.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.9,0.1,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.9,1.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.9,10.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,0.9,100.0,810000.0,810.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.0,0.1,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.0,1.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.0,10.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.0,100.0,1000000.0,1000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.2,0.1,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.2,1.0,1440000.0,1440.0,True,True,,,1680987.3801966163,0.14395094497464,689.0677879404665
0.1,1000.0,1.2,10.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.2,100.0,1440000.0,1440.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.4,0.1,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.4,1.0,1960000.0,1960.0,True,True,,,2038620.9297823394,0.1959841850492858,688.7600867738519
0.1,1000.0,1.4,10.0,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.4,100.0,1960000.0,1960.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.5999999999999999,0.1,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.5999999999999999,1.0,2559999.999999999,2559.999999999999,True,True,,,2451259.7068044296,0.25603233046345003,688.4935712477588
0.1,1000.0,1.5999999999999999,10.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.5999999999999999,100.0,2559999.999999999,2559.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.7999999999999998,0.1,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.7999999999999998,1.0,3239999.999999999,3239.999999999999,True,True,,,27491.477082858728,0.347493133485502,6.143441100141351
0.1,1000.0,1.7999999999999998,10.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,1.7999999999999998,100.0,3239999.999999999,3239.999999999999,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,2.0,0.1,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,2.0,1.0,4000000.0,4000.0,True,True,,,232731957.2272663,58196.93878719538,0.39990343508417897
0.1,1000.0,2.0,10.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,2.0,100.0,4000000.0,4000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,2.5,0.1,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,2.5,1.0,6250000.0,6250.0,True,True,,,7377182511.338628,1180537.2630078006,0.6249003837153337
0.1,1000.0,2.5,10.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,2.5,100.0,6250000.0,6250.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,3.0,0.1,9000000.0,9000.0,True,True,,,2013004.1818308092,0.9044099485361548,200.41659132952617
0.1,1000.0,3.0,1.0,9000000.0,9000.0,True,True,,,6880723.229857241,0.9012110263192024,687.2400571888581
0.1,1000.0,3.0,10.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
0.1,1000.0,3.0,100.0,9000000.0,9000.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.1,0.1,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.1,1.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.1,10.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.1,100.0,0.010000000000000002,0.010000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.2,0.1,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.2,1.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.2,10.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.2,100.0,0.04000000000000001,0.04000000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.30000000000000004,0.1,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.30000000000000004,1.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.30000000000000004,10.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.30000000000000004,100.0,0.09000000000000002,0.09000000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.4,0.1,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.4,1.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.4,10.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.4,100.0,0.16000000000000003,0.16000000000000003,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.5,0.1,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.5,1.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.5,10.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.5,100.0,0.25,0.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.6,0.1,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.6,1.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.6,10.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.6,100.0,0.36,0.36,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.7000000000000001,0.1,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.7000000000000001,1.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.7000000000000001,10.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.7000000000000001,100.0,0.4900000000000001,0.4900000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.8,0.1,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.8,1.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.8,10.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.8,100.0,0.6400000000000001,0.6400000000000001,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.9,0.1,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.9,1.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.9,10.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,0.9,100.0,0.81,0.81,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.0,0.1,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.0,1.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.0,10.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.0,100.0,1.0,1.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.2,0.1,1.44,1.44,True,True,,,30.568418497313523,0.4711526640099507,20.778549531353576
1.0,1.0,1.2,1.0,1.44,1.44,True,True,,,2.732291076094478,1.2692849128270929,1.2040317461462202
1.0,1.0,1.2,10.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.2,100.0,1.44,1.44,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.4,0.1,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.4,1.0,1.9599999999999997,1.9599999999999997,True,True,,,37.50340862544862,35.996404698018296,1.013704140485237
1.0,1.0,1.4,10.0,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.4,100.0,1.9599999999999997,1.9599999999999997,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.5999999999999999,0.1,2.5599999999999996,2.5599999999999996,True,True,,,6045829.310706339,3875528.04942545,1.5600010304664436
1.0,1.0,1.5999999999999999,1.0,2.5599999999999996,2.5599999999999996,True,True,,,6045829.310706339,3875528.04942545,1.5600010304664436
1.0,1.0,1.5999999999999999,10.0,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.5999999999999999,100.0,2.5599999999999996,2.5599999999999996,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.7999999999999998,0.1,3.2399999999999993,3.2399999999999993,True,True,,,12709920.271367805,5674067.309715922,2.240001279082969
1.0,1.0,1.7999999999999998,1.0,3.2399999999999993,3.2399999999999993,True,True,,,12709920.271367805,5674067.309715922,2.240001279082969
1.0,1.0,1.7999999999999998,10.0,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,1.7999999999999998,100.0,3.2399999999999993,3.2399999999999993,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,2.0,0.1,4.0,4.0,True,True,,,35036170.75822399,11678718.586073292,3.0000010275102524
1.0,1.0,2.0,1.0,4.0,4.0,True,True,,,35036170.75822399,11678718.586073292,3.0000010275102524
1.0,1.0,2.0,10.0,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,2.0,100.0,4.0,4.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,2.5,0.1,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,2.5,1.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,2.5,10.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,2.5,100.0,6.25,6.25,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,3.0,0.1,9.0,9.0,True,True,,,1238.0086801879372,8.594905056971465,129.02771552579617
1.0,1.0,3.0,1.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,3.0,10.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,1.0,3.0,100.0,9.0,9.0,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.1,0.1,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.1,1.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.1,10.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.1,100.0,0.25,0.05,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.2,0.1,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.2,1.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.2,10.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.2,100.0,1.0,0.2,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.30000000000000004,0.1,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.30000000000000004,1.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.30000000000000004,10.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.30000000000000004,100.0,2.250000000000001,0.4500000000000002,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.4,0.1,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.4,1.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.4,10.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.4,100.0,4.0,0.8,False,True,value_error,Could not find a valid solution for parameter d,,,
1.0,5.0,0.5,0.1,6.25,1.25,True,True,,,79.25928760272343,0.05350073738116884,15.046840460643454
1.0,5.0,0.5,1.0,6.25,1.25,True,True,,,6.759112876759674,0.09429105308232771,1.2353409739979222
