architecture,hidden_size,num_layers,dropout_rate,learning_rate,batch_size,epochs,train_acc,val_acc,test_acc,test_acc_std,time
Conv1D + Attention,128,2,0.05,0.0001,32,50,0.7890625,0.8046875,0.810125,0.0250465192192448,43.096928358078
Conv1D + Attention,128,2,0.05,0.0001,32,100,0.794921875,0.790625,0.793125,0.0541994291944112,43.308868408203125
Conv1D + Attention,128,2,0.05,0.0001,32,150,0.818359375,0.8171875,0.8106249999999999,0.0240393557525987,56.289591789245605
Conv1D + Attention,128,2,0.05,0.0001,64,50,0.803125,0.8,0.781,0.0228500547045297,23.921095848083496
Conv1D + Attention,128,2,0.05,0.0001,64,100,0.746484375,0.75625,0.790125,0.0346836146472653,21.94933199882508
Conv1D + Attention,128,2,0.05,0.0001,64,150,0.81640625,0.821875,0.786625,0.0366744546653389,38.72554636001587
Conv1D + Attention,128,2,0.05,0.0001,128,50,0.7625,0.765625,0.75925,0.0338433893101739,20.276127815246586
Conv1D + Attention,128,2,0.05,0.0001,128,100,0.809375,0.8203125,0.7493749999999999,0.0400673261523651,43.72480654716492
Conv1D + Attention,128,2,0.05,0.0001,128,150,0.78984375,0.79375,0.7635,0.018138357147217,28.6824631690979
Conv1D + Attention,128,2,0.05,0.0005,32,50,0.953515625,0.9671875,0.787875,0.1916263046270005,43.76966142654419
Conv1D + Attention,128,2,0.05,0.0005,32,100,0.49921875,0.5,0.7598749999999999,0.1919500667491418,12.098583936691284
Conv1D + Attention,128,2,0.05,0.0005,32,150,0.91484375,0.915625,0.8775000000000001,0.1276800199718029,48.08242702484131
Conv1D + Attention,128,2,0.05,0.0005,64,50,0.90390625,0.9234375,0.8707499999999999,0.0475696857252599,30.809601545333862
Conv1D + Attention,128,2,0.05,0.0005,64,100,0.49921875,0.5,0.8385,0.1706786087944239,7.830591201782227
Conv1D + Attention,128,2,0.05,0.0005,64,150,0.898828125,0.8984375,0.8692500000000001,0.0773894372637506,33.15543532371521
Conv1D + Attention,128,2,0.05,0.0005,128,50,0.819921875,0.8140625,0.852875,0.0497652300808506,23.731691122055054
Conv1D + Attention,128,2,0.05,0.0005,128,100,0.861328125,0.8671875,0.8407500000000001,0.0856358569759186,28.531210899353027
Conv1D + Attention,128,2,0.05,0.0005,128,150,0.852734375,0.865625,0.8332499999999999,0.1070093453862792,26.374669551849365
Conv1D + Attention,128,2,0.1,0.01,32,50,0.49375,0.5,0.5,0.0,9.64642858505249
Conv1D + Attention,128,2,0.1,0.01,32,100,0.48359375,0.5,0.5,0.0,10.619686841964722
Conv1D + Attention,128,2,0.1,0.01,32,150,0.477734375,0.5,0.5,0.0,9.590734481811523
Conv1D + Attention,128,2,0.1,0.01,64,50,0.491015625,0.5,0.5,0.0,6.613094568252564
Conv1D + Attention,128,2,0.1,0.01,64,100,0.489453125,0.5,0.5,0.0,7.691861629486084
Conv1D + Attention,128,2,0.1,0.01,64,150,0.48515625,0.5,0.5,0.0,6.878332614898682
Conv1D + Attention,128,2,0.1,0.01,128,50,0.482421875,0.5,0.50025,0.0007499999999999,5.403582811355591
Conv1D + Attention,128,2,0.1,0.01,128,100,0.49140625,0.5,0.5,0.0,6.251903295516968
Conv1D + Attention,128,2,0.1,0.01,128,150,0.490625,0.5,0.5,0.0,5.445300579071045
Conv1D + Attention,128,2,0.1,0.001,32,50,0.51015625,0.465625,0.5349999999999999,0.1030594488632653,12.14950680732727
Conv1D + Attention,128,2,0.1,0.001,32,100,0.4859375,0.5,0.554,0.142028606273525,10.51718282699585
Conv1D + Attention,128,2,0.1,0.001,32,150,0.509375,0.5,0.59825,0.1742378044512728,10.515207290649414
Conv1D + Attention,128,2,0.1,0.001,64,50,0.528515625,0.5296875,0.71275,0.2013251412516578,7.441494464874268
Conv1D + Attention,128,2,0.1,0.001,64,100,0.855078125,0.8609375,0.716,0.1676573887426379,29.834797620773315
Conv1D + Attention,128,2,0.1,0.001,64,150,0.525,0.5375,0.713375,0.2050495747983887,10.532834529876707
Conv1D + Attention,128,2,0.1,0.001,128,50,0.6765625,0.728125,0.7577499999999999,0.1509623297382496,15.191745042800903
Conv1D + Attention,128,2,0.1,0.001,128,100,0.833984375,0.85625,0.8844999999999998,0.0507111920585584,34.74131226539612
Conv1D + Attention,128,2,0.1,0.001,128,150,0.856640625,0.89375,0.721375,0.1824481518815688,22.91715168952942
Conv1D + Attention,128,2,0.1,0.0001,32,50,0.79453125,0.840625,0.812,0.0318109650906727,42.33808588981629
Conv1D + Attention,128,2,0.1,0.0001,32,100,0.83984375,0.875,0.782875,0.0723944274443827,55.47133183479309
Conv1D + Attention,128,2,0.1,0.0001,32,150,0.7171875,0.75625,0.8015000000000001,0.0424367175921983,27.65429782867432
Conv1D + Attention,128,2,0.1,0.0001,64,50,0.77734375,0.8,0.7458750000000001,0.0920683339970915,30.03261399269104
Conv1D + Attention,128,2,0.1,0.0001,64,100,0.8078125,0.809375,0.78625,0.0227211355350035,30.65885663032532
Conv1D + Attention,128,2,0.1,0.0001,64,150,0.762109375,0.771875,0.7819999999999999,0.0244067101429094,23.8355233669281
Conv1D + Attention,128,2,0.1,0.0001,128,50,0.714453125,0.728125,0.7568750000000001,0.0263168790892841,18.011149406433105
Conv1D + Attention,128,2,0.1,0.0001,128,100,0.7328125,0.740625,0.75525,0.0358416656978997,16.145980834960938
Conv1D + Attention,128,2,0.1,0.0001,128,150,0.64375,0.6890625,0.76375,0.0429170711955044,15.51026201248169
Conv1D + Attention,128,2,0.1,0.0005,32,50,0.890234375,0.915625,0.86,0.1189445774299946,42.44945573806763
Conv1D + Attention,128,2,0.1,0.0005,32,100,0.912890625,0.9609375,0.812625,0.1569747690713383,50.27701377868652
Conv1D + Attention,128,2,0.1,0.0005,32,150,0.89140625,0.9203125,0.718375,0.2118711651570359,59.11062812805176
Conv1D + Attention,128,2,0.1,0.0005,64,50,0.87265625,0.884375,0.8553750000000001,0.0874286316088728,29.51025128364563
Conv1D + Attention,128,2,0.1,0.0005,64,100,0.8390625,0.853125,0.883,0.0324817256314993,23.341001987457275
Conv1D + Attention,128,2,0.1,0.0005,64,150,0.90078125,0.928125,0.8956249999999999,0.0484518124016016,48.45203328132629
Conv1D + Attention,128,2,0.1,0.0005,128,50,0.855859375,0.896875,0.877,0.0237710433090346,23.583725452423096
Conv1D + Attention,128,2,0.1,0.0005,128,100,0.8828125,0.921875,0.859,0.0474894725176012,29.171852827072144
Conv1D + Attention,128,2,0.1,0.0005,128,150,0.8046875,0.821875,0.817,0.0765408387725141,15.6504647731781
Conv1D + Attention,128,2,0.2,0.01,32,50,0.4875,0.5,0.5005,0.0015,10.361830234527588
Conv1D + Attention,128,2,0.2,0.01,32,100,0.50078125,0.5,0.5,0.0,10.081763982772827
Conv1D + Attention,128,2,0.2,0.01,32,150,0.504296875,0.5,0.5,0.0,9.546406030654907
Conv1D + Attention,128,2,0.2,0.01,64,50,0.487890625,0.5,0.5,0.0,7.224454164505005
Conv1D + Attention,128,2,0.2,0.01,64,100,0.49921875,0.5,0.5,0.0,7.021235704421997
Conv1D + Attention,128,2,0.2,0.01,64,150,0.4765625,0.5,0.5,0.0,7.277452707290649
Conv1D + Attention,128,2,0.2,0.01,128,50,0.5,0.5,0.5,0.0,5.4527106285095215
Conv1D + Attention,128,2,0.2,0.01,128,100,0.484765625,0.5,0.5,0.0,5.4381325244903564
Conv1D + Attention,128,2,0.2,0.01,128,150,0.50078125,0.5,0.5,0.0,5.365605115890503
Conv1D + Attention,128,2,0.2,0.001,32,50,0.88125,0.965625,0.5988749999999999,0.1889605200167484,45.30924987792969
Conv1D + Attention,128,2,0.2,0.001,32,100,0.509375,0.5,0.6348750000000001,0.1884554406882433,11.415603160858154
Conv1D + Attention,128,2,0.2,0.001,32,150,0.49453125,0.5,0.68525,0.2264797176349352,13.848340034484863
Conv1D + Attention,128,2,0.2,0.001,64,50,0.50625,0.5,0.806,0.1906238114717046,7.938529253005981
Conv1D + Attention,128,2,0.2,0.001,64,100,0.878515625,0.9328125,0.71575,0.2178963342968394,33.34511590003967
Conv1D + Attention,128,2,0.2,0.001,64,150,0.501171875,0.5,0.7213749999999999,0.1931089799180763,6.668768882751465
Conv1D + Attention,128,2,0.2,0.001,128,50,0.867578125,0.9609375,0.795125,0.1836168309959629,25.6610906124115
Conv1D + Attention,128,2,0.2,0.001,128,100,0.891015625,0.9171875,0.8317499999999999,0.1671313106512361,20.75123715400696
Conv1D + Attention,128,2,0.2,0.001,128,150,0.882421875,0.9546875,0.91025,0.0326238026600211,28.412354230880737
Conv1D + Attention,128,2,0.2,0.0001,32,50,0.792578125,0.859375,0.8015000000000001,0.0992216584219393,44.7798707485199
Conv1D + Attention,128,2,0.2,0.0001,32,100,0.798828125,0.8375,0.8045000000000002,0.0322596884671876,51.9696307182312
Conv1D + Attention,128,2,0.2,0.0001,32,150,0.78046875,0.7765625,0.8087500000000001,0.0455555978997093,39.85312819480896
Conv1D + Attention,128,2,0.2,0.0001,64,50,0.716015625,0.75625,0.7463749999999999,0.0709961486631493,17.23974919319153
Conv1D + Attention,128,2,0.2,0.0001,64,100,0.85078125,0.8734375,0.7905,0.0350499643366437,37.967200756073
Conv1D + Attention,128,2,0.2,0.0001,64,150,0.715625,0.75,0.7795,0.0340137839706199,20.01563858985901
Conv1D + Attention,128,2,0.2,0.0001,128,50,0.745703125,0.78125,0.77275,0.0236101143580457,23.614107370376587
Conv1D + Attention,128,2,0.2,0.0001,128,100,0.740625,0.75,0.7648750000000002,0.0215381202754558,33.02032494544983
Conv1D + Attention,128,2,0.2,0.0001,128,150,0.7625,0.7640625,0.7568750000000001,0.0466243297538956,16.873773336410522
Conv1D + Attention,128,2,0.2,0.0005,32,50,0.873828125,0.953125,0.912,0.0886428931161432,45.3155038356781
Conv1D + Attention,128,2,0.2,0.0005,32,100,0.873046875,0.9140625,0.838875,0.1701767922632225,47.56226658821106
Conv1D + Attention,128,2,0.2,0.0005,32,150,0.508984375,0.5015625,0.856625,0.1352763952986625,9.456287622451782
Conv1D + Attention,128,2,0.2,0.0005,64,50,0.73671875,0.765625,0.8967500000000002,0.0575630089554046,16.28496265411377
Conv1D + Attention,128,2,0.2,0.0005,64,100,0.496875,0.5,0.835875,0.1520064246175141,7.301252603530884
Conv1D + Attention,128,2,0.2,0.0005,64,150,0.528125,0.5234375,0.8835,0.1204325537385967,9.24598240852356
Conv1D + Attention,128,2,0.2,0.0005,128,50,0.8171875,0.8890625,0.883,0.0189835455065696,25.55515742301941
Conv1D + Attention,128,2,0.2,0.0005,128,100,0.820703125,0.8875,0.87575,0.0518808731615033,28.579647541046143
Conv1D + Attention,128,2,0.2,0.0005,128,150,0.82578125,0.8890625,0.8335000000000001,0.1140802897086083,25.02828454971313
Conv1D + Attention,128,2,0.3,0.01,32,50,0.4953125,0.5,0.5,0.0,9.815114259719849
Conv1D + Attention,128,2,0.3,0.01,32,100,0.496875,0.5,0.5,0.0,9.832746744155884
Conv1D + Attention,128,2,0.3,0.01,32,150,0.49765625,0.5,0.5,0.0,9.821725606918337
Conv1D + Attention,128,2,0.3,0.01,64,50,0.49453125,0.5,0.5,0.0,7.1695075035095215
Conv1D + Attention,128,2,0.3,0.01,64,100,0.50546875,0.5,0.5,0.0,6.859967470169067
Conv1D + Attention,128,2,0.3,0.01,64,150,0.496484375,0.5,0.5,0.0,7.286153316497803
Conv1D + Attention,128,2,0.3,0.01,128,50,0.5,0.5,0.5,0.0,5.4452009201049805
Conv1D + Attention,128,2,0.3,0.01,128,100,0.49765625,0.5,0.5,0.0,5.673637390136719
Conv1D + Attention,128,2,0.3,0.01,128,150,0.5,0.5,0.5,0.0,5.378833770751953
Conv1D + Attention,128,2,0.3,0.001,32,50,0.964453125,0.953125,0.6785,0.2192998803009249,44.3992440700531
Conv1D + Attention,128,2,0.3,0.001,32,100,0.493359375,0.5,0.559625,0.1391728354421221,9.73635745048523
Conv1D + Attention,128,2,0.3,0.001,32,150,0.508984375,0.4921875,0.783625,0.2286847242930756,13.197974443435667
Conv1D + Attention,128,2,0.3,0.001,64,50,0.765234375,0.8578125,0.935125,0.0476361535495887,32.35677719116211
Conv1D + Attention,128,2,0.3,0.001,64,100,0.806640625,0.928125,0.7216250000000001,0.2097454186031246,29.59059810638428
Conv1D + Attention,128,2,0.3,0.001,64,150,0.8609375,0.909375,0.7212500000000001,0.2134369051968286,31.95843958854676
Conv1D + Attention,128,2,0.3,0.001,128,50,0.5203125,0.515625,0.8571250000000001,0.1179115796900372,8.395610809326172
Conv1D + Attention,128,2,0.3,0.001,128,100,0.59140625,0.6359375,0.907125,0.0882805365015415,10.236449718475342
Conv1D + Attention,128,2,0.3,0.001,128,150,0.77578125,0.8640625,0.8413749999999999,0.1411697227630627,26.478190422058105
Conv1D + Attention,128,2,0.3,0.0001,32,50,0.815625,0.84375,0.825375,0.0266343880162469,46.29762506484985
Conv1D + Attention,128,2,0.3,0.0001,32,100,0.821484375,0.859375,0.82875,0.0556355327106697,60.93973135948181
Conv1D + Attention,128,2,0.3,0.0001,32,150,0.917578125,0.9203125,0.8316250000000001,0.0539503533352655,58.57805299758911
Conv1D + Attention,128,2,0.3,0.0001,64,50,0.812109375,0.8453125,0.8005000000000001,0.0209329286054292,31.836695194244385
Conv1D + Attention,128,2,0.3,0.0001,64,100,0.81015625,0.8359375,0.8028749999999999,0.0353555600295059,46.245463848114014
Conv1D + Attention,128,2,0.3,0.0001,64,150,0.748828125,0.775,0.76225,0.0313039534244478,19.13202810287476
Conv1D + Attention,128,2,0.3,0.0001,128,50,0.537109375,0.4953125,0.728875,0.0720838270696,5.742830991744995
Conv1D + Attention,128,2,0.3,0.0001,128,100,0.750390625,0.7671875,0.7505,0.0260780079760705,24.86976432800293
Conv1D + Attention,128,2,0.3,0.0001,128,150,0.760546875,0.8,0.7620000000000001,0.0299489148384377,21.38592839241028
Conv1D + Attention,128,2,0.3,0.0005,32,50,0.95390625,0.965625,0.93025,0.0378888176115328,36.3609471321106
Conv1D + Attention,128,2,0.3,0.0005,32,100,0.96875,0.965625,0.8977499999999999,0.1363655473350948,52.83172607421875
Conv1D + Attention,128,2,0.3,0.0005,32,150,0.892578125,0.9203125,0.896875,0.1353978512569531,42.28211450576782
Conv1D + Attention,128,2,0.3,0.0005,64,50,0.9234375,0.9390625,0.9291250000000002,0.0321473657552216,31.40831661224365
Conv1D + Attention,128,2,0.3,0.0005,64,100,0.782421875,0.865625,0.8642499999999999,0.0870114934936758,49.58464765548706
Conv1D + Attention,128,2,0.3,0.0005,64,150,0.95859375,0.9546875,0.924625,0.0352182924770636,33.19294738769531
Conv1D + Attention,128,2,0.3,0.0005,128,50,0.781640625,0.81875,0.860125,0.0227379775925652,25.92444133758545
Conv1D + Attention,128,2,0.3,0.0005,128,100,0.822265625,0.86875,0.8945000000000001,0.035856484769146,23.894093990325928
Conv1D + Attention,128,2,0.3,0.0005,128,150,0.859375,0.8671875,0.8708750000000001,0.0387179302778441,30.19794631004333
Conv1D + Attention,128,3,0.01,0.01,32,50,0.493359375,0.5,0.5,0.0,11.82093358039856
Conv1D + Attention,128,3,0.01,0.01,32,100,0.48203125,0.5015625,0.5005,0.0015,11.913848638534546
Conv1D + Attention,128,3,0.01,0.01,32,150,0.496875,0.5,0.5,0.0,11.984622478485107
Conv1D + Attention,128,3,0.01,0.01,64,50,0.491015625,0.5,0.5,0.0,8.218968391418457
Conv1D + Attention,128,3,0.01,0.01,64,100,0.48515625,0.5,0.5,0.0,8.547403812408447
Conv1D + Attention,128,3,0.01,0.01,64,150,0.484765625,0.5,0.5,0.0,8.176099061965942
Conv1D + Attention,128,3,0.01,0.01,128,50,0.4890625,0.5,0.5,0.0,6.330262899398804
Conv1D + Attention,128,3,0.01,0.01,128,100,0.483984375,0.5,0.5,0.0,6.693617820739746
Conv1D + Attention,128,3,0.01,0.01,128,150,0.498046875,0.5,0.5,0.0,6.320136308670044
Conv1D + Attention,128,3,0.01,0.001,32,50,0.50078125,0.5,0.499125,0.0026249999999999,14.346730470657349
Conv1D + Attention,128,3,0.01,0.001,32,100,0.873046875,0.83125,0.5798749999999999,0.1553760056282822,53.62859559059143
Conv1D + Attention,128,3,0.01,0.001,32,150,0.480859375,0.5,0.5005,0.0015,11.786948442459106
Conv1D + Attention,128,3,0.01,0.001,64,50,0.5,0.5,0.573,0.1300927553709275,8.465961933135986
Conv1D + Attention,128,3,0.01,0.001,64,100,0.508203125,0.5078125,0.5586249999999999,0.114855139741328,9.023808002471924
Conv1D + Attention,128,3,0.01,0.001,64,150,0.50234375,0.5,0.546125,0.1295936558053672,9.124643564224243
Conv1D + Attention,128,3,0.01,0.001,128,50,0.905078125,0.8984375,0.698375,0.1838393065288269,29.492106914520264
Conv1D + Attention,128,3,0.01,0.001,128,100,0.892578125,0.8859375,0.7386250000000001,0.1916168458800008,34.82833480834961
Conv1D + Attention,128,3,0.01,0.001,128,150,0.507421875,0.5125,0.651,0.1786090353257639,9.15918779373169
Conv1D + Attention,128,3,0.01,0.0001,32,50,0.830859375,0.8234375,0.8186250000000002,0.0205354114884508,54.56176424026489
Conv1D + Attention,128,3,0.01,0.0001,32,100,0.808984375,0.8203125,0.8193750000000002,0.0264176195937484,73.55876350402832
Conv1D + Attention,128,3,0.01,0.0001,32,150,0.796484375,0.7859375,0.8001250000000001,0.0385172445146326,42.269972801208496
Conv1D + Attention,128,3,0.01,0.0001,64,50,0.8390625,0.83125,0.77025,0.0800230435562157,37.97797846794128
Conv1D + Attention,128,3,0.01,0.0001,64,100,0.8421875,0.84375,0.78725,0.0322868007086487,35.34036207199097
Conv1D + Attention,128,3,0.01,0.0001,64,150,0.825,0.828125,0.771125,0.0355907730317845,35.82218074798584
Conv1D + Attention,128,3,0.01,0.0001,128,50,0.776953125,0.765625,0.764125,0.0271457294062988,29.46564602851868
Conv1D + Attention,128,3,0.01,0.0001,128,100,0.766015625,0.765625,0.7845000000000001,0.0254226768850174,23.078157663345337
Conv1D + Attention,128,3,0.01,0.0001,128,150,0.7546875,0.753125,0.774375,0.0314158101121075,14.420666933059692
Conv1D + Attention,128,3,0.01,0.0005,32,50,0.9296875,0.9171875,0.7813749999999999,0.1863325739772839,55.55729341506958
Conv1D + Attention,128,3,0.01,0.0005,32,100,0.5015625,0.5,0.7191249999999999,0.1791734930870077,21.287191152572632
Conv1D + Attention,128,3,0.01,0.0005,32,150,0.501171875,0.5,0.6981249999999999,0.1894129499928661,14.961750984191896
Conv1D + Attention,128,3,0.01,0.0005,64,50,0.83125,0.821875,0.79375,0.1338060630165912,38.80193042755127
Conv1D + Attention,128,3,0.01,0.0005,64,100,0.86796875,0.853125,0.812875,0.1474470773701533,41.7745041847229
Conv1D + Attention,128,3,0.01,0.0005,64,150,0.5,0.5,0.828125,0.1369834045605525,12.1542067527771
Conv1D + Attention,128,3,0.01,0.0005,128,50,0.785546875,0.7921875,0.7878749999999999,0.1101817390723163,17.204734086990356
Conv1D + Attention,128,3,0.01,0.0005,128,100,0.89375,0.875,0.804625,0.1030868111108302,39.37061500549317
Conv1D + Attention,128,3,0.01,0.0005,128,150,0.850390625,0.8609375,0.828125,0.0483743540008546,22.085349082946777
Conv1D + Attention,128,3,0.05,0.01,32,50,0.498828125,0.5,0.5,0.0,12.23740530014038
Conv1D + Attention,128,3,0.05,0.01,32,100,0.49453125,0.5,0.5,0.0,12.056665897369385
Conv1D + Attention,128,3,0.05,0.01,32,150,0.50234375,0.5,0.5,0.0,12.061599016189575
Conv1D + Attention,128,3,0.05,0.01,64,50,0.484765625,0.5,0.5,0.0,8.237946510314941
Conv1D + Attention,128,3,0.05,0.01,64,100,0.5,0.5,0.5,0.0,8.26584768295288
Conv1D + Attention,128,3,0.05,0.01,64,150,0.50546875,0.5,0.5,0.0,8.444475889205933
Conv1D + Attention,128,3,0.05,0.01,128,50,0.4984375,0.5,0.5,0.0,6.344365358352661
Conv1D + Attention,128,3,0.05,0.01,128,100,0.4921875,0.5,0.5,0.0,6.442740201950073
Conv1D + Attention,128,3,0.05,0.01,128,150,0.4921875,0.5,0.5,0.0,6.573869228363037
Conv1D + Attention,128,3,0.05,0.001,32,50,0.4984375,0.5,0.503375,0.0071600017458098,13.845854759216309
Conv1D + Attention,128,3,0.05,0.001,32,100,0.4859375,0.5,0.5042500000000001,0.0084999999999999,11.791613340377808
Conv1D + Attention,128,3,0.05,0.001,32,150,0.5,0.5,0.546,0.1350946427509248,12.047906875610352
Conv1D + Attention,128,3,0.05,0.001,64,50,0.498046875,0.5,0.5435000000000001,0.1305191556822216,8.233687400817871
Conv1D + Attention,128,3,0.05,0.001,64,100,0.50546875,0.5,0.6717500000000001,0.1972294032338991,8.858171939849854
Conv1D + Attention,128,3,0.05,0.001,64,150,0.540625,0.5546875,0.5537500000000001,0.1187460525659695,10.0039324760437
Conv1D + Attention,128,3,0.05,0.001,128,50,0.847265625,0.853125,0.78525,0.1492730300489676,28.31484007835388
Conv1D + Attention,128,3,0.05,0.001,128,100,0.731640625,0.7828125,0.865875,0.0689203571160219,13.106999158859251
Conv1D + Attention,128,3,0.05,0.001,128,150,0.494140625,0.4984375,0.7607499999999999,0.1715865306485331,13.746312379837036
Conv1D + Attention,128,3,0.05,0.0001,32,50,0.853515625,0.8765625,0.8297500000000001,0.0470996284486406,52.765888929367065
Conv1D + Attention,128,3,0.05,0.0001,32,100,0.81953125,0.8203125,0.8096249999999999,0.0310042839781859,63.557005167007446
Conv1D + Attention,128,3,0.05,0.0001,32,150,0.820703125,0.834375,0.8168749999999999,0.0305739370215875,53.43221569061279
Conv1D + Attention,128,3,0.05,0.0001,64,50,0.7984375,0.7921875,0.759375,0.0808881364910825,36.67829298973084
Conv1D + Attention,128,3,0.05,0.0001,64,100,0.830078125,0.865625,0.795625,0.0394067332444596,51.93336391448975
Conv1D + Attention,128,3,0.05,0.0001,64,150,0.751171875,0.74375,0.76825,0.0304969260746062,20.25433325767517
Conv1D + Attention,128,3,0.05,0.0001,128,50,0.78984375,0.7796875,0.7609999999999999,0.0229999999999999,28.28398489952088
Conv1D + Attention,128,3,0.05,0.0001,128,100,0.76328125,0.7765625,0.7918749999999999,0.0294122104745631,26.67745590209961
Conv1D + Attention,128,3,0.05,0.0001,128,150,0.794140625,0.7953125,0.7675000000000001,0.0301610261761764,46.04125356674194
Conv1D + Attention,128,3,0.05,0.0005,32,50,0.50625,0.5,0.710875,0.1823304434947713,13.384027242660522
Conv1D + Attention,128,3,0.05,0.0005,32,100,0.503515625,0.5,0.69525,0.1955119881234907,19.166048288345337
Conv1D + Attention,128,3,0.05,0.0005,32,150,0.50703125,0.5,0.63375,0.1937233852687898,15.63733410835266
Conv1D + Attention,128,3,0.05,0.0005,64,50,0.854296875,0.8671875,0.760375,0.1749187757932235,36.10198855400085
Conv1D + Attention,128,3,0.05,0.0005,64,100,0.852734375,0.871875,0.86075,0.0610281697251359,54.74739193916321
Conv1D + Attention,128,3,0.05,0.0005,64,150,0.84765625,0.8578125,0.7776250000000001,0.1690584680665242,41.76185178756714
Conv1D + Attention,128,3,0.05,0.0005,128,50,0.841015625,0.8171875,0.844125,0.0313700195250178,25.870885372161865
Conv1D + Attention,128,3,0.05,0.0005,128,100,0.80390625,0.7953125,0.842125,0.1006635019508063,33.68425369262695
Conv1D + Attention,128,3,0.05,0.0005,128,150,0.880859375,0.8890625,0.8324999999999999,0.1145166472614353,32.56434726715088
Conv1D + Attention,128,3,0.1,0.01,32,50,0.48984375,0.5,0.5,0.0,11.895975351333618
Conv1D + Attention,128,3,0.1,0.01,32,100,0.504296875,0.5,0.5,0.0,11.829382419586182
Conv1D + Attention,128,3,0.1,0.01,32,150,0.4890625,0.5,0.5,0.0,11.821105241775513
Conv1D + Attention,128,3,0.1,0.01,64,50,0.500390625,0.5,0.5,0.0,8.100502967834473
Conv1D + Attention,128,3,0.1,0.01,64,100,0.500390625,0.5015625,0.5005,0.0015,13.731865406036375
Conv1D + Attention,128,3,0.1,0.01,64,150,0.487109375,0.5,0.5,0.0,8.079335689544678
Conv1D + Attention,128,3,0.1,0.01,128,50,0.50625,0.5,0.5005,0.0015,6.810583829879761
Conv1D + Attention,128,3,0.1,0.01,128,100,0.473046875,0.5,0.5,0.0,6.38451886177063
Conv1D + Attention,128,3,0.1,0.01,128,150,0.497265625,0.5,0.5,0.0,6.810782909393311
Conv1D + Attention,128,3,0.1,0.001,32,50,0.506640625,0.5,0.50325,0.0082196411113867,13.822294473648071
Conv1D + Attention,128,3,0.1,0.001,32,100,0.49765625,0.5,0.500875,0.002625,12.026286602020264
Conv1D + Attention,128,3,0.1,0.001,32,150,0.495703125,0.5,0.5015,0.0022912878474779,12.743952512741089
Conv1D + Attention,128,3,0.1,0.001,64,50,0.917578125,0.9484375,0.717875,0.211882227015387,37.574618339538574
Conv1D + Attention,128,3,0.1,0.001,64,100,0.894140625,0.9140625,0.595,0.1759394427068586,41.84353709220886
Conv1D + Attention,128,3,0.1,0.001,64,150,0.495703125,0.5015625,0.61125,0.1724093964956666,8.472425699234009
Conv1D + Attention,128,3,0.1,0.001,128,50,0.877734375,0.90625,0.7587500000000001,0.165961215348647,28.37289762496948
Conv1D + Attention,128,3,0.1,0.001,128,100,0.751953125,0.75625,0.8365,0.129842211934332,15.886730194091797
Conv1D + Attention,128,3,0.1,0.001,128,150,0.867578125,0.8921875,0.7467499999999999,0.171583798768998,32.597041845321655
Conv1D + Attention,128,3,0.1,0.0001,32,50,0.81640625,0.828125,0.804875,0.0504308003604939,52.57738447189331
Conv1D + Attention,128,3,0.1,0.0001,32,100,0.801171875,0.8234375,0.842,0.0350588790465411,51.4835376739502
Conv1D + Attention,128,3,0.1,0.0001,32,150,0.784765625,0.8203125,0.813875,0.110476878237032,77.72914218902588
Conv1D + Attention,128,3,0.1,0.0001,64,50,0.5703125,0.628125,0.761625,0.0597025177442291,25.60315322875977
Conv1D + Attention,128,3,0.1,0.0001,64,100,0.762890625,0.7875,0.7933749999999999,0.0336157050349981,33.52051377296448
Conv1D + Attention,128,3,0.1,0.0001,64,150,0.773046875,0.803125,0.79825,0.0218746428542273,37.49667406082153
Conv1D + Attention,128,3,0.1,0.0001,128,50,0.7734375,0.7921875,0.760375,0.0273635820937244,24.213504552841187
Conv1D + Attention,128,3,0.1,0.0001,128,100,0.76640625,0.790625,0.781125,0.03823222626267,37.97455096244812
Conv1D + Attention,128,3,0.1,0.0001,128,150,0.76171875,0.796875,0.7766250000000001,0.0265874147859471,25.287169218063354
Conv1D + Attention,128,3,0.1,0.0005,32,50,0.861328125,0.896875,0.698125,0.1991985896661921,46.38500380516052
Conv1D + Attention,128,3,0.1,0.0005,32,100,0.52265625,0.525,0.6916249999999999,0.1989684726910271,11.778635263442991
Conv1D + Attention,128,3,0.1,0.0005,32,150,0.517578125,0.5,0.583625,0.1642943718603896,13.051796197891235
Conv1D + Attention,128,3,0.1,0.0005,64,50,0.853125,0.9,0.8188749999999999,0.1500046353450452,36.93965482711792
Conv1D + Attention,128,3,0.1,0.0005,64,100,0.816015625,0.828125,0.8558749999999999,0.0505038674261684,26.520408153533936
Conv1D + Attention,128,3,0.1,0.0005,64,150,0.8890625,0.915625,0.86825,0.1253584859512909,34.47874903678894
Conv1D + Attention,128,3,0.1,0.0005,128,50,0.79296875,0.7875,0.818,0.1137434064023053,15.244455099105837
Conv1D + Attention,128,3,0.1,0.0005,128,100,0.826953125,0.865625,0.8320000000000001,0.118332423705424,36.23550820350647
Conv1D + Attention,128,3,0.1,0.0005,128,150,0.82890625,0.8609375,0.8385,0.1010009282135565,39.88134121894837
Conv1D + Attention,128,3,0.2,0.01,32,50,0.486328125,0.5,0.5,0.0,11.757714748382568
Conv1D + Attention,128,3,0.2,0.01,32,100,0.501953125,0.5,0.5,0.0,11.955916166305542
