architecture,hidden_size,num_layers,dropout_rate,learning_rate,batch_size,epochs,train_acc,val_acc,test_acc,test_acc_std,time
Vanilla LSTM,256,3,0.01,0.001,32,100,0.500390625,0.5,0.5266249999999999,0.0807117750083592,31.7254445552826
Vanilla LSTM,256,3,0.01,0.001,32,100,0.4890625,0.5,0.507,0.0176440499885939,31.730684757232662
Vanilla LSTM,256,3,0.01,0.001,32,150,0.48828125,0.5,0.501875,0.0060531500064016,25.073528051376343
Vanilla LSTM,256,3,0.01,0.001,64,50,0.525,0.540625,0.5562499999999999,0.0736185268801271,12.680726051330566
Vanilla LSTM,256,3,0.01,0.001,32,150,0.48671875,0.484375,0.504,0.0121166208160526,32.63525152206421
Vanilla LSTM,256,3,0.01,0.001,64,100,0.5,0.5,0.50525,0.0187982711971074,9.320255756378174
Vanilla LSTM,256,3,0.01,0.001,64,50,0.507421875,0.5,0.5095,0.0180208212909401,15.24541187286377
Vanilla LSTM,256,3,0.01,0.001,64,150,0.544921875,0.54375,0.5807499999999999,0.130520831670657,25.26010680198669
Vanilla LSTM,256,3,0.01,0.001,64,100,0.57734375,0.5953125,0.51475,0.0196596032513375,27.504132747650143
Vanilla LSTM,256,3,0.01,0.001,128,50,0.484375,0.5,0.5767499999999999,0.1104001245470311,5.331840991973877
Vanilla LSTM,256,3,0.01,0.001,128,100,0.503125,0.5,0.51925,0.0364528805446153,6.226562738418579
Vanilla LSTM,256,3,0.01,0.001,128,150,0.6921875,0.6484375,0.59325,0.1344911707139171,9.723697900772097
Vanilla LSTM,256,3,0.01,0.001,64,150,0.485546875,0.5,0.5267499999999999,0.0631174500435497,23.443872451782227
Vanilla LSTM,256,3,0.01,0.001,128,50,0.498046875,0.55625,0.546,0.0688971153242282,10.04736614227295
Vanilla LSTM,256,3,0.01,0.001,128,100,0.625390625,0.6484375,0.6465,0.1089047749182743,22.07932019233704
Vanilla LSTM,256,3,0.01,0.001,128,150,0.500390625,0.5,0.539875,0.0755261750984385,12.09045386314392
Vanilla LSTM,256,3,0.01,0.0001,32,50,0.737109375,0.7515625,0.66275,0.0900135406480602,71.56230688095093
Vanilla LSTM,256,3,0.01,0.0001,32,100,0.652734375,0.6390625,0.6323749999999999,0.079687769607387,51.62368869781494
Vanilla LSTM,256,3,0.01,0.0001,32,150,0.815234375,0.7984375,0.643,0.0976492447487434,217.9346730709076
Vanilla LSTM,256,3,0.01,0.0001,32,150,0.815234375,0.7984375,0.643,0.0976492447487434,217.9346730709076
Vanilla LSTM,256,3,0.01,0.0001,64,50,0.678515625,0.665625,0.62,0.0509564765265417,41.18414878845215
Vanilla LSTM,256,3,0.01,0.0001,64,100,0.55390625,0.55,0.63075,0.0788198103270998,33.65740656852722
Vanilla LSTM,256,3,0.01,0.0001,64,150,0.667578125,0.684375,0.6427499999999999,0.065514311413614,55.38713812828064
Vanilla LSTM,256,3,0.01,0.0001,64,150,0.667578125,0.684375,0.6427499999999999,0.065514311413614,55.38713812828064
Vanilla LSTM,256,3,0.01,0.0001,128,50,0.72734375,0.7015625,0.5716249999999999,0.0736610692632139,35.193002223968506
Vanilla LSTM,256,3,0.01,0.0001,128,100,0.630078125,0.65,0.5947500000000001,0.0690262631177438,44.95470428466797
Vanilla LSTM,256,3,0.01,0.0001,128,150,0.58359375,0.6234375,0.53725,0.0532059677103988,23.31538128852844
Vanilla LSTM,256,3,0.01,0.0005,32,50,0.50546875,0.4703125,0.5349999999999999,0.0789224302717548,54.43062615394592
Vanilla LSTM,256,3,0.01,0.0005,32,100,0.6953125,0.696875,0.64625,0.1446882424386999,186.4639568328857
Vanilla LSTM,256,3,0.01,0.0005,32,150,0.889453125,0.890625,0.58225,0.1529039731334669,326.6253559589386
Vanilla LSTM,256,3,0.01,0.0005,64,50,0.59609375,0.6046875,0.5971249999999999,0.096306882542215,26.09208583831787
Vanilla LSTM,256,3,0.01,0.0005,64,100,0.76640625,0.7828125,0.57175,0.0840669376152123,104.14872002601624
Vanilla LSTM,256,3,0.01,0.0005,64,150,0.656640625,0.65,0.5809999999999998,0.1103146069203892,56.24302697181702
Vanilla LSTM,256,3,0.01,0.0005,128,50,0.515625,0.4984375,0.6096250000000001,0.1074971656603093,15.647197723388672
Vanilla LSTM,256,3,0.01,0.0005,128,100,0.83046875,0.8171875,0.630125,0.1277258416492136,56.94379854202271
Vanilla LSTM,256,3,0.01,0.0005,128,150,0.794921875,0.8109375,0.676375,0.1305450712397829,62.66303372383118
Vanilla LSTM,256,3,0.05,0.01,32,50,0.49921875,0.5,0.500625,0.0010077822185372,29.912394285202023
Vanilla LSTM,256,3,0.05,0.01,32,100,0.490234375,0.5,0.500125,0.00141972708645,28.518197536468502
Vanilla LSTM,256,3,0.05,0.01,32,150,0.475390625,0.5,0.5,0.0,29.859214782714844
Vanilla LSTM,256,3,0.05,0.01,64,50,0.5,0.5,0.5,0.0,16.306644678115845
Vanilla LSTM,256,3,0.05,0.01,64,100,0.50078125,0.5,0.500375,0.001125,15.17272424697876
Vanilla LSTM,256,3,0.05,0.01,64,150,0.485546875,0.5,0.5001249999999999,0.0003749999999999,16.322400093078613
Vanilla LSTM,256,3,0.05,0.01,128,50,0.5,0.5,0.5,0.0,7.79158353805542
Vanilla LSTM,256,3,0.05,0.01,128,100,0.50546875,0.5125,0.499375,0.0038426065372348,8.46758770942688
Vanilla LSTM,256,3,0.05,0.01,128,150,0.48671875,0.5,0.4995,0.0015,10.297476053237917
Vanilla LSTM,256,3,0.05,0.001,32,50,0.48046875,0.5,0.522125,0.0655459047157028,29.861904859542847
Vanilla LSTM,256,3,0.05,0.001,32,100,0.484765625,0.503125,0.5121249999999999,0.023894625441718,43.75072169303894
Vanilla LSTM,256,3,0.05,0.001,32,150,0.4859375,0.5,0.54325,0.126860159230548,33.48092460632324
Vanilla LSTM,256,3,0.05,0.001,64,50,0.498828125,0.5,0.5251250000000001,0.0604835979832549,27.445140600204468
Vanilla LSTM,256,3,0.05,0.001,64,100,0.55234375,0.5671875,0.5198750000000001,0.0323334675684498,27.490098237991333
Vanilla LSTM,256,3,0.05,0.001,64,150,0.5015625,0.5,0.5645000000000001,0.1189290755030072,27.22990846633911
Vanilla LSTM,256,3,0.05,0.001,128,50,0.496875,0.51875,0.520625,0.0263643343363719,8.482735633850098
Vanilla LSTM,256,3,0.05,0.001,128,100,0.54921875,0.553125,0.5251250000000001,0.0345933971300882,16.890058994293213
Vanilla LSTM,256,3,0.05,0.001,128,150,0.83671875,0.8609375,0.67425,0.149331008166422,65.99205803871155
Vanilla LSTM,256,3,0.05,0.0001,32,50,0.703515625,0.728125,0.671375,0.07367888520465,129.53802943229675
Vanilla LSTM,256,3,0.05,0.0001,32,100,0.71171875,0.7140625,0.68175,0.0365385070849918,172.62082839012146
Vanilla LSTM,256,3,0.05,0.0001,32,150,0.615625,0.6390625,0.654875,0.0799461732980384,48.91854906082153
Vanilla LSTM,256,3,0.05,0.0001,64,50,0.691796875,0.690625,0.6596249999999999,0.0530979342818531,56.24073243141174
Vanilla LSTM,256,3,0.05,0.0001,64,100,0.70703125,0.721875,0.622375,0.0708485400343578,71.35457873344421
Vanilla LSTM,256,3,0.05,0.0001,64,150,0.709375,0.7125,0.621875,0.048596714137892,120.2737956047058
Vanilla LSTM,256,3,0.05,0.0001,128,50,0.556640625,0.5578125,0.55625,0.0559687412758228,30.85798668861389
Vanilla LSTM,256,3,0.05,0.0001,128,100,0.57890625,0.6140625,0.6084999999999999,0.0535717976177764,26.722086191177368
Vanilla LSTM,256,3,0.05,0.0001,128,150,0.56171875,0.559375,0.5988749999999998,0.0595069586267018,37.95192837715149
Vanilla LSTM,256,3,0.05,0.0005,32,50,0.50234375,0.4875,0.515,0.0630476010645924,64.87915706634521
Vanilla LSTM,256,3,0.05,0.0005,32,100,0.49765625,0.5,0.56025,0.0745104858392427,33.346022605896
Vanilla LSTM,256,3,0.05,0.0005,32,150,0.509375,0.525,0.52525,0.0382418291926523,56.81735968589783
Vanilla LSTM,256,3,0.05,0.0005,64,50,0.493359375,0.5,0.5216250000000001,0.020631059715875,18.23083209991455
Vanilla LSTM,256,3,0.05,0.0005,64,100,0.728515625,0.7046875,0.6045,0.0897691483751516,84.87677049636841
Vanilla LSTM,256,3,0.05,0.0005,64,150,0.519140625,0.496875,0.561625,0.0649856955414035,19.304367780685425
Vanilla LSTM,256,3,0.05,0.0005,128,50,0.555078125,0.55625,0.5915000000000001,0.0814934813343987,20.12559223175049
Vanilla LSTM,256,3,0.05,0.0005,128,100,0.62890625,0.64375,0.5983750000000001,0.0937450832044006,24.642476081848145
Vanilla LSTM,256,3,0.05,0.0005,128,150,0.523046875,0.5140625,0.678375,0.1131122921039088,15.79973077774048
Vanilla LSTM,256,3,0.1,0.01,32,50,0.478515625,0.5,0.4983749999999999,0.0072035147671119,29.9463312625885
Vanilla LSTM,256,3,0.1,0.01,32,100,0.4765625,0.5,0.500875,0.002239559108396,29.945688724517822
Vanilla LSTM,256,3,0.1,0.01,32,150,0.496875,0.5,0.501,0.003,28.439876794815063
Vanilla LSTM,256,3,0.1,0.01,64,50,0.49375,0.5,0.5,0.0,15.264956951141356
Vanilla LSTM,256,3,0.1,0.01,64,100,0.496484375,0.5,0.502375,0.007125,16.354031324386597
Vanilla LSTM,256,3,0.1,0.01,64,150,0.504296875,0.4828125,0.501,0.003,15.202296495437622
Vanilla LSTM,256,3,0.1,0.01,128,50,0.501171875,0.5,0.5,0.0,10.219284534454346
Vanilla LSTM,256,3,0.1,0.01,128,100,0.503125,0.5125,0.499875,0.0003749999999999,10.1300151348114
Vanilla LSTM,256,3,0.1,0.01,128,150,0.5015625,0.5,0.5001249999999999,0.0003749999999999,7.7711181640625
Vanilla LSTM,256,3,0.1,0.001,32,50,0.54765625,0.546875,0.5097499999999999,0.0208101537716567,38.80097413063049
Vanilla LSTM,256,3,0.1,0.001,32,100,0.506640625,0.5,0.501375,0.004625,29.94314861297608
Vanilla LSTM,256,3,0.1,0.001,32,150,0.514453125,0.53125,0.510125,0.0132104362153563,37.99087858200073
Vanilla LSTM,256,3,0.1,0.001,64,50,0.720703125,0.7734375,0.5311250000000001,0.0708639762149993,75.24550271034241
Vanilla LSTM,256,3,0.1,0.001,64,100,0.520703125,0.5375,0.570625,0.0977005149679365,42.875707149505615
Vanilla LSTM,256,3,0.1,0.001,64,150,0.54453125,0.559375,0.510875,0.0095041109526351,41.2764105796814
Vanilla LSTM,256,3,0.1,0.001,128,50,0.5234375,0.540625,0.541375,0.0590350796137347,9.20199489593506
Vanilla LSTM,256,3,0.1,0.001,128,100,0.78671875,0.8078125,0.586,0.1016086241418512,57.24567174911499
Vanilla LSTM,256,3,0.1,0.001,128,150,0.742578125,0.771875,0.649375,0.1062003560493089,50.61503982543945
Vanilla LSTM,256,3,0.1,0.0001,32,50,0.656640625,0.659375,0.6447499999999999,0.0558703857155112,129.6277153491974
Vanilla LSTM,256,3,0.1,0.0001,32,100,0.68828125,0.6875,0.6628749999999999,0.0679247055569621,127.12129402160645
Vanilla LSTM,256,3,0.1,0.0001,32,150,0.743359375,0.74375,0.6988750000000001,0.0525191929203029,208.52896928787231
Vanilla LSTM,256,3,0.1,0.0001,64,50,0.529296875,0.5234375,0.6409999999999999,0.0845351258353591,17.93824529647827
Vanilla LSTM,256,3,0.1,0.0001,64,100,0.562890625,0.578125,0.6131249999999999,0.0822234949695036,45.25265383720398
Vanilla LSTM,256,3,0.1,0.0001,64,150,0.526953125,0.5265625,0.613625,0.0763696806658244,19.24671626091004
Vanilla LSTM,256,3,0.1,0.0001,128,50,0.5984375,0.6140625,0.57325,0.0631496239102023,23.901854753494263
Vanilla LSTM,256,3,0.1,0.0001,128,100,0.58515625,0.628125,0.588875,0.0450189196338605,40.82460856437683
Vanilla LSTM,256,3,0.1,0.0001,128,150,0.52578125,0.5203125,0.5506249999999999,0.0606378852286258,21.13592505455017
Vanilla LSTM,256,3,0.1,0.0005,32,50,0.593359375,0.6015625,0.5467500000000001,0.0744777651383283,70.34554672241211
Vanilla LSTM,256,3,0.1,0.0005,32,100,0.51015625,0.5140625,0.51875,0.0143831498636425,36.30083131790161
Vanilla LSTM,256,3,0.1,0.0005,32,150,0.53515625,0.5484375,0.5405,0.0457069469555777,38.04928994178772
Vanilla LSTM,256,3,0.1,0.0005,64,50,0.494921875,0.51875,0.5988749999999999,0.1253824773443243,26.71740961074829
Vanilla LSTM,256,3,0.1,0.0005,64,100,0.87578125,0.915625,0.63725,0.1450030172099877,152.87960600852966
Vanilla LSTM,256,3,0.1,0.0005,64,150,0.507421875,0.5015625,0.57725,0.0835478904581079,19.292546033859253
Vanilla LSTM,256,3,0.1,0.0005,128,50,0.48828125,0.5,0.6562500000000001,0.0838059514593086,10.610342979431152
Vanilla LSTM,256,3,0.1,0.0005,128,100,0.54296875,0.5421875,0.599,0.1196006375401067,30.802754878997803
Vanilla LSTM,256,3,0.1,0.0005,128,150,0.73671875,0.7296875,0.6455,0.0871496557652409,42.81205940246582
Vanilla LSTM,256,3,0.2,0.01,32,50,0.497265625,0.5,0.5,0.0,30.49791359901428
Vanilla LSTM,256,3,0.2,0.01,32,100,0.496875,0.5,0.50125,0.0037499999999999,29.895490884780884
Vanilla LSTM,256,3,0.2,0.01,32,150,0.49140625,0.5,0.5,0.0,30.2266812324524
Vanilla LSTM,256,3,0.2,0.01,64,50,0.483984375,0.5,0.5,0.0,15.199730396270752
Vanilla LSTM,256,3,0.2,0.01,64,100,0.480859375,0.5,0.5,0.0,17.72546410560608
Vanilla LSTM,256,3,0.2,0.01,64,150,0.494921875,0.5,0.5,0.0,15.207661628723145
Vanilla LSTM,256,3,0.2,0.01,128,50,0.485546875,0.5,0.5005,0.0015,10.332573890686035
Vanilla LSTM,256,3,0.2,0.01,128,100,0.513671875,0.5,0.5,0.0,7.779726982116699
Vanilla LSTM,256,3,0.2,0.01,128,150,0.48984375,0.5,0.5,0.0,10.314671993255615
Vanilla LSTM,256,3,0.2,0.001,32,50,0.492578125,0.5,0.545375,0.0807137108860694,29.885486602783203
Vanilla LSTM,256,3,0.2,0.001,32,100,0.5109375,0.525,0.5037499999999999,0.0145021550122731,31.10014915466309
Vanilla LSTM,256,3,0.2,0.001,32,150,0.52109375,0.5375,0.50225,0.007474958193863,44.10207009315491
Vanilla LSTM,256,3,0.2,0.001,64,50,0.52109375,0.5390625,0.561,0.0831279134827766,23.47772479057312
Vanilla LSTM,256,3,0.2,0.001,64,100,0.891015625,0.925,0.55725,0.1284022001369135,147.19312453269958
Vanilla LSTM,256,3,0.2,0.001,64,150,0.495703125,0.5,0.53925,0.0788356676891875,16.57675290107727
Vanilla LSTM,256,3,0.2,0.001,128,50,0.51171875,0.5109375,0.568,0.1002920734654539,9.92775821685791
Vanilla LSTM,256,3,0.2,0.001,128,100,0.54921875,0.53125,0.5363749999999999,0.0522896081932156,13.907938241958618
Vanilla LSTM,256,3,0.2,0.001,128,150,0.5015625,0.5,0.5355000000000001,0.0584599221689526,10.595296382904053
Vanilla LSTM,256,3,0.2,0.0001,32,50,0.5328125,0.521875,0.635,0.089435731114583,35.25707530975342
Vanilla LSTM,256,3,0.2,0.0001,32,100,0.719921875,0.7375,0.6587500000000001,0.0813749039937989,151.3766005039215
Vanilla LSTM,256,3,0.2,0.0001,32,150,0.72578125,0.74375,0.64925,0.0541358245526933,151.0667760372162
Vanilla LSTM,256,3,0.2,0.0001,64,50,0.665234375,0.653125,0.631125,0.0697505600335939,55.26364040374756
Vanilla LSTM,256,3,0.2,0.0001,64,100,0.6875,0.7140625,0.6945,0.0335139896162781,81.36615538597107
Vanilla LSTM,256,3,0.2,0.0001,64,150,0.515234375,0.50625,0.6268750000000001,0.0667908348877299,35.659297943115234
Vanilla LSTM,256,3,0.2,0.0001,128,50,0.56875,0.58125,0.5947500000000001,0.0575483492378365,45.815773248672485
Vanilla LSTM,256,3,0.2,0.0001,128,100,0.522265625,0.53125,0.516875,0.0245601939121009,9.912666082382202
Vanilla LSTM,256,3,0.2,0.0001,128,150,0.558203125,0.5734375,0.5628749999999999,0.0648123493248007,27.98686671257019
Vanilla LSTM,256,3,0.2,0.0005,32,50,0.506640625,0.49375,0.541625,0.0863297638419103,33.540297985076904
Vanilla LSTM,256,3,0.2,0.0005,32,100,0.55,0.5640625,0.5363749999999999,0.0612434945524828,89.14493680000305
Vanilla LSTM,256,3,0.2,0.0005,32,150,0.537890625,0.5703125,0.5055,0.0078898669190297,87.04536008834839
Vanilla LSTM,256,3,0.2,0.0005,64,50,0.5140625,0.5,0.529125,0.0685703334175939,17.9799485206604
Vanilla LSTM,256,3,0.2,0.0005,64,100,0.684765625,0.6984375,0.538875,0.064188321562415,76.86142206192017
Vanilla LSTM,256,3,0.2,0.0005,64,150,0.4984375,0.5,0.595,0.1156503350622037,39.84271168708801
Vanilla LSTM,256,3,0.2,0.0005,128,50,0.704296875,0.696875,0.63775,0.0891887044417621,35.1270637512207
Vanilla LSTM,256,3,0.2,0.0005,128,100,0.751171875,0.7515625,0.68275,0.1186049113654236,47.94219660758972
Vanilla LSTM,256,3,0.2,0.0005,128,150,0.646875,0.696875,0.5934999999999999,0.1010349568218841,19.70468544960022
Vanilla LSTM,256,3,0.3,0.01,32,50,0.503515625,0.5,0.5,0.0,29.947019338607788
Vanilla LSTM,256,3,0.3,0.01,32,100,0.49921875,0.5,0.5,0.0,28.52102851867676
Vanilla LSTM,256,3,0.3,0.01,32,150,0.5,0.5,0.5,0.0,29.830512762069706
Vanilla LSTM,256,3,0.3,0.01,64,50,0.4921875,0.5,0.5001249999999999,0.0003749999999999,16.47593927383423
Vanilla LSTM,256,3,0.3,0.01,64,100,0.51171875,0.5078125,0.50025,0.0007499999999999,17.846482753753662
Vanilla LSTM,256,3,0.3,0.01,64,150,0.499609375,0.5,0.5,0.0,16.47742223739624
Vanilla LSTM,256,3,0.3,0.01,128,50,0.509375,0.5,0.5,0.0,7.758297443389893
Vanilla LSTM,256,3,0.3,0.01,128,100,0.511328125,0.5,0.500875,0.002625,10.26578426361084
Vanilla LSTM,256,3,0.3,0.01,128,150,0.5,0.5,0.5,0.0,7.761703252792358
Vanilla LSTM,256,3,0.3,0.001,32,50,0.513671875,0.5015625,0.51675,0.0290538293517395,38.720439195632935
Vanilla LSTM,256,3,0.3,0.001,32,100,0.505078125,0.5,0.5163749999999999,0.0293068358066851,35.282389879226685
Vanilla LSTM,256,3,0.3,0.001,32,150,0.49375,0.5,0.5061249999999999,0.0133516150708444,28.4541654586792
Vanilla LSTM,256,3,0.3,0.001,64,50,0.4765625,0.5,0.559625,0.0888486247783273,17.97213363647461
Vanilla LSTM,256,3,0.3,0.001,64,100,0.4921875,0.503125,0.545,0.1023688184946959,23.86033606529236
Vanilla LSTM,256,3,0.3,0.001,64,150,0.53359375,0.5484375,0.5185000000000001,0.0278208554864871,22.05238032341004
Vanilla LSTM,256,3,0.3,0.001,128,50,0.492578125,0.4953125,0.5271250000000001,0.0506984035744716,14.777760744094849
Vanilla LSTM,256,3,0.3,0.001,128,100,0.6890625,0.725,0.5516249999999999,0.0798436949608421,49.1388590335846
Vanilla LSTM,256,3,0.3,0.001,128,150,0.498046875,0.5,0.5643750000000001,0.1094107084567137,18.48104786872864
Vanilla LSTM,256,3,0.3,0.0001,32,50,0.654296875,0.678125,0.6612499999999999,0.0556214886532174,124.21493601799013
Vanilla LSTM,256,3,0.3,0.0001,32,100,0.697265625,0.70625,0.630625,0.0667931742395882,166.70525431632996
Vanilla LSTM,256,3,0.3,0.0001,32,150,0.4984375,0.4984375,0.637875,0.0574729555965238,43.38268184661865
Vanilla LSTM,256,3,0.3,0.0001,64,50,0.534375,0.53125,0.6251249999999999,0.0698020639021511,20.92358040809632
Vanilla LSTM,256,3,0.3,0.0001,64,100,0.54765625,0.55,0.600125,0.0596145168981515,45.655932664871216
Vanilla LSTM,256,3,0.3,0.0001,64,150,0.6359375,0.634375,0.584875,0.072114167297418,47.20158505439758
Vanilla LSTM,256,3,0.3,0.0001,128,50,0.52734375,0.5234375,0.53725,0.0607448557492731,17.559558629989624
Vanilla LSTM,256,3,0.3,0.0001,128,100,0.526171875,0.515625,0.542375,0.0609596434126709,22.464151859283447
Vanilla LSTM,256,3,0.3,0.0001,128,150,0.6640625,0.66875,0.5424999999999999,0.0472394168041901,30.395405769348145
Vanilla LSTM,256,3,0.3,0.0005,32,50,0.51484375,0.5015625,0.5516250000000001,0.0752143811049456,46.30427837371826
Vanilla LSTM,256,3,0.3,0.0005,32,100,0.49296875,0.5,0.5188750000000001,0.0216971340273318,35.34589385986328
Vanilla LSTM,256,3,0.3,0.0005,32,150,0.564453125,0.5703125,0.529,0.0454484598198882,32.67234182357788
Vanilla LSTM,256,3,0.3,0.0005,64,50,0.5171875,0.521875,0.551625,0.0725927208816421,23.81325507164001
Vanilla LSTM,256,3,0.3,0.0005,64,100,0.624609375,0.640625,0.5851249999999999,0.0876702807398265,39.85040521621704
Vanilla LSTM,256,3,0.3,0.0005,64,150,0.517578125,0.4859375,0.523625,0.0385901946742951,15.254478216171265
Vanilla LSTM,256,3,0.3,0.0005,128,50,0.5015625,0.5125,0.618625,0.0923858248055403,9.95279097557068
Vanilla LSTM,256,3,0.3,0.0005,128,100,0.722265625,0.7609375,0.66075,0.0878265335761351,91.94266200065611
Vanilla LSTM,256,3,0.3,0.0005,128,150,0.5890625,0.6125,0.60425,0.0887063272827818,24.66369652748108
Vanilla LSTM,256,4,0.01,0.01,32,50,0.499609375,0.5,0.499875,0.0003749999999999,39.40002751350403
Vanilla LSTM,256,4,0.01,0.01,32,100,0.499609375,0.5,0.5,0.0,35.581960916519165
Vanilla LSTM,256,4,0.01,0.01,32,150,0.500390625,0.5,0.5,0.0,39.42165470123291
Vanilla LSTM,256,4,0.01,0.01,64,50,0.4953125,0.5,0.5001249999999999,0.0003749999999999,19.923572063446045
Vanilla LSTM,256,4,0.01,0.01,64,100,0.493359375,0.5,0.501,0.003,19.820843935012817
Vanilla LSTM,256,4,0.01,0.01,64,150,0.5,0.5,0.499875,0.0003749999999999,19.962045907974243
Vanilla LSTM,256,4,0.01,0.01,128,50,0.49921875,0.5,0.5015000000000001,0.0045,9.991633176803589
Vanilla LSTM,256,4,0.01,0.01,128,100,0.4984375,0.5,0.499375,0.0018749999999999,10.00596523284912
Vanilla LSTM,256,4,0.01,0.01,128,150,0.49921875,0.5,0.500375,0.001125,12.04836368560791
Vanilla LSTM,256,4,0.01,0.001,32,50,0.498046875,0.5,0.501,0.0026100766272276,46.50894212722778
Vanilla LSTM,256,4,0.01,0.001,32,100,0.5046875,0.5,0.500375,0.000800390529679,35.389219999313354
Vanilla LSTM,256,4,0.01,0.001,32,150,0.493359375,0.5,0.5,0.0,35.42327928543091
Vanilla LSTM,256,4,0.01,0.001,64,50,0.4859375,0.5,0.502875,0.0058108196495847,23.39195895195008
Vanilla LSTM,256,4,0.01,0.001,64,100,0.76171875,0.778125,0.525,0.0672936661209656,146.44692134857178
Vanilla LSTM,256,4,0.01,0.001,64,150,0.495703125,0.4875,0.5047499999999999,0.0162960884877322,19.84558367729187
Vanilla LSTM,256,4,0.01,0.001,128,50,0.49375,0.5,0.51475,0.0427119713897637,13.6200909614563
Vanilla LSTM,256,4,0.01,0.001,128,100,0.504296875,0.5140625,0.52975,0.062080592780675,18.37058568000793
Vanilla LSTM,256,4,0.01,0.001,128,150,0.500390625,0.5,0.5654999999999999,0.0972355387705544,11.784695148468018
Vanilla LSTM,256,4,0.01,0.0001,32,50,0.6921875,0.7140625,0.6699999999999999,0.0590682867535533,159.01205158233645
Vanilla LSTM,256,4,0.01,0.0001,32,100,0.4875,0.51875,0.6627500000000001,0.0769086308550607,53.789766788482666
Vanilla LSTM,256,4,0.01,0.0001,32,150,0.699609375,0.696875,0.699625,0.0847994877637831,137.00880193710327
Vanilla LSTM,256,4,0.01,0.0001,64,50,0.558984375,0.571875,0.6217500000000001,0.0773429861073387,43.04470467567444
Vanilla LSTM,256,4,0.01,0.0001,64,100,0.7390625,0.7203125,0.670125,0.058128225716944,87.59733653068542
Vanilla LSTM,256,4,0.01,0.0001,64,150,0.700390625,0.7015625,0.6635000000000001,0.045310732724157,96.94882011413574
Vanilla LSTM,256,4,0.01,0.0001,128,50,0.524609375,0.528125,0.568875,0.0641079412007591,19.918337106704712
Vanilla LSTM,256,4,0.01,0.0001,128,100,0.614453125,0.621875,0.623,0.029284168077649,30.74525499343872
Vanilla LSTM,256,4,0.01,0.0001,128,150,0.569921875,0.5953125,0.6333749999999999,0.1008929661819891,31.227924346923828
Vanilla LSTM,256,4,0.01,0.0005,32,50,0.51328125,0.53125,0.551375,0.1010158558098677,39.5730128288269
Vanilla LSTM,256,4,0.01,0.0005,32,100,0.9359375,0.925,0.564625,0.1366771400966526,289.2005658149719
Vanilla LSTM,256,4,0.01,0.0005,32,150,0.538671875,0.5546875,0.51125,0.0127475487839819,103.64521193504332
Vanilla LSTM,256,4,0.01,0.0005,64,50,0.49921875,0.4953125,0.505625,0.0072510775061365,30.67496061325073
Vanilla LSTM,256,4,0.01,0.0005,64,100,0.503515625,0.5,0.528875,0.0575012228130845,21.644668340682983
Vanilla LSTM,256,4,0.01,0.0005,64,150,0.54921875,0.5578125,0.5907500000000001,0.1186673396516497,23.65498375892639
Vanilla LSTM,256,4,0.01,0.0005,128,50,0.774609375,0.778125,0.676375,0.0985400457935757,45.13061499595642
Vanilla LSTM,256,4,0.01,0.0005,128,100,0.651953125,0.65625,0.599625,0.0858196692198239,57.708627223968506
Vanilla LSTM,256,4,0.01,0.0005,128,150,0.508203125,0.5046875,0.587125,0.107520419572284,15.316430568695068
Vanilla LSTM,256,4,0.05,0.01,32,50,0.49375,0.5,0.5,0.0,39.53343081474304
Vanilla LSTM,256,4,0.05,0.01,32,100,0.5078125,0.5,0.5,0.0,35.293752908706665
Vanilla LSTM,256,4,0.05,0.01,32,150,0.491796875,0.5,0.501625,0.0048749999999999,39.47870492935181
Vanilla LSTM,256,4,0.05,0.01,64,50,0.48828125,0.5,0.4995,0.0011456439237389,20.062439441680908
Vanilla LSTM,256,4,0.05,0.01,64,100,0.5,0.5,0.5,0.0,19.637752056121823
Vanilla LSTM,256,4,0.05,0.01,64,150,0.483984375,0.5,0.5,0.0,19.821994304656982
Vanilla LSTM,256,4,0.05,0.01,128,50,0.494921875,0.5,0.5,0.0,11.891825914382936
Vanilla LSTM,256,4,0.05,0.01,128,100,0.496875,0.5,0.5,0.0,11.81236743927002
Vanilla LSTM,256,4,0.05,0.01,128,150,0.475390625,0.5,0.5,0.0,10.011664152145386
Vanilla LSTM,256,4,0.05,0.001,32,50,0.484375,0.5,0.50075,0.0020310096011589,41.29575848579407
Vanilla LSTM,256,4,0.05,0.001,32,100,0.493359375,0.4703125,0.5025000000000001,0.0040697051490249,100.09029459953308
Vanilla LSTM,256,4,0.05,0.001,32,150,0.502734375,0.5,0.5,0.0,35.015148639678955
Vanilla LSTM,256,4,0.05,0.001,64,50,0.602734375,0.6140625,0.522875,0.0411895390238832,89.49586606025696
Vanilla LSTM,256,4,0.05,0.001,64,100,0.528515625,0.5125,0.5035000000000001,0.0048023431780746,39.03439474105835
Vanilla LSTM,256,4,0.05,0.001,64,150,0.51015625,0.5,0.5065,0.0097756073980085,41.23655581474304
Vanilla LSTM,256,4,0.05,0.001,128,50,0.511328125,0.4921875,0.579375,0.1141603176458439,16.087243795394897
Vanilla LSTM,256,4,0.05,0.001,128,100,0.5,0.5,0.5471250000000001,0.106587771929992,11.819605112075806
Vanilla LSTM,256,4,0.05,0.001,128,150,0.504296875,0.5,0.55375,0.0956131528608904,13.623481273651125
Vanilla LSTM,256,4,0.05,0.0001,32,50,0.71015625,0.721875,0.637,0.0990788827147339,157.2985322475433
